,Oakland,Wayne,Ingham,Kent,Montcalm,St. Clair,Washtenaw,Bay,Charlevoix,Leelanau,Macomb,Monroe,Ottawa,Jackson,Otsego,Clinton,Eaton,Genesee,Livingston,Midland,Allegan,Barry,Berrien,Calhoun,Clare,Saginaw,Tuscola,Wexford,Emmet,Gladwin,Grand Traverse,Roscommon,Chippewa,Kalamazoo,Muskegon,Newaygo,Hillsdale,Isabella,Kalkaska,Lapeer,Manistee,Unknown,Iosco,Lenawee,Marquette,Sanilac,Van Buren,Gogebic,Ionia,Mecosta,Missaukee,Oceana,Ogemaw,Shiawassee,Cass,Crawford,Gratiot,Huron,Osceola,Cheboygan,Antrim,Delta,Houghton,St. Joseph,Arenac,Branch,Oscoda,Mackinac,Dickinson,Luce,Presque Isle,Mason,Schoolcraft,Menominee,Alpena,Lake,Montmorency,Alcona,Baraga,Benzie,Iron,Alger,Keweenaw,Ontonagon
2021-02-26,74607,101531,16334,51662,5611,8669,19246,7415,1044,872,59195,9733,22322,14142,1168,5030,6259,25487,10341,4969,7287,3749,11503,9585,1606,15928,3189,1442,1527,1480,4265,1159,4827,14966,12684,2832,3346,4010,604,5554,1519,0,1277,7724,4801,2065,4967,1268,6996,2013,776,1874,1114,3794,3981,587,5649,2139,1052,986,937,3126,2645,4663,753,4601,399,441,2370,1074,660,1236,259,1878,1488,361,359,429,777,916,927,582,143,411
2021-02-27,74754,101804,16387,51724,5617,8681,19252,7430,1044,875,59372,9772,22359,14172,1168,5031,6276,25546,10341,4991,7298,3757,11522,9601,1607,15964,3204,1445,1528,1482,4265,1162,4831,15018,12691,2842,3349,4017,605,5566,1519,0,1280,7744,4803,2070,4976,1268,7032,2015,778,1875,1114,3807,3994,589,5656,2146,1053,998,938,3130,2648,4671,755,4603,400,441,2371,1075,660,1236,257,1879,1490,361,360,429,777,918,927,582,143,410
2021-02-28,74754,101804,16387,51724,5617,8705,19252,7430,1044,875,59372,9772,22368,14172,1168,5031,6276,25546,10341,4991,7298,3757,11525,9601,1607,15964,3204,1445,1528,1482,4265,1162,4831,15018,12691,2842,3349,4017,605,5566,1519,0,1280,7744,4803,2070,4976,1268,7032,2015,778,1875,1114,3807,3994,589,5656,2146,1053,998,938,3130,2648,4671,755,4603,400,441,2371,1075,660,1236,257,1879,1490,361,360,429,777,918,927,582,143,410
2021-03-01,74973,102149,16439,51852,5630,8706,19358,7464,1050,878,59556,9806,22391,14208,1170,5042,6307,25656,10414,5008,7316,3775,11551,9633,1615,15994,3217,1454,1544,1484,4299,1171,4831,15045,12703,2854,3361,4027,612,5585,1520,0,1281,7767,4804,2081,4981,1269,7042,2022,789,1880,1115,3819,4013,595,5667,2150,1054,1009,944,3140,2654,4687,758,4603,401,441,2371,1078,662,1237,257,1880,1490,362,361,430,777,921,927,582,143,410
2021-03-02,75147,102438,16482,51955,5640,8734,19386,7474,1050,881,59726,9854,22428,14247,1170,5052,6329,25753,10444,5020,7331,3781,11583,9672,1617,16024,3231,1460,1547,1485,4309,1175,4839,15084,12705,2872,3368,4032,618,5611,1520,0,1282,7798,4813,2094,4989,1270,7055,2031,797,1881,1117,3831,4030,597,5668,2162,1056,1014,955,3140,2661,4702,759,4605,401,443,2371,1079,664,1237,257,1880,1492,362,360,429,777,923,927,582,144,410
2021-03-03,75328,102721,16543,52045,5649,8762,19433,7497,1056,883,59926,9901,22478,14286,1181,5061,6353,25834,10499,5030,7348,3790,11612,9705,1620,16062,3242,1465,1551,1487,4335,1178,4882,15121,12710,2888,3372,4037,623,5634,1533,0,1281,7815,4817,2111,4997,1278,7093,2032,799,1886,1117,3850,4040,598,5670,2175,1059,1015,966,3145,2662,4717,760,4608,401,444,2371,1082,664,1240,257,1880,1493,364,364,431,778,923,927,583,144,410
2021-03-04,75487,102990,16574,52147,5655,8805,19510,7508,1061,885,60169,9928,22516,14312,1191,5071,6379,25937,10542,5050,7367,3799,11648,9753,1625,16101,3254,1470,1554,1493,4358,1183,4886,15166,12720,2905,3378,4043,626,5651,1533,0,1282,7834,4820,2124,5006,1281,7097,2036,803,1885,1116,3864,4057,603,5677,2182,1062,1022,974,3151,2672,4747,765,4612,401,445,2373,1083,667,1245,258,1880,1497,367,367,431,778,925,928,583,144,411
2021-03-05,75649,103309,16617,52237,5667,8842,19548,7531,1065,888,60378,9969,22556,14341,1196,5090,6388,26041,10566,5064,7394,3809,11690,9784,1625,16130,3264,1476,1557,1499,4368,1186,4889,15222,12729,2918,3388,4054,630,5672,1535,0,1282,7865,4826,2137,5020,1288,7101,2041,808,1889,1116,3879,4079,607,5679,2189,1068,1032,979,3156,2685,4767,766,4620,401,447,2373,1087,668,1249,258,1882,1500,367,369,431,777,928,928,584,145,413
2021-03-06,75863,103587,16689,52310,5671,8879,19548,7549,1065,890,60588,10008,22595,14361,1196,5098,6407,26111,10586,5088,7405,3821,11722,9822,1626,16159,3293,1481,1557,1500,4368,1188,4891,15274,12730,2929,3392,4062,634,5704,1535,0,1281,7878,4830,2155,5033,1289,7106,2043,813,1889,1116,3894,4089,607,5684,2203,1070,1033,979,3157,2686,4788,767,4624,401,448,2373,1087,667,1250,260,1882,1502,368,370,433,777,931,929,584,145,413
2021-03-07,75863,103587,16689,52310,5671,8904,19548,7549,1065,890,60588,10008,22619,14361,1196,5098,6407,26111,10586,5088,7405,3821,11732,9822,1626,16159,3293,1481,1557,1500,4368,1188,4891,15274,12730,2929,3392,4062,634,5704,1535,0,1281,7878,4830,2155,5033,1289,7106,2043,813,1889,1116,3894,4089,607,5684,2203,1070,1033,979,3157,2686,4788,767,4624,401,448,2373,1087,667,1250,260,1882,1502,368,370,433,777,931,929,584,145,413
2021-03-08,76119,104051,16761,52430,5689,8929,19651,7564,1071,894,60810,10067,22651,14401,1218,5114,6426,26204,10658,5114,7434,3833,11755,9872,1625,16196,3305,1496,1559,1500,4403,1194,4891,15334,12747,2949,3399,4071,647,5725,1544,0,1284,7895,4832,2179,5051,1290,7111,2049,822,1895,1118,3901,4100,609,5691,2226,1077,1046,984,3162,2692,4809,767,4631,403,448,2376,1088,669,1253,260,1885,1505,370,369,433,777,934,928,584,145,416
2021-03-09,76359,104256,16798,52474,5695,8986,19676,7580,1069,903,61005,10125,22628,14500,1236,5126,6429,26276,10681,5128,7443,3838,11782,9908,1628,16233,3318,1497,1561,1500,4403,1202,4894,15435,12750,2958,3404,4074,652,5751,1549,0,1285,7897,4838,2193,5063,1291,7160,2051,825,1896,1118,3904,4121,608,5692,2247,1079,1057,987,3166,2690,4828,766,4634,403,449,2376,1090,669,1253,263,1888,1506,373,369,434,779,934,927,584,145,419
2021-03-10,76649,104735,16899,52616,5701,9044,19728,7617,1073,907,61331,10182,22706,14547,1257,5156,6455,26409,10734,5139,7472,3855,11831,9973,1630,16276,3329,1512,1565,1500,4447,1208,4896,15498,12777,2978,3413,4085,655,5788,1551,0,1289,7916,4844,2208,5078,1294,7169,2061,836,1899,1122,3919,4132,610,5693,2279,1090,1062,990,3169,2689,4845,768,4646,403,449,2376,1092,670,1256,264,1891,1506,375,368,434,780,937,927,584,145,418
2021-03-11,76969,105068,16961,52729,5704,9114,19806,7631,1079,911,61625,10234,22778,14617,1272,5194,6496,26528,10801,5164,7492,3862,11870,10036,1633,16326,3346,1543,1571,1503,4478,1216,4899,15556,12793,3002,3421,4095,663,5820,1552,0,1289,7934,4845,2223,5095,1294,7178,2063,846,1905,1126,3936,4157,612,5697,2298,1094,1074,1001,3179,2689,4873,769,4650,403,450,2377,1092,671,1260,264,1893,1510,375,368,434,783,939,927,584,146,418
2021-03-12,77335,105618,17033,52903,5717,9222,19850,7653,1082,913,61987,10289,22834,14651,1288,5228,6525,26681,10827,5184,7533,3869,11897,10089,1631,16360,3368,1558,1575,1504,4495,1229,4900,15606,12813,3010,3427,4102,665,5859,1551,0,1290,7963,4854,2246,5114,1296,7187,2066,852,1907,1127,3951,4184,614,5703,2331,1102,1083,1003,3178,2694,4888,771,4660,404,450,2382,1092,672,1263,265,1893,1510,377,370,435,785,946,927,584,147,417
2021-03-13,77604,105901,17057,53015,5717,9320,19850,7673,1082,916,62222,10329,22887,14684,1288,5233,6548,26806,10863,5204,7557,3879,11935,10155,1633,16400,3387,1573,1575,1508,4495,1238,4907,15654,12819,3017,3436,4114,667,5883,1551,0,1290,7981,4864,2255,5128,1298,7196,2068,866,1907,1128,3968,4196,616,5705,2350,1107,1092,1009,3184,2697,4906,771,4664,404,450,2383,1094,672,1265,267,1897,1511,377,372,435,786,949,927,584,148,422
2021-03-14,77604,105901,17057,53015,5717,9384,19850,7673,1082,916,62222,10329,22887,14684,1288,5233,6548,26806,10863,5204,7557,3879,11959,10155,1633,16400,3387,1573,1575,1508,4495,1238,4907,15654,12819,3017,3436,4114,667,5883,1551,0,1290,7981,4864,2255,5128,1298,7196,2068,866,1907,1128,3968,4196,616,5705,2350,1107,1092,1009,3184,2697,4906,771,4664,404,450,2383,1094,672,1265,267,1897,1511,377,372,435,786,949,927,584,148,422
2021-03-15,78091,106614,17251,53185,5731,9452,19948,7697,1098,925,62710,10379,22949,14736,1319,5301,6611,26979,11000,5221,7598,3897,11981,10213,1637,16439,3414,1611,1582,1510,4543,1262,4912,15739,12842,3043,3448,4125,675,5924,1555,0,1294,8003,4869,2296,5146,1298,7212,2074,900,1912,1130,3986,4222,624,5713,2400,1119,1101,1024,3191,2703,4920,772,4674,405,450,2389,1094,672,1266,267,1898,1512,380,372,436,786,949,927,584,148,422
2021-03-16,78465,107051,17332,53264,5736,9536,19948,7710,1103,925,63045,10440,23008,14978,1332,5335,6648,27117,11039,5232,7623,3912,12004,10253,1639,16486,3445,1652,1585,1515,4567,1266,4921,15813,12854,3064,3460,4132,676,5953,1576,0,1301,8023,4882,2318,5164,1298,7265,2076,908,1915,1134,3996,4243,629,5715,2422,1121,1107,1030,3197,2708,4937,773,4686,409,453,2390,1096,674,1266,271,1902,1518,383,372,439,786,953,927,586,148,422
2021-03-17,78978,107636,17422,53452,5745,9718,20060,7753,1112,931,63529,10539,23113,15046,1352,5358,6680,27257,11081,5248,7654,3920,12089,10337,1641,16555,3478,1681,1591,1522,4605,1290,4925,15905,12885,3095,3478,4150,677,6012,1577,0,1303,8048,4887,2369,5189,1298,7275,2086,919,1922,1137,4011,4271,630,5717,2456,1131,1118,1042,3204,2716,4957,772,4709,409,453,2399,1097,674,1275,271,1903,1522,386,373,438,787,955,927,587,151,423
2021-03-18,79397,108045,17518,53591,5758,9822,20156,7784,1121,933,63886,10595,23208,15124,1378,5399,6728,27421,11168,5259,7679,3938,12113,10373,1642,16610,3500,1739,1593,1522,4634,1308,4936,15943,12907,3114,3495,4162,685,6051,1579,0,1304,8064,4903,2404,5214,1303,7281,2090,936,1924,1140,4029,4288,635,5720,2491,1139,1131,1055,3210,2736,4964,772,4722,409,453,2399,1097,676,1281,271,1906,1524,390,374,440,786,958,928,587,151,423
2021-03-19,79999,108800,17666,53744,5778,9979,20226,7817,1125,940,64517,10651,23276,15211,1392,5455,6797,27628,11225,5286,7729,3957,12194,10445,1645,16664,3535,1768,1595,1528,4651,1334,4946,16069,12931,3127,3505,4170,692,6100,1585,0,1306,8081,4915,2442,5263,1305,7289,2095,954,1931,1141,4058,4323,639,5727,2525,1163,1152,1060,3216,2746,4980,773,4721,413,459,2401,1098,679,1289,272,1905,1530,392,376,441,785,963,928,589,153,424
2021-03-20,80481,109293,17764,53884,5794,10125,20227,7841,1127,946,64963,10716,23371,15456,1398,5471,6833,27796,11279,5295,7752,3969,12233,10490,1646,16709,3555,1780,1602,1533,4651,1345,4955,16142,12953,3144,3515,4197,695,6152,1589,0,1308,8101,4933,2472,5278,1307,7329,2100,962,1931,1142,4086,4342,649,5733,2560,1173,1166,1068,3221,2755,4990,775,4748,415,466,2402,1099,690,1290,273,1906,1533,394,378,443,785,964,930,590,152,427
2021-03-21,80481,109293,17764,53884,5794,10199,20227,7841,1127,946,64963,10716,23430,15456,1398,5471,6833,27796,11279,5295,7752,3969,12257,10490,1646,16709,3555,1780,1602,1533,4651,1345,4955,16142,12953,3144,3515,4197,695,6152,1589,0,1308,8101,4933,2472,5278,1307,7329,2100,962,1931,1142,4086,4342,649,5733,2560,1173,1166,1068,3221,2755,4990,775,4748,415,466,2402,1099,690,1290,273,1906,1533,394,378,443,785,964,930,590,152,427
2021-03-22,81335,110430,17975,54152,5816,10325,20375,7888,1138,952,65756,10790,23477,15572,1451,5523,6903,28035,11438,5352,7809,3994,12300,10555,1652,16763,3591,1828,1622,1548,4696,1361,4964,16233,12983,3161,3523,4211,702,6208,1599,0,1313,8139,4945,2525,5317,1309,7348,2112,990,1936,1144,4115,4371,657,5745,2632,1186,1173,1079,3226,2766,5013,778,4763,420,468,2414,1099,693,1297,273,1913,1542,398,381,445,785,966,930,592,152,427
2021-03-23,81961,111175,18073,54306,5842,10517,20471,7912,1147,955,66359,10864,23571,15724,1470,5561,6959,28248,11529,5377,7848,4015,12378,10646,1663,16816,3647,1836,1629,1557,4726,1383,4994,16420,13005,3183,3536,4233,714,6299,1600,0,1316,8160,4955,2581,5340,1310,7361,2117,992,1941,1148,4143,4392,662,5754,2660,1190,1184,1098,3229,2782,5035,781,4777,420,470,2415,1102,700,1299,274,1916,1545,400,381,446,791,972,931,593,153,427
2021-03-24,82624,111968,18267,54599,5866,10720,20531,7968,1149,961,67055,10923,23722,15842,1494,5613,7041,28466,11600,5394,7920,4039,12418,10703,1671,16825,3684,1897,1638,1560,4769,1409,5015,16572,13052,3207,3559,4259,718,6383,1611,0,1318,8193,4976,2631,5379,1314,7397,2126,1005,1950,1151,4175,4416,669,5773,2705,1208,1198,1114,3234,2786,5048,783,4787,423,473,2417,1102,709,1306,273,1917,1551,405,384,449,794,976,930,593,155,430
2021-03-25,83444,113003,18445,54841,5911,10878,20778,8024,1155,973,67879,10977,23885,15974,1512,5661,7095,28745,11712,5439,7964,4065,12502,10768,1679,16920,3726,1927,1648,1569,4769,1428,5040,16661,13097,3228,3582,4273,732,6468,1616,0,1334,8230,4994,2698,5398,1316,7418,2143,1019,1955,1155,4225,4439,675,5788,2755,1225,1208,1129,3244,2797,5064,785,4796,426,475,2418,1104,716,1314,276,1918,1564,407,386,454,794,982,932,593,154,430
2021-03-26,84210,113988,18644,55166,5938,11111,20909,8066,1158,976,68753,11144,24049,16087,1534,5731,7204,29055,11798,5471,8011,4096,12553,10842,1688,16966,3766,1955,1655,1576,4825,1448,5071,16800,13143,3243,3594,4303,740,6557,1621,0,1342,8272,5015,2748,5443,1316,7439,2157,1034,1967,1159,4259,4478,681,5798,2805,1233,1223,1141,3256,2801,5086,789,4801,436,478,2424,1104,723,1327,280,1921,1573,412,387,457,794,988,933,593,155,431
2021-03-27,84984,114868,18753,55436,5968,11268,20950,8134,1158,977,69538,11197,24182,16200,1542,5757,7257,29401,11911,5490,8048,4117,12603,10896,1698,17059,3815,1970,1660,1586,4848,1458,5082,16947,13179,3257,3604,4326,746,6646,1621,0,1348,8303,5018,2774,5447,1320,7464,2181,1046,1973,1162,4288,4494,693,5807,2835,1248,1228,1158,3267,2807,5104,792,4817,441,480,2426,1106,725,1333,280,1923,1575,414,387,459,794,993,933,594,155,431
2021-03-28,84984,114868,18753,55436,5968,11384,20950,8134,1158,977,69538,11197,24182,16200,1542,5757,7257,29401,11911,5490,8048,4117,12603,10896,1698,17059,3815,1970,1660,1586,4848,1458,5082,16947,13179,3257,3604,4326,746,6646,1621,0,1348,8303,5018,2774,5447,1320,7464,2181,1046,1973,1162,4288,4494,693,5807,2835,1248,1228,1158,3267,2807,5104,792,4817,441,480,2426,1106,725,1333,280,1923,1575,414,387,459,794,993,933,594,155,431
2021-03-29,86247,116669,19028,55933,6023,11613,21253,8191,1175,984,71046,11304,24433,16352,1599,5813,7375,29742,12144,5530,8123,4170,12691,10985,1705,17146,3874,2016,1689,1589,4902,1482,5095,17094,13253,3296,3630,4367,768,6767,1634,0,1374,8343,5047,2846,5494,1324,7497,2210,1074,1999,1174,4351,4528,705,5836,2877,1266,1247,1187,3279,2814,5124,794,4833,454,485,2430,1111,738,1356,284,1925,1581,424,390,472,795,1001,938,595,156,431
2021-03-30,87010,117815,19257,56140,6046,11866,21378,8224,1180,986,72016,11441,24619,16530,1615,5885,7491,29985,12240,5560,8184,4196,12780,11096,1719,17213,3927,2031,1705,1608,4930,1487,5136,17181,13298,3312,3649,4398,776,6866,1635,0,1385,8409,5068,2908,5532,1326,7534,2220,1083,2018,1178,4405,4562,717,5858,2919,1275,1255,1196,3290,2823,5132,796,4842,457,485,2440,1112,740,1366,286,1930,1590,427,393,474,796,1003,939,598,155,431
2021-03-31,87871,119044,19426,56571,6086,12103,21491,8303,1188,989,73016,11584,24830,16671,1636,5940,7583,30311,12354,5582,8273,4236,12856,11166,1740,17356,4009,2045,1727,1622,4981,1511,5151,17290,13376,3351,3664,4436,781,6963,1637,0,1404,8459,5088,2971,5566,1331,7566,2262,1100,2023,1188,4465,4592,729,5878,2991,1310,1275,1204,3306,2828,5156,802,4855,461,488,2447,1115,752,1390,290,1930,1609,432,399,478,798,1007,941,601,155,431
2021-04-01,88629,120279,19676,56920,6135,12297,21755,8377,1207,993,74042,11675,25045,16781,1673,5999,7706,30727,12476,5644,8341,4266,12930,11264,1753,17463,4088,2066,1743,1634,5084,1521,5172,17424,13476,3382,3678,4475,793,7064,1652,0,1419,8508,5109,3011,5600,1329,7600,2279,1118,2036,1194,4521,4617,740,5905,3023,1329,1297,1218,3322,2838,5177,811,4871,467,490,2456,1123,760,1412,297,1932,1622,436,401,485,798,1011,942,603,155,432
2021-04-02,89337,121182,19878,57271,6199,12554,21890,8444,1207,998,74844,11879,25253,17049,1692,6053,7789,31028,12558,5677,8396,4301,12930,11348,1764,17538,4146,2071,1754,1644,5084,1534,5185,17542,13534,3411,3692,4539,795,7174,1654,0,1437,8568,5132,3059,5626,1329,7659,2300,1121,2046,1199,4569,4640,749,5922,3058,1348,1316,1224,3330,2850,5203,814,4884,470,491,2460,1134,763,1432,305,1936,1626,444,403,489,798,1012,945,605,155,432
2021-04-03,90618,123028,20036,57747,6238,12983,21959,8527,1220,1005,76232,12013,25478,17180,1715,6090,7895,31410,12682,5738,8478,4344,13043,11443,1782,17679,4217,2108,1767,1675,5085,1538,5204,17915,13617,3446,3710,4591,806,7287,1661,0,1467,8633,5150,3133,5730,1331,7704,2332,1133,2062,1210,4636,4669,761,5932,3093,1369,1334,1234,3341,2854,5239,820,4898,476,494,2466,1133,779,1455,314,1940,1651,448,408,499,798,1018,946,606,155,432
2021-04-04,90618,123028,20036,57747,6238,12983,21959,8527,1220,1005,76232,12013,25478,17180,1715,6090,7895,31410,12682,5738,8478,4344,13081,11443,1782,17679,4217,2108,1767,1675,5085,1538,5204,17915,13617,3446,3710,4591,806,7287,1661,0,1467,8633,5150,3133,5730,1331,7704,2332,1133,2062,1210,4636,4669,761,5932,3093,1369,1334,1234,3341,2854,5239,820,4898,476,494,2466,1133,779,1455,314,1940,1651,448,408,499,798,1018,946,606,155,432
2021-04-05,92253,125421,20352,58303,6310,13282,22264,8623,1234,1018,77720,12180,25765,17350,1775,6221,8031,31888,12940,5811,8578,4395,13149,11554,1803,17792,4298,2156,1800,1700,5218,1547,5209,18041,13724,3497,3731,4684,820,7434,1674,0,1495,8716,5178,3183,5763,1330,7757,2385,1158,2087,1220,4736,4693,779,5989,3134,1401,1352,1249,3360,2869,5261,834,4927,480,497,2471,1135,784,1481,316,1943,1663,458,411,513,798,1022,947,609,155,433
2021-04-06,93013,126587,20471,58607,6344,13566,22415,8665,1250,1020,78430,12272,25982,17512,1793,6259,8148,32130,13000,5864,8633,4430,13198,11633,1819,17895,4355,2173,1826,1724,5253,1560,5227,18196,13779,3517,3743,4750,827,7508,1678,0,1500,8787,5192,3243,5775,1331,7775,2404,1162,2098,1233,4776,4701,791,6002,3173,1410,1372,1270,3375,2875,5274,835,4937,484,502,2476,1138,799,1490,318,1948,1672,461,415,524,798,1028,947,610,156,433
2021-04-07,94190,128451,20643,59064,6398,13930,22637,8819,1263,1042,79547,12347,26251,17701,1795,6329,8265,32555,13230,5934,8738,4465,13285,11727,1832,18067,4419,2205,1856,1750,5368,1575,5244,18393,13866,3552,3772,4814,840,7609,1695,0,1541,8862,5232,3304,5803,1332,7829,2458,1179,2119,1242,4856,4733,804,6036,3262,1445,1398,1280,3386,2884,5300,855,4957,489,516,2486,1141,814,1518,319,1950,1688,463,422,539,800,1039,951,613,156,434
2021-04-08,95266,130132,20817,59476,6478,14134,22982,8914,1296,1056,80489,12469,26486,17841,1844,6372,8367,33033,13391,6009,8815,4498,13323,11802,1868,18206,4497,2241,1892,1814,5431,1598,5258,18575,13955,3586,3783,4892,855,7708,1706,0,1565,8949,5274,3368,5862,1334,7867,2502,1188,2151,1261,4978,4756,808,6074,3331,1476,1420,1320,3410,2890,5321,869,4972,493,523,2494,1148,820,1561,318,1959,1713,467,426,548,805,1044,951,618,157,434
2021-04-09,96371,131831,21053,59932,6547,14439,23141,9013,1315,1073,81524,12610,26636,17969,1894,6436,8469,33541,13529,6075,8889,4545,13420,11888,1895,18373,4576,2281,1910,1840,5477,1613,5275,18746,14026,3613,3793,4977,871,7844,1715,0,1586,9034,5309,3439,5932,1339,7927,2523,1207,2173,1273,5053,4791,825,6115,3383,1483,1452,1342,3434,2899,5347,886,4988,500,535,2507,1154,828,1576,322,1963,1735,471,431,558,805,1051,952,618,159,434
2021-04-10,97070,133226,21227,60398,6626,14670,23266,9118,1331,1086,82302,12777,26827,18141,1894,6502,8581,33864,13697,6150,8985,4581,13472,11952,1925,18519,4633,2313,1921,1866,5477,1625,5289,18937,14101,3670,3816,5024,881,7945,1721,33,1608,9121,5343,3487,5977,1339,7983,2553,1228,2209,1287,5125,4819,835,6149,3410,1503,1476,1359,3453,2909,5380,899,5011,507,548,2525,1154,837,1616,322,1966,1759,480,442,565,805,1065,955,620,163,436
2021-04-11,97070,133226,21227,60398,6626,14821,23266,9118,1331,1086,82302,12777,26827,18141,1894,6502,8581,33864,13697,6150,8985,4581,13523,11952,1925,18519,4633,2313,1921,1866,5477,1625,5289,18937,14101,3670,3816,5024,881,7945,1721,0,1608,9121,5343,3487,5977,1339,7983,2553,1228,2209,1287,5125,4819,835,6149,3410,1503,1476,1359,3453,2909,5380,899,5011,507,548,2525,1154,837,1616,322,1966,1759,480,442,565,805,1065,955,620,163,436
2021-04-12,98298,135304,21538,60881,6707,14962,23562,9271,1366,1098,83520,12957,27158,18371,1951,6558,8699,34423,13967,6239,9076,4639,13576,12069,1968,18703,4718,2378,1966,1903,5607,1644,5299,19166,14220,3739,3835,5094,915,8077,1740,0,1653,9209,5380,3552,6033,1341,8031,2606,1248,2247,1310,5253,4854,854,6201,3461,1529,1493,1379,3471,2919,5406,923,5051,517,552,2529,1154,843,1637,322,1966,1775,491,445,571,805,1072,957,623,163,436
2021-04-13,99595,137427,21733,61484,6765,15249,23889,9390,1384,1105,84767,13209,27453,18573,1959,6635,8807,34852,14153,6291,9191,4698,13681,12187,1988,18816,4769,2393,1980,1922,5646,1666,5324,19359,14340,3761,3849,5166,921,8143,1745,0,1670,9311,5412,3604,6096,1342,8110,2614,1254,2258,1354,5313,4880,861,6230,3504,1550,1527,1394,3501,2940,5434,938,5081,526,559,2551,1158,855,1663,323,1975,1813,493,459,594,807,1084,958,626,163,436
2021-04-14,100691,139067,21945,62270,6846,15473,24107,9489,1401,1122,85662,13326,27848,18714,1981,6706,8871,35259,14365,6353,9324,4767,13795,12313,2023,18974,4815,2427,2005,1944,5708,1671,5338,19589,14572,3821,3881,5253,925,8247,1754,0,1683,9460,5442,3652,6172,1346,8163,2640,1266,2302,1379,5391,4912,868,6267,3543,1566,1545,1409,3529,2959,5455,944,5112,527,567,2561,1164,872,1690,324,1982,1826,498,466,602,809,1103,957,630,163,436
2021-04-15,101670,140381,22097,62649,6895,15662,24399,9579,1421,1130,86434,13420,28052,18842,1998,6738,8936,35662,14469,6411,9420,4825,13847,12412,2042,19189,4882,2462,2033,1964,5748,1680,5351,19714,14655,3858,3893,5289,938,8318,1783,0,1693,9530,5467,3703,6229,1348,8186,2673,1284,2319,1393,5436,4933,873,6282,3577,1587,1563,1417,3558,2963,5485,953,5139,531,570,2582,1167,881,1729,325,1991,1853,506,472,618,811,1112,963,630,164,442
2021-04-16,102866,142132,22304,63302,6970,15922,24638,9709,1443,1138,87467,13566,28415,19020,2032,6811,9036,36248,14624,6473,9518,4906,13943,12549,2079,19337,4960,2486,2053,2003,5803,1698,5374,19876,14805,3940,3920,5367,956,8420,1803,0,1730,9603,5496,3782,6292,1350,8237,2723,1300,2353,1420,5515,4948,882,6310,3608,1617,1609,1432,3586,2981,5527,968,5177,545,576,2592,1172,897,1755,325,2000,1880,515,479,631,814,1128,966,632,167,444
