,Oakland,Wayne,Ingham,Kent,Montcalm,St. Clair,Washtenaw,Bay,Charlevoix,Leelanau,Macomb,Monroe,Ottawa,Jackson,Otsego,Clinton,Eaton,Genesee,Livingston,Midland,Allegan,Barry,Berrien,Calhoun,Clare,Saginaw,Tuscola,Wexford,Emmet,Gladwin,Grand Traverse,Roscommon,Chippewa,Kalamazoo,Muskegon,Newaygo,Hillsdale,Isabella,Kalkaska,Lapeer,Manistee,Unknown,Iosco,Lenawee,Marquette,Sanilac,Van Buren,Gogebic,Ionia,Mecosta,Missaukee,Oceana,Ogemaw,Shiawassee,Cass,Crawford,Gratiot,Huron,Osceola,Cheboygan,Antrim,Delta,Houghton,St. Joseph,Arenac,Branch,Oscoda,Mackinac,Dickinson,Luce,Presque Isle,Mason,Schoolcraft,Menominee,Alpena,Lake,Montmorency,Alcona,Baraga,Benzie,Iron,Alger,Keweenaw,Ontonagon
2020-12-31,61195,84967,12635,43280,3205,7088,14234,6219,849,626,49744,7595,18640,10366,1026,3879,4667,21619,7853,4011,5758,2968,9371,7802,1224,12367,2637,994,1207,1184,3042,963,2780,12232,11067,2253,2588,3426,492,4334,609,7105,1104,5353,4408,1497,4044,1002,4848,1651,481,1605,921,2954,3194,457,4148,1523,841,737,620,2889,1974,3584,597,3887,308,380,2174,976,530,979,229,1689,1142,304,286,336,610,658,813,446,82,306
2021-01-01,61195,84967,12635,43280,3205,7133,14234,6219,849,626,49744,7595,18732,10366,1026,3879,4667,21619,7853,4011,5758,2968,9411,7802,1224,12367,2637,994,1207,1184,3042,963,2780,12232,11067,2253,2588,3426,492,4334,609,7105,1104,5353,4408,1497,4044,1002,4848,1651,481,1605,921,2954,3194,457,4148,1523,841,737,620,2889,1974,3584,597,3887,308,380,2174,976,530,979,229,1689,1142,304,286,336,610,658,813,446,82,306
2021-01-02,62094,86022,12880,44060,3264,7170,14372,6358,849,640,50395,7808,18732,10555,1026,4012,4810,21821,8025,4099,5865,3012,9470,7873,1240,12524,2686,1012,1234,1210,3132,979,2845,12437,11215,2285,2647,3473,497,4377,627,8002,1124,5489,4433,1525,4154,1006,4936,1688,515,1631,921,3012,3218,483,4120,1575,850,744,664,2916,1992,3685,611,3967,313,386,2200,979,543,996,230,1695,1172,304,319,344,623,693,822,448,88,307
2021-01-03,62094,86022,12880,44060,3264,7205,14372,6358,849,640,50395,7808,18869,10555,1031,4012,4810,21821,8025,4099,5865,3012,9520,7873,1240,12524,2686,1012,1234,1210,3132,979,2845,12437,11215,2285,2647,3473,497,4377,627,8002,1124,5489,4433,1525,4154,1006,4936,1688,515,1631,921,3012,3218,483,4120,1575,850,744,664,2916,1992,3685,611,3967,313,386,2200,979,543,996,230,1695,1172,304,319,344,623,693,822,448,88,307
2021-01-04,62826,86904,13032,44386,3301,7262,14667,6411,859,649,50859,7912,18997,10637,1033,4128,4896,22003,8186,4156,5928,3056,9572,7920,1253,12623,2715,1030,1249,1235,3213,986,2865,12591,11267,2305,2670,3527,506,4408,640,8099,1135,5587,4461,1538,4210,1006,4991,1699,515,1639,943,3047,3236,484,4143,1602,862,755,678,2921,2002,3716,619,3997,322,387,2217,979,554,1011,231,1728,1196,304,321,353,623,705,827,453,90,309
2021-01-05,63188,87285,13109,44681,3325,7327,14765,6426,865,657,51026,7992,19104,10685,1037,4167,4938,22100,8271,4191,5964,3081,9621,7962,1262,12671,2738,1040,1259,1249,3243,989,2902,12704,11303,2327,2697,3536,508,4453,645,8104,1139,5658,4467,1559,4229,1013,5025,1704,522,1654,947,3060,3268,490,4162,1623,867,758,695,2932,2043,3740,622,4010,325,387,2227,979,554,1018,236,1735,1214,305,325,358,626,715,836,453,90,309
2021-01-06,63751,88055,13212,45031,3347,7406,14875,6503,872,664,51470,8099,19160,10769,1042,4209,4997,22270,8385,4235,6029,3110,9678,8016,1271,12762,2769,1063,1264,1262,3267,998,2937,12837,11346,2355,2744,3561,508,4483,652,8180,1144,5728,4487,1567,4274,1021,5064,1720,529,1666,959,3088,3306,491,4176,1641,876,763,701,2953,2079,3774,625,4037,327,391,2235,979,555,1031,237,1745,1220,310,325,360,627,719,838,461,93,309
2021-01-07,64221,88550,13266,45319,3368,7457,15078,6577,879,674,51731,8147,19314,10857,1042,4220,5052,22398,8457,4272,6085,3142,9790,8061,1282,13040,2797,1084,1268,1270,3373,1009,2952,12959,11433,2374,2775,3590,513,4518,660,8287,1147,5807,4503,1593,4306,1025,5087,1728,563,1681,971,3126,3340,500,4198,1663,891,769,728,2961,2119,3827,630,4052,328,395,2236,979,567,1040,239,1750,1259,311,327,363,629,732,844,460,97,310
2021-01-08,64666,89162,13324,45628,3389,7521,15220,6619,884,682,52050,8195,19437,10906,1056,4270,5072,22511,8533,4303,6141,3153,9850,8117,1295,12981,2821,1095,1279,1276,3420,1015,2969,13065,11471,2382,2793,3603,513,4535,671,8596,1164,5866,4531,1617,4337,1032,5105,1737,569,1690,980,3150,3367,501,4211,1669,898,787,733,2967,2146,3866,632,4102,329,396,2246,980,570,1048,239,1763,1278,312,325,366,629,742,855,465,98,312
2021-01-09,64880,89542,13434,45841,3411,7585,15220,6654,884,694,52238,8249,19552,10946,1056,4297,5136,22643,8562,4322,6190,3177,9903,8159,1312,13064,2842,1095,1281,1283,3420,1023,2977,13146,11497,2397,2827,3626,513,4563,671,8663,1170,5918,4546,1631,4366,1037,5130,1741,569,1693,983,3181,3402,502,4233,1684,911,794,737,2971,2171,3912,638,4121,330,397,2249,980,572,1058,240,1767,1287,315,326,373,629,748,861,471,99,312
2021-01-10,64880,89542,13434,45841,3411,7615,15220,6654,884,694,52238,8249,19552,10946,1056,4297,5136,22643,8562,4322,6190,3177,9929,8159,1312,13064,2842,1095,1281,1283,3420,1023,2977,13146,11497,2397,2827,3626,513,4563,671,8663,1170,5918,4546,1631,4366,1037,5130,1741,569,1693,983,3181,3402,502,4233,1684,911,794,737,2971,2171,3912,638,4121,330,397,2249,980,572,1058,240,1767,1287,315,326,373,629,748,861,471,99,312
2021-01-11,65546,90377,13577,46228,3436,7672,15466,6711,903,707,52638,8325,19712,10977,1062,4344,5186,22896,8718,4351,6256,3216,9994,8230,1325,13209,2884,1123,1294,1296,3504,1031,2992,13267,11576,2420,2864,3667,516,4614,685,8770,1183,6013,4571,1650,4409,1047,5152,1754,582,1700,993,3224,3441,504,4251,1691,923,803,748,2977,2194,3951,648,4157,330,397,2251,980,579,1072,244,1769,1309,319,333,378,629,757,867,475,99,312
2021-01-12,65837,90704,13686,46391,3447,7724,15564,6726,911,711,52793,8384,19781,11026,1067,4376,5239,23009,8782,4383,6284,3240,10056,8273,1340,13270,2891,1126,1295,1306,3535,1032,3008,13315,11596,2438,2889,3687,518,4646,695,8830,1185,6078,4579,1667,4434,1049,5167,1767,583,1711,995,3252,3460,506,4263,1757,924,807,756,2981,2219,3990,651,4164,331,397,2258,980,578,1079,245,1777,1313,325,333,380,631,761,867,477,100,313
2021-01-13,66226,91162,13771,46663,3458,7763,15607,6748,920,725,53063,8456,19926,11071,1073,4404,5277,23127,8812,4420,6338,3265,10112,8327,1347,13345,2900,1134,1299,1317,3569,1035,3018,13387,11638,2455,2915,3696,520,4675,703,8855,1189,6119,4601,1682,4456,1060,5188,1773,600,1719,997,3274,3491,509,4275,1766,929,813,765,2991,2243,4024,655,4172,335,398,2263,981,579,1091,246,1781,1319,327,334,382,632,765,872,480,101,315
2021-01-14,66619,91526,13876,46942,5315,7805,15801,6793,927,738,53401,8522,20050,12782,1076,4423,5315,23234,8920,4456,6409,3294,10165,8378,1361,14426,2914,1154,1311,1324,3628,1041,4503,13442,12047,2468,2950,3705,520,4879,919,0,1192,6534,4610,1698,4472,1064,5889,1781,600,1731,998,3298,3514,512,5451,1770,933,821,775,3010,2268,4059,661,4226,335,400,2266,1054,581,1100,245,1791,1329,330,337,383,737,771,871,497,105,317
2021-01-15,66986,92074,13972,47116,5339,7855,15880,6814,933,752,53629,8570,20112,12833,1082,4452,5370,23383,8978,4474,6457,3314,10225,8435,1374,14536,2927,1167,1320,1332,3659,1044,4504,13497,12065,2478,2962,3724,524,4902,928,0,1199,6584,4628,1709,4492,1073,5920,1787,603,1737,1000,3315,3532,512,5459,1779,942,827,780,3011,2286,4084,666,4245,337,400,2270,1054,584,1108,245,1792,1338,332,340,386,737,776,881,503,108,318
2021-01-16,67307,92476,14026,47247,5354,7879,15880,6845,934,758,53777,8603,20239,12863,1082,4455,5388,23473,9001,4497,6491,3323,10271,8464,1378,14528,2931,1167,1326,1334,3659,1043,4510,13563,12099,2482,2972,3722,524,4908,928,0,1203,6625,4634,1722,4506,1077,5927,1792,603,1739,1000,3328,3547,513,5462,1789,943,832,783,3015,2310,4117,670,4265,337,402,2277,1055,584,1110,246,1795,1345,334,340,387,738,779,886,512,115,318
2021-01-17,67307,92476,14026,47247,5354,7886,15880,6845,934,758,53777,8603,20285,12863,1082,4455,5388,23473,9001,4497,6491,3323,10316,8464,1378,14528,2931,1167,1326,1334,3659,1043,4510,13563,12099,2482,2972,3722,524,4908,928,0,1203,6625,4634,1722,4506,1077,5927,1792,603,1739,1000,3328,3547,513,5462,1789,943,832,783,3015,2310,4117,670,4265,337,402,2277,1055,584,1110,246,1795,1345,334,340,387,738,779,886,512,115,318
2021-01-18,67674,93003,14155,47492,5367,7909,15957,6881,935,764,54076,8690,20367,12909,1084,4491,5444,23602,9086,4524,6550,3353,10350,8501,1391,14625,2946,1198,1337,1346,3725,1046,4515,13643,12123,2513,2989,3739,528,4926,938,0,1208,6686,4645,1740,4532,1090,5954,1798,613,1748,1006,3366,3561,522,5483,1841,949,837,798,3025,2326,4158,678,4295,340,406,2283,1056,588,1125,246,1800,1365,338,341,387,738,794,890,517,116,321
2021-01-19,67987,93400,14230,47637,5377,7931,16145,6895,944,772,54255,8722,20473,12950,1085,4514,5488,23673,9144,4554,6579,3358,10397,8532,1397,14650,2948,1204,1340,1350,3737,1052,4526,13686,12140,2521,3000,3749,529,4942,941,0,1213,6727,4660,1743,4556,1094,5962,1805,620,1752,1009,3375,3581,525,5497,1846,954,839,804,3030,2344,4183,680,4304,344,408,2289,1057,590,1129,248,1803,1368,339,342,387,739,798,892,519,117,322
2021-01-20,68244,93764,14310,47832,5384,7980,16208,6917,949,782,54488,8774,20512,12985,1086,4542,5503,23760,9174,4562,6641,3374,10447,8579,1414,14706,2958,1211,1345,1362,3775,1056,4532,13743,12170,2533,3013,3759,530,4955,947,0,1215,6773,4673,1753,4573,1100,5983,1812,632,1769,1014,3405,3593,526,5495,1876,958,841,806,3036,2357,4204,682,4315,344,411,2295,1057,593,1135,248,1809,1374,338,343,389,740,811,898,534,120,327
2021-01-21,68496,94118,14405,48035,5403,8011,16341,6941,952,790,54692,8825,20626,13036,1088,4559,5547,23839,9275,4569,6671,3409,10501,8609,1420,14784,2961,1216,1346,1367,3792,1059,4542,13787,12199,2557,3027,3776,532,4966,948,0,1219,6811,4684,1776,4591,1106,6004,1818,638,1772,1018,3432,3603,527,5511,1900,960,844,808,3046,2380,4226,684,4345,345,412,2300,1057,595,1142,248,1819,1384,339,344,391,742,817,897,536,122,336
2021-01-22,68795,94480,14493,48204,5407,8041,16402,6971,953,796,54942,8876,20715,13066,1089,4600,5598,23916,9333,4593,6698,3424,10539,8657,1436,14860,2978,1232,1358,1377,3824,1063,4547,13835,12220,2561,3044,3793,537,4983,950,0,1222,6857,4691,1796,4607,1114,6017,1821,648,1776,1029,3454,3619,533,5527,1910,965,846,812,3051,2394,4261,689,4368,349,413,2304,1058,600,1143,248,1823,1394,340,344,391,743,822,901,539,124,339
2021-01-23,68958,94716,14534,48326,5417,8088,16402,6984,955,799,55141,8909,20776,13105,1089,4607,5614,23981,9333,4608,6734,3433,10576,8669,1444,14911,2993,1234,1358,1382,3824,1069,4550,13888,12251,2561,3056,3801,538,4984,953,0,1222,6899,4696,1806,4623,1123,6021,1822,649,1777,1031,3461,3631,533,5530,1928,969,845,814,3055,2407,4271,694,4384,351,414,2310,1058,605,1144,249,1828,1400,340,344,391,743,827,903,549,125,343
2021-01-24,68958,94716,14534,48326,5417,8095,16402,6984,955,799,55141,8909,20776,13105,1089,4607,5614,23981,9333,4608,6734,3433,10603,8669,1444,14911,2993,1234,1358,1382,3824,1069,4550,13888,12251,2561,3056,3801,538,4984,953,0,1222,6899,4696,1806,4623,1123,6021,1822,649,1777,1031,3461,3631,533,5530,1928,969,845,814,3055,2407,4271,694,4384,351,414,2310,1058,605,1144,249,1828,1400,340,344,391,743,827,903,549,125,343
2021-01-25,69285,95207,14628,48585,5423,8107,16588,7000,964,804,55367,8959,20877,13146,1092,4627,5662,24094,9430,4647,6780,3461,10651,8720,1467,14976,3009,1255,1371,1395,3870,1073,4552,13939,12287,2582,3073,3805,543,5004,958,0,1227,6962,4707,1818,4640,1132,6036,1840,655,1790,1039,3496,3659,537,5541,1944,975,847,827,3057,2427,4291,697,4404,353,414,2314,1059,607,1149,249,1832,1405,342,348,391,743,833,905,554,125,347
2021-01-26,69558,95575,14724,48744,5431,8145,16722,7011,969,810,55605,9004,20960,13176,1093,4648,5716,24150,9494,4672,6800,3475,10711,8763,1476,15012,3028,1267,1376,1403,3881,1078,4561,13986,12306,2587,3099,3811,544,5021,963,0,1231,7003,4715,1831,4660,1140,6045,1845,658,1799,1043,3507,3676,538,5577,1949,979,850,831,3060,2440,4320,697,4417,356,418,2319,1060,611,1152,249,1837,1411,342,348,393,744,833,907,554,127,348
2021-01-27,69772,95874,14796,48906,5432,8168,16814,7025,976,812,55767,9044,21058,13206,1098,4669,5754,24198,9542,4687,6848,3490,10739,8822,1480,15067,3036,1284,1384,1407,3896,1080,4562,14109,12314,2602,3107,3817,544,5033,965,0,1234,7021,4719,1845,4674,1146,6055,1851,664,1809,1047,3522,3687,540,5557,1956,981,850,841,3064,2458,4334,698,4425,356,418,2323,1060,613,1156,249,1838,1412,343,348,394,744,842,907,559,129,354
2021-01-28,70023,96178,14862,49017,5442,8186,17015,7044,982,818,55946,9097,21144,13269,1099,4688,5804,24250,9586,4697,6878,3502,10792,8857,1484,15105,3043,1297,1391,1410,3921,1081,4565,14165,12339,2606,3120,3829,546,5043,968,0,1244,7069,4728,1863,4685,1159,6067,1855,669,1812,1075,3533,3704,546,5564,1973,984,850,847,3070,2464,4355,698,4442,372,420,2327,1060,614,1164,249,1843,1414,345,348,403,745,851,910,563,130,355
2021-01-29,70269,96472,14962,49145,5446,8215,17162,7074,986,821,56112,9135,21204,13299,1100,4701,5825,24288,9645,4720,6899,3527,10837,8894,1488,15155,3050,1303,1397,1416,3939,1087,4570,14206,12357,2626,3129,3832,550,5056,971,0,1249,7108,4733,1865,4703,1165,6080,1862,674,1813,1077,3538,3721,553,5569,1981,985,852,850,3073,2470,4379,698,4448,374,421,2333,1060,616,1171,249,1847,1414,345,348,409,745,860,911,563,130,368
2021-01-30,70447,96712,15006,49248,5451,8236,17165,7097,986,821,56229,9168,21255,13332,1100,4727,5845,24327,9645,4721,6918,3538,10878,8913,1493,15176,3060,1303,1397,1416,3939,1087,4575,14219,12374,2633,3132,3842,554,5062,971,0,1250,7139,4735,1874,4728,1170,6087,1869,680,1813,1080,3557,3737,556,5574,1989,987,854,850,3074,2474,4408,701,4459,375,421,2331,1061,621,1178,251,1847,1416,345,348,409,749,862,912,563,130,371
2021-01-31,70447,96712,15006,49248,5451,8251,17165,7097,986,821,56229,9168,21288,13332,1100,4727,5845,24327,9645,4721,6918,3538,10898,8913,1493,15176,3060,1303,1397,1416,3939,1087,4575,14219,12374,2633,3132,3842,554,5062,971,0,1250,7139,4735,1874,4728,1170,6087,1869,680,1813,1080,3557,3737,556,5574,1989,987,854,850,3074,2474,4408,701,4459,375,421,2331,1061,621,1178,251,1847,1416,345,348,409,749,862,912,563,130,371
2021-02-01,70804,97048,15126,49427,5459,8269,17395,7126,990,821,56432,9220,21288,13372,1103,4759,5871,24391,9720,4771,6952,3550,10936,8967,1532,15238,3075,1322,1404,1430,3975,1092,4578,14272,12404,2642,3153,3852,558,5078,985,0,1251,7189,4742,1887,4743,1181,6106,1875,685,1816,1084,3575,3748,562,5593,2000,993,858,852,3072,2478,4435,703,4479,376,422,2332,1061,625,1188,251,1848,1424,346,348,413,748,862,914,563,131,378
2021-02-02,71009,97255,15174,49522,5463,8288,17492,7132,1003,822,56553,9249,21370,13405,1111,4771,5899,24445,9739,4783,6973,3565,10967,8990,1537,15270,3030,1327,1408,1432,3983,1093,4580,14313,12419,2646,3161,3857,560,5089,985,0,1255,7216,4747,1891,4759,1181,6112,1880,687,1817,1085,3583,3762,562,5599,2008,995,863,857,3073,2482,4461,705,4485,376,424,2334,1061,625,1191,251,1849,1423,346,348,413,747,862,916,564,131,380
2021-02-03,71177,97429,15267,49666,5472,8302,17561,7156,1007,823,56670,9279,21411,13446,1117,4795,5916,24486,9775,4802,6991,3583,11016,9021,1543,15300,3032,1335,1414,1437,4005,1095,4582,14345,12437,2664,3167,3868,563,5114,987,0,1256,7252,4752,1892,4781,1194,6156,1892,691,1822,1086,3602,3776,564,5603,2021,1000,863,858,3075,2485,4477,712,4488,382,424,2337,1061,626,1196,254,1852,1426,349,348,413,753,864,918,566,131,383
2021-02-04,71441,97725,15339,49765,5477,8323,17789,7167,1010,824,56914,9305,21486,13669,1118,4802,5925,24565,9861,4816,7019,3591,11016,9060,1547,15428,3038,1344,1416,1443,4020,1100,4660,14377,12472,2669,3178,3872,565,5169,1357,0,1257,7293,4756,1894,4787,1195,6400,1901,696,1822,1090,3609,3799,564,5609,2030,1004,865,865,3079,2493,4481,717,4499,385,425,2340,1062,628,1205,256,1853,1431,349,349,415,756,871,918,576,131,388
2021-02-05,71677,97943,15435,49877,5481,8340,17890,7178,1015,831,57048,9328,21535,13708,1123,4821,5944,24621,9882,4819,7044,3594,11074,9092,1555,15458,3054,1345,1422,1444,4037,1102,4661,14410,12485,2679,3192,3878,566,5197,1360,0,1257,7330,4760,1898,4805,1201,6409,1907,700,1827,1089,3623,3811,565,5613,2031,1006,869,866,3081,2499,4495,722,4509,386,427,2344,1063,631,1209,257,1854,1434,350,350,417,761,876,919,577,130,395
2021-02-06,71810,98157,15476,49982,5487,8361,17890,7192,1015,834,57141,9345,21571,13734,1123,4831,5951,24651,9882,4822,7055,3603,11108,9114,1558,15488,3056,1345,1427,1447,4037,1104,4664,14435,12494,2679,3199,3884,566,5214,1362,0,1257,7342,4762,1906,4819,1202,6416,1909,702,1827,1090,3628,3819,565,5613,2036,1009,870,872,3081,2501,4503,725,4519,386,427,2349,1065,634,1209,257,1854,1435,351,350,417,762,877,920,577,130,396
2021-02-07,71810,98157,15476,49982,5487,8364,17890,7192,1015,834,57141,9345,21607,13734,1123,4831,5951,24651,9882,4822,7055,3603,11121,9114,1558,15488,3056,1345,1427,1447,4037,1104,4664,14435,12494,2679,3199,3884,566,5214,1362,0,1257,7342,4762,1906,4819,1202,6416,1909,702,1827,1090,3628,3819,565,5613,2036,1009,870,872,3081,2501,4503,725,4519,386,427,2349,1065,634,1209,257,1854,1435,351,350,417,762,877,920,577,130,396
2021-02-08,72077,98551,15588,50100,5495,8375,18157,7214,1016,835,57326,9384,21633,13740,1126,4857,5971,24720,9939,4849,7072,3610,11151,9141,1565,15565,3065,1350,1441,1448,4059,1112,4664,14468,12511,2688,3209,3896,569,5232,1384,0,1260,7389,4765,1911,4830,1206,6424,1922,710,1831,1092,3647,3830,567,5617,2040,1014,871,881,3083,2508,4513,730,4527,388,428,2349,1065,636,1210,257,1856,1437,353,351,418,762,881,921,577,130,397
2021-02-09,72246,98659,15616,50164,5502,8393,18116,7211,1017,834,57397,9405,21673,13758,1126,4872,5983,24732,9958,4858,7076,3616,11172,9172,1569,15570,3068,1357,1447,1450,4073,1112,4667,14486,12521,2696,3220,3900,570,5261,1375,0,1262,7378,4765,1920,4839,1208,6438,1932,712,1833,1093,3650,3842,569,5617,2044,1018,874,882,3087,2517,4517,730,4527,388,428,2350,1069,638,1211,257,1857,1439,355,351,419,764,880,922,578,130,398
2021-02-10,72411,98810,15684,50279,5512,8407,18164,7227,1021,836,57522,9423,21729,13777,1126,4890,5998,24776,9996,4865,7087,3621,11194,9201,1573,15571,3078,1363,1455,1453,4094,1115,4669,14500,12548,2712,3233,3906,570,5288,1376,0,1263,7407,4767,1929,4852,1218,6452,1937,712,1840,1097,3664,3849,570,5618,2051,1020,874,884,3090,2522,4525,731,4530,389,428,2352,1069,639,1214,257,1858,1444,355,352,419,766,883,923,578,130,402
2021-02-11,72577,98998,15736,50419,5519,8424,18294,7238,1022,837,57655,9464,21785,13790,1127,4902,6010,24815,10009,4872,7110,3629,11213,9246,1576,15613,3089,1372,1456,1455,4105,1116,4670,14526,12569,2718,3240,3913,574,5300,1380,0,1263,7426,4776,1935,4864,1227,6459,1949,718,1843,1097,3679,3851,569,5619,2059,1022,877,888,3092,2528,4535,732,4535,389,429,2352,1071,641,1215,257,1863,1444,355,354,419,766,885,924,578,138,403
2021-02-12,72750,99184,15808,50521,5532,8436,18404,7252,1022,838,57754,9479,21839,13805,1127,4917,6035,24863,10019,4882,7134,3640,11213,9275,1582,15638,3100,1393,1462,1456,4121,1117,4669,14564,12582,2727,3255,3922,578,5315,1380,0,1262,7460,4779,1947,4874,1232,6484,1957,722,1843,1097,3688,3857,570,5622,2067,1025,879,892,3092,2538,4540,734,4540,390,430,2354,1071,641,1219,257,1863,1449,355,353,422,768,887,925,578,136,404
2021-02-13,72810,99316,15846,50605,5541,8454,18415,7261,1023,836,57832,9490,21867,13848,1128,4924,6050,24899,10035,4881,7145,3642,11256,9286,1582,15656,3099,1393,1465,1456,4121,1119,4785,14581,12592,2731,3261,3935,578,5335,1481,0,1264,7482,4778,1953,4881,1238,6760,1960,722,1844,1097,3700,3861,572,5624,2069,1028,885,894,3093,2545,4549,735,4542,390,430,2354,1071,642,1219,257,1863,1450,355,354,423,769,888,925,579,135,405
2021-02-14,72810,99316,15846,50605,5541,8458,18415,7261,1023,836,57832,9490,21908,13848,1128,4924,6050,24899,10035,4881,7145,3642,11265,9286,1582,15656,3099,1393,1465,1456,4121,1119,4785,14581,12592,2731,3261,3935,578,5335,1481,0,1264,7482,4778,1953,4881,1238,6760,1960,722,1844,1097,3700,3861,572,5624,2069,1028,885,894,3093,2545,4549,735,4542,390,430,2354,1071,642,1219,257,1863,1450,355,354,423,769,888,925,579,135,405
2021-02-15,72987,99542,15883,50736,5548,8470,18485,7271,1023,836,57933,9516,21944,13876,1128,4929,6057,24941,10066,4881,7163,3647,11285,9300,1584,15686,3109,1403,1467,1457,4121,1121,4785,14592,12608,2744,3268,3946,579,5348,1483,0,1265,7495,4782,1957,4889,1238,6769,1970,728,1848,1097,3706,3874,573,5624,2079,1033,888,901,3100,2558,4557,738,4545,391,430,2354,1071,645,1220,257,1863,1459,356,354,424,769,892,925,579,134,405
2021-02-16,73116,99724,15935,50814,5559,8481,18519,7276,1027,836,58014,9533,22013,13895,1143,4938,6065,24975,10104,4886,7178,3657,11309,9326,1587,15691,3122,1412,1474,1458,4134,1122,4786,14619,12619,2755,3270,3954,580,5361,1483,0,1267,7511,4781,1963,4900,1242,6773,1973,731,1848,1100,3711,3879,577,5625,2080,1033,896,903,3104,2568,4560,738,4549,392,431,2355,1071,645,1220,257,1867,1459,356,355,425,770,894,925,579,134,408
2021-02-17,73290,99877,15999,50909,5563,8501,18658,7292,1030,838,58117,9561,22048,13914,1145,4950,6092,25000,10132,4889,7193,3669,11340,9348,1590,15718,3126,1414,1479,1459,4151,1124,4786,14656,12626,2763,3282,3960,580,5379,1476,0,1270,7535,4783,1969,4902,1246,6786,1979,732,1853,1107,3719,3895,578,5626,2083,1033,903,906,3108,2576,4573,738,4554,394,431,2355,1071,646,1221,257,1868,1459,356,355,427,770,896,926,579,135,408
2021-02-18,73470,100060,16037,50989,5565,8510,18759,7295,1032,841,58222,9567,22087,13926,1146,4964,6109,25055,10141,4891,7202,3680,11356,9376,1592,15739,3126,1420,1483,1460,4162,1125,4791,14679,12636,2779,3287,3965,580,5400,1479,0,1271,7553,4784,1977,4912,1248,6800,1988,735,1854,1110,3733,3903,579,5627,2088,1034,911,907,3108,2586,4578,739,4556,394,432,2356,1071,647,1224,257,1869,1459,356,356,427,772,897,926,580,136,408
2021-02-19,73653,100266,16080,51098,5576,8529,18852,7314,1033,843,58344,9600,22129,13946,1151,4974,6140,25109,10164,4903,7200,3690,11376,9404,1591,15761,3133,1422,1490,1466,4173,1127,4796,14728,12646,2787,3297,3978,580,5414,1478,0,1274,7576,4786,1988,4924,1248,6807,1992,738,1857,1111,3740,3913,579,5627,2093,1034,911,908,3110,2598,4593,740,4559,395,433,2358,1072,648,1226,257,1874,1462,356,357,427,772,902,926,581,137,409
2021-02-20,73744,100399,16090,51155,5579,8570,18852,7331,1033,851,58439,9614,22106,13962,1151,4978,6149,25129,10164,4905,7211,3700,11383,9423,1593,15772,3137,1422,1490,1468,4173,1132,4806,14739,12651,2788,3296,3983,580,5433,1478,0,1274,7580,4786,1995,4930,1248,6940,1992,740,1857,1111,3746,3917,579,5629,2097,1035,912,910,3110,2604,4599,741,4561,395,433,2359,1072,649,1227,257,1875,1466,356,357,427,772,904,926,581,141,410
2021-02-21,73744,100399,16090,51155,5579,8572,18852,7331,1033,851,58439,9614,22114,13962,1151,4978,6149,25129,10164,4905,7211,3700,11383,9423,1593,15772,3137,1422,1490,1468,4173,1132,4806,14739,12651,2788,3296,3983,580,5433,1478,0,1274,7580,4786,1995,4930,1248,6940,1992,740,1857,1111,3746,3917,579,5629,2097,1035,912,910,3110,2604,4599,741,4561,395,433,2359,1072,649,1227,257,1875,1466,356,357,427,772,904,926,581,141,410
2021-02-22,73922,100669,16138,51266,5583,8578,18978,7348,1037,856,58609,9639,22166,13996,1160,4991,6169,25177,10223,4910,7235,3712,11421,9451,1595,15808,3150,1418,1500,1469,4201,1140,4807,14766,12662,2799,3311,3991,593,5458,1483,0,1275,7606,4787,2009,4945,1259,6948,2000,756,1860,1111,3762,3934,580,5633,2106,1041,920,917,3110,2612,4609,746,4566,395,437,2362,1072,651,1229,257,1875,1469,359,357,427,772,904,926,581,140,410
2021-02-23,74155,100905,16215,51387,5591,8609,19036,7357,1038,863,58784,9664,22218,14050,1160,5000,6195,25272,10257,4926,7238,3722,11414,9473,1598,15834,3153,1416,1507,1471,4210,1145,4821,14826,12667,2807,3316,3996,594,5490,1522,0,1275,7652,4795,2020,4949,1261,6958,2007,763,1863,1111,3769,3947,581,5640,2110,1047,932,918,3112,2620,4619,745,4584,395,440,2366,1073,653,1230,257,1876,1473,360,357,427,773,904,927,582,141,410
2021-02-24,74318,101121,16257,51487,5594,8623,19088,7380,1039,865,58926,9691,22246,14090,1163,5017,6226,25332,10288,4933,7256,3737,11463,9518,1602,15868,3168,1425,1511,1475,4232,1150,4824,14869,12671,2814,3327,3998,598,5521,1519,0,1275,7678,4798,2030,4955,1265,6974,2012,768,1865,1111,3775,3963,582,5644,2121,1048,957,923,3115,2634,4624,747,4588,396,441,2370,1074,653,1235,257,1877,1476,360,357,429,774,908,927,582,144,411
2021-02-25,74481,101370,16303,51588,5605,8647,19198,7407,1042,868,59094,9705,22280,14122,1166,5027,6245,25410,10319,4956,7266,3742,11458,9545,1605,15903,3176,1435,1523,1479,4249,1155,4826,14900,12680,2826,3339,4003,601,5541,1519,0,1276,7695,4799,2046,4959,1267,6988,2013,772,1871,1111,3785,3973,584,5646,2135,1050,970,931,3124,2643,4641,752,4595,399,441,2370,1074,659,1236,257,1877,1482,360,359,429,776,912,927,582,144,411
