,Delaware,Wayne,Montgomery,Monroe,Philadelphia,Bucks,Northampton,Pike,Chester,Cumberland,Washington,Allegheny,Lehigh,Luzerne,Beaver,Adams,Berks,Lackawanna,York,Lancaster,Lebanon,Westmoreland,Centre,Erie,Franklin,Potter,Butler,Montour,Columbia,Dauphin,Fayette,Mercer,Schuylkill,Cambria,Armstrong,Bradford,Carbon,Clearfield,Juniata,Somerset,Greene,Lawrence,Lycoming,Warren,Blair,Crawford,Indiana,Susquehanna,Northumberland,Cameron,Clarion,Huntingdon,McKean,Perry,Snyder,Tioga,Mifflin,Venango,Union,Bedford,Unknown,Forest,Clinton,Sullivan,Wyoming,Fulton,Elk,Jefferson
2020-09-04,10588,185,11237,1731,34445,7961,4141,543,5821,1578,1117,10641,5249,3831,1694,697,6214,2154,3667,6960,1748,1861,615,1376,1559,25,833,141,754,3410,705,565,997,486,343,100,427,239,151,179,145,470,544,36,490,222,456,277,740,8,100,382,41,178,174,48,170,72,397,176,,14,150,10,70,36,64,99
2020-09-05,10588,188,11300,1735,34445,8003,4152,544,5835,1596,1128,10709,5272,3867,1702,706,6261,2176,3739,7002,1763,1868,652,1387,1572,25,864,143,776,3429,708,574,1007,492,349,102,429,243,151,181,146,474,556,36,493,222,457,280,760,8,100,383,41,178,177,48,171,72,407,177,,14,156,10,70,39,64,99
2020-09-06,10625,192,11346,1737,34445,8048,4158,546,5899,1602,1134,10771,5293,3882,1706,708,6283,2201,3773,7038,1768,1888,661,1390,1572,25,870,144,784,3452,711,589,1009,496,349,102,430,256,153,182,149,474,561,37,495,235,462,280,764,8,101,386,41,179,182,48,172,72,406,178,,14,157,10,70,39,65,99
2020-09-07,10659,195,11392,1739,34699,8084,4173,547,5939,1608,1142,10810,5308,3894,1710,711,6312,2205,3807,7069,1777,1897,674,1393,1576,25,879,147,791,3466,715,600,1015,500,352,102,431,256,156,182,150,474,560,37,496,236,469,281,766,8,102,387,41,180,184,49,174,74,417,179,,14,160,10,70,38,65,100
2020-09-08,10727,195,11434,1742,34742,8093,4176,547,6030,1619,1150,10847,5307,3898,1714,715,6344,2210,3832,7108,1783,1907,686,1395,1583,25,880,150,798,3479,714,607,1019,504,353,103,432,265,157,183,150,474,563,37,498,237,472,281,767,8,102,388,41,183,186,50,175,74,414,181,,14,160,10,70,38,65,100
2020-09-09,10762,196,11475,1747,34742,8128,4186,548,6089,1634,1156,10915,5329,3910,1722,717,6394,2218,3889,7140,1788,1914,870,1408,1616,25,904,154,813,3498,722,612,1023,509,366,103,432,265,159,186,152,479,568,40,504,237,479,284,773,8,107,387,44,184,191,50,176,74,411,187,,14,162,10,70,38,65,100
2020-09-10,10806,195,11510,1750,34887,8148,4196,549,6149,1638,1163,10969,5329,3913,1731,721,6412,2225,3929,7185,1794,1925,925,1407,1620,25,913,154,824,3508,728,617,1023,513,370,103,431,265,160,190,153,480,572,40,506,241,485,284,777,8,107,389,44,184,193,50,177,74,416,191,,14,165,10,71,38,65,101
2020-09-11,10852,198,11537,1753,34986,8198,4210,553,6187,1649,1177,11069,5348,3926,1757,723,6442,2262,3995,7238,1807,1945,1062,1411,1633,25,923,158,831,3543,733,619,1026,515,378,103,436,270,161,192,156,480,582,40,511,245,505,284,784,8,107,392,44,184,197,50,185,74,420,199,,14,166,10,71,39,65,101
2020-09-12,10857,201,11578,1753,35094,8229,4224,554,6187,1661,1190,11126,5366,3941,1767,734,6521,2301,4124,7273,1814,1962,1135,1421,1642,25,932,160,836,3559,740,636,1029,518,380,104,436,271,164,195,159,481,585,40,517,245,523,286,799,8,110,393,47,186,203,51,189,74,425,202,,14,169,10,72,40,66,101
2020-09-13,10857,201,11578,1753,35094,8229,4224,554,6187,1661,1190,11126,5366,3941,1767,734,6521,2301,4124,7273,1814,1962,1135,1421,1642,25,932,160,836,3559,740,636,1029,518,380,104,436,271,164,195,159,481,585,40,517,245,523,286,799,8,110,393,47,186,203,51,189,74,425,202,,14,169,10,72,40,66,101
2020-09-14,10966,202,11657,1759,35257,8294,4258,555,6294,1685,1210,11268,5393,3951,1783,742,6587,2321,4216,7325,1838,1985,1237,1423,1658,25,938,161,842,3580,747,656,1039,525,384,108,438,286,167,195,159,487,588,41,532,254,534,287,806,8,112,392,48,188,209,52,195,77,435,212,,14,170,10,72,40,66,101
2020-09-15,11004,204,11710,1766,35344,8349,4277,557,6357,1696,1232,11358,5409,3966,1796,749,6641,2329,4258,7354,1857,1993,1449,1435,1677,25,945,161,843,3597,750,659,1044,527,386,114,439,288,169,195,160,487,596,43,536,257,553,288,811,8,112,393,51,190,224,53,198,77,439,213,,14,176,10,72,41,66,104
2020-09-16,11045,204,11738,1767,35441,8359,4301,559,6401,1701,1238,11431,5428,3981,1804,758,6700,2332,4333,7391,1890,2003,1508,1439,1679,25,956,162,847,3620,755,662,1046,528,394,116,439,292,169,195,162,490,603,42,537,263,568,290,826,8,112,393,51,195,236,53,200,79,438,219,,14,176,10,72,42,66,107
2020-09-17,11082,208,11800,1770,35529,8415,4329,561,6462,1716,1250,11510,5451,3989,1814,765,6741,2337,4361,7436,1900,2021,1600,1446,1691,25,966,162,848,3644,759,663,1051,528,399,118,440,293,172,197,165,492,610,42,540,283,596,291,832,8,113,393,51,198,243,52,207,80,448,222,,14,185,11,72,42,67,107
2020-09-18,11113,211,11855,1771,35583,8449,4349,564,6510,1739,1268,11578,5464,4000,1820,766,6773,2359,4391,7478,1909,2032,1630,1459,1701,25,976,162,853,3662,763,684,1054,537,404,119,443,295,173,201,166,495,617,42,548,287,605,293,848,8,113,393,53,201,252,56,208,80,451,223,,14,185,11,72,43,67,106
2020-09-19,11113,214,11897,1772,35583,8499,4364,565,6526,1752,1275,11663,5469,4013,1834,782,6801,2375,4453,7514,1931,2046,1727,1466,1710,25,983,162,859,3684,766,688,1058,540,410,120,444,297,178,203,168,499,623,42,559,288,611,293,861,8,115,395,53,204,255,61,209,80,451,224,,14,186,11,72,44,67,107
2020-09-20,11125,216,11932,1773,35583,8537,4390,566,6567,1760,1280,11737,5484,4024,1836,788,6833,2396,4490,7549,1935,2068,1799,1475,1714,25,996,164,860,3695,770,695,1061,547,411,121,447,308,181,205,169,499,627,42,584,291,632,293,863,8,114,396,55,205,261,64,210,81,452,228,,14,190,11,72,44,67,109
2020-09-21,11194,218,11962,1775,35825,8573,4394,566,6633,1764,1284,11779,5494,4027,1838,796,6862,2401,4520,7566,1945,2084,1836,1483,1719,26,1001,164,863,3704,773,699,1065,547,418,129,449,311,181,206,176,499,630,42,589,290,642,293,887,8,114,396,56,207,266,64,211,81,459,229,,15,198,11,72,44,67,109
2020-09-22,11228,220,11992,1779,35901,8590,4403,570,6660,1775,1292,11821,5505,4039,1839,799,6903,2410,4554,7607,1959,2096,2031,1491,1738,26,1018,164,866,3714,775,703,1068,549,421,130,452,311,182,206,179,501,633,42,599,293,653,293,900,8,116,399,57,207,272,64,215,83,462,231,,15,199,11,72,44,68,109
2020-09-23,11270,222,12028,1780,36004,8626,4421,571,6701,1783,1310,11867,5530,4050,1845,810,6939,2417,4606,7700,1971,2135,2078,1504,1747,26,1024,164,873,3735,778,705,1076,553,424,132,455,313,183,211,181,505,641,42,609,298,668,293,919,8,116,399,57,212,283,65,218,83,453,235,,15,200,11,72,45,69,109
2020-09-24,11315,223,12059,1785,36112,8670,4443,572,6741,1801,1311,11927,5551,4060,1856,815,6963,2424,4650,7733,1983,2150,2202,1514,1749,27,1030,165,876,3754,783,710,1094,560,424,135,458,314,184,211,182,509,651,42,631,297,684,293,927,8,117,400,57,214,285,66,220,85,454,235,,15,204,11,73,45,71,111
2020-09-25,11348,224,12084,1787,36187,8704,4457,572,6777,1814,1320,11995,5568,4071,1872,822,6979,2459,4752,7770,2001,2184,2231,1526,1757,28,1034,168,883,3767,788,720,1101,560,428,135,462,317,186,212,183,510,658,42,648,303,692,293,963,8,120,401,57,217,298,67,221,84,464,238,,15,204,11,74,47,72,111
2020-09-26,11348,226,12144,1790,36187,8760,4476,574,6777,1843,1328,12101,5597,4088,1878,824,7022,2505,4784,7811,2015,2203,2393,1537,1763,28,1045,170,885,3783,794,725,1122,567,431,139,463,319,191,215,184,517,671,43,667,304,699,293,976,8,121,402,57,218,305,68,222,84,472,238,,15,205,12,75,47,71,112
2020-09-27,11401,232,12180,1792,36187,8789,4487,577,6803,1859,1338,12162,5623,4102,1886,833,7069,2541,4828,7859,2037,2225,2481,1544,1774,29,1049,174,889,3788,799,728,1143,574,435,148,463,323,191,218,187,519,690,43,679,305,707,293,1024,8,122,403,57,222,314,70,224,85,472,242,,15,207,13,76,48,72,113
2020-09-28,11422,234,12209,1797,36452,8819,4503,576,6825,1877,1346,12234,5637,4114,1901,835,7091,2555,4851,7887,2049,2246,2551,1552,1777,29,1052,174,893,3806,803,735,1160,579,439,156,466,324,191,219,188,531,694,43,689,308,717,293,1039,8,122,404,57,223,315,70,226,84,475,242,,15,207,13,78,50,73,112
2020-09-29,11521,237,12258,1801,37067,8849,4513,579,6920,1890,1364,12305,5669,4126,1905,837,7141,2579,4891,7938,2057,2260,2667,1563,1790,29,1059,173,907,3830,809,741,1175,585,444,166,467,329,194,219,188,531,699,44,705,311,730,294,1053,8,127,405,58,228,325,73,229,87,475,243,,15,208,13,78,53,73,112
2020-09-30,11572,238,12285,1804,37226,8893,4523,580,6958,1908,1375,12348,5688,4135,1924,852,7186,2594,4941,7993,2078,2277,2710,1567,1795,29,1074,185,919,3858,812,744,1188,591,448,168,469,330,193,220,190,531,709,44,716,316,737,297,1067,8,127,417,59,235,342,78,229,88,472,245,,15,207,13,78,52,73,112
2020-10-01,11612,245,12325,1809,37361,8929,4532,585,7002,1918,1388,12454,5704,4147,1940,854,7215,2619,4971,8052,2091,2299,2755,1579,1798,30,1082,195,926,3879,815,747,1204,617,452,176,471,334,194,225,190,540,718,44,728,317,740,297,1083,8,129,422,60,237,347,81,231,93,477,250,,15,208,13,78,52,73,116
2020-10-02,11653,253,12397,1816,37502,8984,4554,589,7040,1945,1403,12527,5731,4157,1953,864,7258,2656,5008,8102,2112,2353,2854,1603,1807,30,1101,200,933,3897,822,757,1224,639,456,183,473,339,195,231,191,548,724,44,741,321,754,300,1098,8,130,431,60,239,366,83,232,95,490,253,,15,209,13,79,52,76,117
2020-10-03,11653,253,12397,1816,37502,8984,4554,589,7040,1945,1403,12527,5731,4157,1953,864,7258,2656,5008,8102,2112,2353,2854,1603,1807,30,1101,200,933,3897,822,757,1224,639,456,183,473,339,195,231,191,548,724,44,741,321,754,300,1098,8,130,431,60,239,366,83,232,95,490,253,,15,209,13,79,52,76,117
2020-10-04,11716,256,12499,1826,37502,9037,4597,591,7075,1970,1434,12731,5770,4193,1971,880,7351,2713,5107,8195,2150,2416,3024,1643,1835,30,1128,198,954,3946,828,771,1258,652,463,221,477,342,199,238,194,559,744,45,779,324,780,307,1132,8,137,444,63,242,395,95,238,97,558,262,,15,214,15,80,52,77,118
2020-10-05,11771,256,12517,1829,37807,9066,4606,595,7135,1978,1449,12777,5781,4209,1973,885,7378,2731,5125,8218,2164,2461,3044,1656,1835,30,1136,216,963,3966,831,778,1277,655,471,240,478,345,199,238,194,562,751,45,795,330,791,308,1144,8,139,446,62,246,396,95,241,97,568,262,,15,217,15,80,52,78,120
