,Delaware,Wayne,Montgomery,Monroe,Philadelphia,Bucks,Northampton,Pike,Chester,Cumberland,Washington,Allegheny,Lehigh,Luzerne,Beaver,Adams,Berks,Lackawanna,York,Lancaster,Lebanon,Westmoreland,Centre,Erie,Franklin,Potter,Butler,Montour,Columbia,Dauphin,Fayette,Mercer,Schuylkill,Cambria,Armstrong,Bradford,Carbon,Clearfield,Juniata,Somerset,Greene,Lawrence,Lycoming,Warren,Blair,Crawford,Indiana,Susquehanna,Northumberland,Cameron,Clarion,Huntingdon,McKean,Perry,Snyder,Tioga,Mifflin,Venango,Union,Bedford,Unknown,Forest,Clinton,Sullivan,Wyoming,Fulton,Elk,Jefferson
2021-02-24,40383,2984,53231,9520,117318,44413,26453,2461,30220,15989,13607,75500,30391,24666,12110,7186,35302,13725,35447,43120,12702,26497,12753,17074,12406,912,13789,1756,4562,20319,10369,7973,11953,11602,4876,4333,4828,6195,1806,6645,2648,5961,9135,2142,10558,6307,5033,1686,7900,257,2670,4166,3022,2856,2973,2422,4557,3317,5116,3788,,1377,2734,307,1151,1121,2308,2774
2021-02-25,40512,2994,53371,9543,117642,44554,26549,2477,30317,16025,13621,75724,30481,24737,12140,7203,35370,13772,35528,43240,12732,26550,12786,17111,12425,923,13815,1754,4568,20358,10383,7995,11977,11616,4886,4347,4836,6214,1811,6657,2657,5969,9171,2144,10562,6321,5038,1689,7910,260,2676,4172,3026,2868,2978,2430,4561,3327,5140,3790,,1377,2746,307,1154,1123,2315,2774
2021-02-26,40700,3026,53604,9589,117642,44744,26662,2496,30445,16086,13664,76136,30599,24804,12177,7229,35476,13829,35634,43348,12770,26648,12825,17179,12464,929,13851,1758,4586,20446,10402,8010,11992,11655,4891,4359,4858,6230,1813,6667,2666,5998,9207,2153,10580,6334,5060,1693,7922,260,2682,4188,3032,2878,2987,2434,4569,3334,5268,3793,,1378,2765,308,1157,1129,2323,2778
2021-02-27,40849,3040,53760,9631,117642,44914,26747,2514,30561,16479,13687,76449,30696,24849,12223,7250,35577,13888,35739,43527,12798,26742,12879,17277,12494,937,13893,1767,4598,20524,10442,8033,12015,11682,4902,4379,4874,6258,1815,6678,2669,6015,9257,2156,10591,6345,5071,1697,7938,260,2690,4191,3041,2891,2994,2437,4577,3342,5281,3802,,1380,2777,309,1159,1129,2325,2780
2021-02-28,40957,3047,53921,9656,117642,45046,26814,2519,30629,16520,13701,76669,30755,24905,12247,7273,35658,13934,35812,43630,12819,26767,12938,17306,12503,937,13916,1776,4608,20559,10456,8042,12027,11679,4906,4386,4881,6265,1817,6683,2671,6026,9299,2160,10608,6360,5081,1701,7971,260,2694,4200,3041,2894,3007,2439,4583,3352,5261,3804,,1380,2798,309,1161,1131,2329,2785
2021-03-01,41033,3056,54030,9679,118594,45176,26855,2527,30687,16538,13727,76853,30811,24928,12266,7284,35699,13964,35878,43705,12841,26817,12944,17350,12520,937,13939,1779,4611,20585,10478,8050,12042,11689,4909,4395,4885,6284,1819,6688,2674,6038,9315,2166,10615,6374,5094,1702,7979,261,2695,4208,3043,2896,3031,2441,4586,3359,5264,3807,,1380,2803,309,1167,1131,2332,2786
2021-03-02,41132,3068,54217,9732,118906,45320,26969,2535,30776,16597,13766,77053,30897,24973,12299,7298,35791,14009,35938,43809,12869,26864,12966,17426,12556,941,13978,1782,4623,20645,10508,8072,12070,11723,4914,4399,4894,6308,1820,6690,2680,6056,9355,2186,10637,6391,5099,1711,7988,261,2700,4210,3046,2904,3042,2445,4590,3369,5261,3814,,1380,2812,310,1170,1134,2338,2789
2021-03-03,41224,3075,54364,9783,119245,45456,27090,2568,30878,16652,13795,77239,30975,25033,12336,7332,35888,14072,36033,43951,12902,26938,13000,17460,12586,944,14013,1783,4651,20698,10528,8108,12094,11749,4918,4414,4902,6334,1827,6696,2684,6076,9380,2189,10646,6412,5104,1717,8018,261,2700,4226,3051,2906,3052,2446,4603,3376,5273,3817,,1380,2824,310,1171,1136,2342,2814
2021-03-04,41315,3094,54580,9835,119562,45668,27207,2593,30969,16702,13833,77515,31060,25097,12378,7357,36077,14104,36136,44116,12923,26994,13050,17518,12620,952,14049,1785,4659,20753,10561,8211,12122,11767,4923,4421,4924,6362,1830,6700,2693,6098,9401,2195,10660,6421,5109,1726,8034,261,2705,4255,3056,2918,3057,2449,4607,3383,5273,3820,,1381,2831,311,1180,1138,2348,2823
2021-03-05,41427,3100,54736,9885,119874,45826,27286,2620,31065,16734,13863,77803,31137,25165,12415,7378,36185,14157,36256,44249,12952,27089,13093,17570,12645,953,14085,1790,4671,20833,10583,8236,12141,11780,4936,4432,4928,6384,1836,6709,2699,6130,9430,2198,10677,6433,5114,1728,8061,261,2706,4308,3060,2928,3072,2458,4616,3392,5271,3831,,1383,2853,311,1183,1138,2349,2826
2021-03-06,41601,3114,54952,9932,119874,46019,27389,2629,31152,16797,13904,78079,31223,25209,12449,7406,36307,14205,36355,44383,12975,27150,13135,17597,12662,955,14106,1789,4681,20917,10597,8251,12171,11799,4941,4440,4942,6412,1839,6726,2705,6154,9462,2204,10697,6443,5126,1732,8072,264,2708,4317,3067,2944,3082,2465,4621,3399,5279,3839,,1383,2855,311,1188,1138,2351,2833
2021-03-07,41765,3129,55218,9955,119874,46156,27446,2639,31224,16815,13926,78220,31262,25248,12470,7429,36378,14228,36413,44480,13008,27172,13156,17616,12679,953,14121,1777,4691,20975,10607,8251,12191,11819,4943,4444,4943,6434,1838,6723,2713,6162,9476,2203,10716,6461,5131,1735,8087,264,2708,4324,3073,2957,3091,2468,4632,3406,5284,3843,,1383,2860,315,1188,1141,2350,2834
2021-03-08,41841,3130,55332,9981,120539,46264,27483,2644,31291,16842,13938,78357,31304,25268,12477,7436,36444,14265,36466,44556,13023,27203,13173,17645,12688,954,14141,1779,4697,21019,10613,8262,12199,11826,4948,4449,4949,6450,1841,6725,2713,6172,9493,2209,10718,6469,5131,1739,8092,264,2708,4329,3077,2961,3091,2470,4635,3416,5284,3844,,1383,2863,315,1192,1141,2351,2835
2021-03-09,41923,3139,55442,10044,120966,46408,27564,2659,31372,16900,14003,78705,31382,25335,12534,7476,36529,14325,36540,44684,13056,27303,13177,17696,12725,957,14192,1760,4711,21081,10640,8283,12226,11875,4950,4456,4960,6495,1845,6750,2717,6189,9526,2214,10741,6480,5140,1746,8114,264,2713,4391,3083,2969,3123,2474,4634,3428,5292,3847,,1387,2871,317,1193,1145,2358,2842
2021-03-10,42015,3144,55594,10100,121242,46559,27650,2677,31460,16932,14047,78914,31470,25390,12561,7502,36611,14374,36669,44833,13090,27369,13221,17875,12767,957,14240,1760,4716,21128,10657,8297,12241,11884,4958,4466,4971,6523,1849,6763,2720,6215,9552,2216,10753,6481,5152,1753,8132,264,2719,4415,3086,2976,3130,2478,4638,3431,5303,3854,,1386,2880,318,1194,1147,2360,2848
2021-03-11,42118,3154,55716,10154,121583,46714,27765,2706,31528,16983,14076,79154,31576,25461,12579,7527,36740,14415,36781,44965,13121,27428,13257,17991,12795,960,14296,1761,4721,21170,10680,8305,12265,11892,4966,4481,4989,6555,1848,6768,2725,6225,9582,2224,10768,6499,5161,1760,8150,264,2725,4423,3092,2981,3147,2482,4652,3433,5306,3856,,1386,2891,318,1197,1150,2362,2849
2021-03-12,42232,3162,55927,10209,121881,46894,27898,2722,31637,17068,14112,79450,31683,25530,12605,7564,36951,14457,36923,45127,13159,27494,13303,18026,12837,961,14341,1764,4742,21263,10705,8316,12284,11914,4978,4486,4998,6581,1853,6775,2727,6242,9601,2224,10786,6513,5170,1761,8174,266,2732,4432,3096,2988,3148,2487,4657,3447,5311,3868,,1386,2902,318,1203,1153,2364,2852
2021-03-13,42325,3169,56065,10257,121881,47060,28001,2735,31721,17104,14163,79779,31791,25614,12631,7586,37061,14512,37029,45247,13193,27570,13351,18076,12872,962,14405,1767,4755,21300,10734,8327,12308,11950,4985,4495,5014,6612,1857,6791,2733,6263,9627,2232,10801,6526,5183,1770,8192,266,2744,4436,3097,2995,3167,2490,4666,3454,5317,3876,,1386,2914,320,1207,1156,2366,2856
2021-03-14,42429,3179,56232,10326,121881,47183,28076,2742,31819,17143,14179,79930,31867,25687,12645,7607,37166,14541,37115,45335,13217,27612,13404,18110,12891,962,14434,1773,4760,21347,10750,8333,12321,11956,4989,4501,5023,6623,1858,6795,2735,6277,9647,2232,10810,6532,5185,1772,8217,266,2746,4442,3099,3007,3175,2493,4669,3464,5308,3878,,1386,2922,320,1211,1156,2367,2857
2021-03-15,42502,3182,56338,10346,122598,47280,28136,2753,31878,17157,14182,80054,31926,25713,12659,7614,37228,14555,37166,45397,13229,27646,13421,18118,12903,962,14445,1778,4766,21374,10760,8336,12331,11958,4992,4512,5025,6639,1858,6797,2739,6285,9657,2233,10815,6537,5190,1775,8227,266,2746,4449,3100,3010,3178,2494,4670,3466,5311,3879,,1386,2925,319,1214,1157,2370,2860
2021-03-16,42598,3199,56511,10418,122971,47463,28257,2771,31973,17201,14245,80360,32036,25766,12699,7629,37375,14604,37258,45542,13259,27751,13485,18148,12976,964,14512,1778,4775,21426,10798,8354,12356,11981,5008,4519,5042,6681,1859,6811,2747,6299,9696,2237,10830,6550,5201,1791,8251,267,2749,4455,3106,3025,3184,2501,4674,3469,5320,3890,,1386,2930,330,1220,1160,2376,2869
2021-03-17,42704,3216,56687,10476,123531,47659,28358,2805,32094,17253,14289,80645,32124,25844,12720,7662,37507,14663,37393,45695,13310,27824,13563,18186,13007,966,14545,1781,4784,21482,10828,8365,12377,11996,5027,4533,5054,6720,1864,6824,2752,6316,9715,2241,10842,6553,5211,1806,8267,267,2757,4460,3106,3036,3187,2504,4681,3474,5325,3892,,1386,2936,336,1233,1160,2381,2880
2021-03-18,42772,3227,56841,10546,123959,47800,28482,2835,32224,17299,14327,80941,32236,25922,12730,7680,37631,14730,37544,45838,13345,27890,13665,18238,13029,967,14602,1789,4795,21517,10857,8382,12391,12007,5033,4548,5085,6746,1864,6835,2755,6335,9749,2243,10862,6567,5224,1823,8285,267,2761,4456,3111,3050,3194,2506,4686,3486,5341,3895,,1385,2954,336,1249,1162,2395,2889
2021-03-19,42897,3243,57055,10634,124489,48000,28639,2871,32349,17353,14374,81287,32400,25972,12759,7699,37768,14788,37680,45968,13362,28013,13749,18262,13067,967,14645,1794,4805,21566,10884,8395,12429,12028,5041,4563,5111,6782,1867,6842,2765,6354,9771,2244,10885,6580,5233,1831,8304,267,2765,4476,3116,3062,3202,2509,4693,3488,5351,3895,,1386,2961,337,1261,1163,2402,2897
2021-03-20,43081,3253,57387,10688,124489,48358,28822,2889,32487,17428,14434,81655,32528,26092,12784,7724,38084,14857,37881,46125,13394,28094,13834,18307,13101,971,14684,1801,4825,21668,10915,8401,12459,12050,5051,4593,5131,6811,1871,6850,2770,6368,9818,2247,10898,6590,5242,1841,8340,267,2769,4484,3115,3084,3215,2523,4697,3491,5359,3910,,1386,2979,338,1275,1165,2407,2901
2021-03-21,43191,3263,57547,10738,124489,48532,28907,2901,32610,17465,14468,81912,32603,26158,12797,7745,38174,14889,37964,46207,13411,28171,13895,18324,13119,972,14708,1801,4828,21701,10944,8409,12484,12059,5054,4607,5145,6833,1871,6855,2775,6386,9836,2247,10911,6596,5248,1848,8352,267,2774,4490,3118,3096,3219,2526,4702,3491,5369,3914,,1387,2985,338,1282,1165,2427,2903
2021-03-22,43248,3265,57655,10761,125428,48633,28955,2912,32682,17475,14484,82080,32671,26204,12806,7758,38226,14908,38027,46275,13432,28221,13909,18341,13123,972,14730,1801,4834,21726,10957,8411,12510,12058,5059,4615,5152,6849,1871,6859,2775,6400,9846,2247,10919,6597,5251,1849,8360,267,2774,4493,3120,3100,3222,2529,4703,3492,5369,3914,,1389,2992,338,1286,1165,2436,2906
2021-03-23,43357,3271,57799,10824,126122,48801,29150,2934,32810,17522,14564,82444,32828,26254,12850,7774,38374,14976,38120,46403,13469,28326,13975,18374,13182,972,14795,1802,4843,21792,10983,8418,12543,12086,5067,4630,5195,6894,1871,6875,2782,6420,9881,2251,10941,6612,5259,1857,8382,271,2778,4496,3125,3108,3229,2534,4707,3494,5372,3920,,1390,2996,339,1297,1167,2446,2922
2021-03-24,43530,3288,58076,10904,126609,49132,29341,2984,32986,17575,14650,82942,32996,26376,12886,7822,38650,15076,38367,46596,13537,28429,14064,18401,13226,976,14869,1804,4860,21862,11017,8439,12594,12105,5081,4652,5223,6920,1877,6888,2791,6458,9917,2255,10969,6620,5268,1873,8401,271,2783,4507,3130,3122,3243,2544,4720,3496,5383,3922,,1391,3014,339,1310,1175,2464,2937
2021-03-25,43647,3297,58282,10988,127137,49342,29543,3003,33091,17638,14687,83225,33159,26479,12927,7862,38848,15148,38521,46758,13581,28494,14136,18439,13251,975,14902,1808,4863,21918,11031,8447,12635,12132,5097,4679,5245,6949,1884,6899,2796,6471,9953,2258,10997,6627,5274,1900,8405,273,2795,4512,3138,3127,3241,2555,4729,3496,5412,3931,,1392,3017,339,1323,1175,2483,2938
2021-03-26,43859,3310,58534,11057,127770,49685,29725,3036,33278,17695,14785,83811,33320,26614,12991,7922,39062,15224,38767,46948,13644,28660,14225,18474,13292,976,14976,1812,4881,22006,11073,8471,12676,12148,5108,4714,5280,6992,1887,6907,2806,6506,9997,2264,11031,6643,5293,1928,8446,273,2807,4515,3144,3145,3253,2575,4744,3498,5399,3935,,1392,3031,340,1338,1178,2498,2947
2021-03-27,44040,3324,58804,11144,127770,49929,29886,3061,33485,17734,14850,84210,33498,26705,13042,7955,39204,15316,38923,47113,13677,28766,14341,18519,13327,976,15028,1817,4891,22070,11089,8480,12713,12187,5117,4736,5314,7029,1892,6921,2816,6531,10066,2266,11052,6646,5312,1937,8470,274,2810,4535,3155,3158,3261,2586,4759,3502,5401,3938,,1392,3052,340,1353,1180,2508,2954
2021-03-28,44208,3333,59046,11192,127770,50185,29974,3083,33631,17779,14876,84522,33614,26788,13063,7988,39328,15336,39027,47271,13703,28816,14393,18542,13348,976,15067,1821,4896,22112,11108,8489,12732,12203,5126,4750,5325,7052,1897,6933,2820,6546,10080,2267,11066,6648,5319,1940,8482,277,2815,4540,3157,3166,3269,2596,4765,3506,5403,3942,,1393,3061,340,1360,1183,2511,2958
2021-03-29,44363,3339,59243,11244,129077,50345,30082,3088,33748,17816,14947,84850,33695,26869,13105,8008,39419,15365,39111,47420,13725,28930,14439,18577,13371,976,15108,1828,4912,22158,11152,8504,12752,12219,5132,4768,5335,7105,1898,6950,2832,6563,10108,2268,11092,6661,5324,1943,8504,277,2822,4543,3160,3175,3272,2603,4769,3510,5409,3942,,1393,3064,340,1376,1183,2514,2964
2021-03-30,44618,3358,59562,11366,129790,50726,30312,3129,34011,17910,15034,85262,33915,26975,13166,8062,39706,15491,39298,47656,13796,29052,14492,18641,13448,980,15183,1833,4926,22273,11174,8525,12794,12242,5148,4777,5383,7144,1904,6954,2854,6583,10139,2274,11121,6673,5340,1968,8524,278,2825,4550,3170,3201,3280,2611,4774,3517,5406,3943,,1394,3073,342,1396,1190,2538,2978
2021-03-31,44791,3373,59801,11446,130405,51005,30460,3156,34185,17957,15114,85680,34045,27080,13214,8112,39895,15567,39481,47817,13841,29178,14597,18684,13496,981,15262,1837,4942,22353,11216,8538,12846,12271,5170,4794,5401,7200,1906,6970,2865,6612,10213,2280,11151,6675,5368,1999,8557,278,2829,4564,3177,3207,3287,2616,4797,3534,5411,3952,,1396,3097,342,1415,1191,2548,2987
2021-04-01,44969,3391,60008,11537,130974,51283,30602,3179,34327,17998,15154,86007,34208,27185,13257,8144,40054,15656,39646,48010,13862,29265,14621,18716,13532,984,15303,1840,4954,22400,11239,8544,12895,12296,5186,4818,5426,7230,1914,6973,2876,6633,10252,2284,11180,6683,5380,2020,8576,278,2839,4581,3189,3221,3291,2629,4806,3543,5418,3958,,1396,3111,345,1436,1195,2563,2993
2021-04-02,45211,3406,60315,11608,130974,51556,30768,3194,34549,18048,15243,86448,34368,27276,13315,8194,40225,15738,39820,48232,13914,29395,14683,18761,13582,984,15371,1844,4968,22496,11279,8567,12947,12325,5207,4843,5445,7276,1931,6983,2893,6664,10300,2289,11196,6692,5396,2032,8606,279,2845,4589,3196,3243,3302,2638,4817,3559,5433,3974,,1396,3141,346,1458,1202,2576,2998
2021-04-03,45443,3426,60687,11716,130974,51920,31002,3223,34760,18130,15345,87101,34584,27434,13383,8240,40559,15827,39993,48481,13962,29609,14817,18822,13624,985,15451,1852,4990,22601,11352,8588,13008,12400,5224,4900,5481,7319,1936,7013,2907,6708,10386,2296,11265,6700,5416,2053,8635,279,2850,4601,3199,3266,3313,2655,4826,3566,5448,3987,,1396,3158,349,1477,1203,2586,3006
2021-04-04,45656,3430,61007,11795,130974,52149,31125,3237,34949,18179,15368,87403,34706,27532,13404,8263,40692,15896,40118,48681,13996,29665,14848,18846,13648,986,15482,1854,5003,22690,11376,8597,13030,12426,5235,4925,5500,7349,1940,7018,2908,6725,10401,2300,11281,6703,5428,2061,8648,279,2853,4603,3204,3279,3316,2664,4831,3567,5456,3997,,1396,3165,350,1505,1204,2602,3010
2021-04-05,45808,3433,61280,11841,132575,52418,31225,3243,35102,18218,15390,87623,34821,27593,13414,8275,40836,15931,40198,48771,14020,29722,14873,18870,13669,986,15513,1858,5009,22744,11396,8602,13042,12433,5241,4955,5508,7366,1940,7020,2913,6731,10435,2315,11294,6708,5435,2063,8657,279,2853,4606,3206,3290,3320,2666,4832,3568,5462,3999,,1396,3174,350,1515,1204,2604,3012
2021-04-06,45953,3482,61499,11977,133485,52661,31389,3273,35229,18248,15502,88155,34969,27701,13500,8302,41042,16038,40322,48920,14055,29886,14925,18926,13744,994,15568,1863,5016,22795,11461,8621,13098,12473,5261,4980,5540,7395,1949,7047,2942,6759,10478,2321,11356,6720,5452,2083,8667,281,2857,4614,3208,3299,3330,2679,4833,3575,5484,4008,,1396,3182,350,1534,1211,2612,3023
2021-04-07,46140,3488,61767,12034,134356,52912,31540,3290,35377,18301,15566,88573,35095,27822,13561,8340,41186,16113,40526,49099,14111,30005,15003,18957,13799,995,15638,1868,5031,22871,11503,8652,13148,12510,5283,5002,5558,7445,1953,7058,2950,6789,10515,2329,11389,6732,5489,2093,8698,281,2859,4629,3214,3315,3338,2685,4845,3584,5503,4020,,1396,3192,351,1557,1213,2628,3032
2021-04-08,46357,3501,62114,12141,134945,53179,31711,3320,35563,18347,15638,88952,35238,27923,13616,8373,41389,16174,40691,49282,14149,30135,15059,19009,13841,1003,15715,1871,5048,22930,11535,8669,13188,12546,5306,5031,5587,7474,1956,7066,2958,6818,10556,2338,11409,6738,5514,2108,8727,282,2874,4643,3231,3333,3343,2700,4850,3588,5521,4024,,1397,3203,355,1575,1216,2651,3044
2021-04-09,46548,3521,62399,12254,135632,53486,31882,3360,35732,18407,15732,89545,35433,28033,13681,8415,41590,16245,40851,49469,14188,30300,15136,19064,13877,1005,15797,1881,5064,23008,11602,8691,13251,12627,5325,5082,5620,7526,1962,7088,2980,6834,10591,2358,11459,6750,5537,2129,8759,283,2880,4658,3241,3351,3355,2707,4858,3597,5528,4033,,1397,3216,357,1594,1221,2671,3060
2021-04-10,46778,3537,62711,12353,135632,53806,32051,3376,35905,18492,15784,89917,35608,28186,13741,8465,41773,16329,41076,49665,14264,30418,15215,19111,13925,1009,15849,1883,5083,23096,11640,8724,13281,12681,5359,5131,5652,7560,1966,7095,2991,6849,10624,2371,11516,6759,5557,2143,8785,283,2894,4671,3244,3371,3366,2720,4871,3602,5553,4040,,1397,3234,361,1612,1224,2677,3067
2021-04-11,46933,3544,62945,12425,135632,54003,32118,3399,36073,18532,15861,90386,35699,28289,13814,8493,41900,16375,41220,49812,14305,30605,15286,19154,13961,1009,15899,1886,5094,23151,11706,8747,13325,12709,5370,5162,5660,7582,1967,7119,3005,6872,10673,2372,11569,6773,5576,2146,8808,283,2906,4679,3255,3373,3374,2726,4880,3608,5567,4053,,1397,3256,366,1621,1226,2683,3074
2021-04-12,47049,3560,63131,12468,137201,54186,32197,3415,36197,18548,15888,90634,35781,28341,13849,8504,41991,16406,41306,49979,14325,30666,15317,19190,13978,1012,15921,1888,5094,23201,11733,8758,13349,12725,5372,5187,5670,7607,1967,7128,3013,6886,10683,2378,11573,6787,5588,2149,8816,283,2907,4689,3254,3378,3378,2730,4884,3616,5583,4059,,1397,3263,366,1628,1227,2687,3077
2021-04-13,47427,3581,63593,12605,137331,54603,32445,3444,36459,18658,15966,91064,36025,28488,13932,8539,42541,16539,41539,50283,14409,30837,15381,19271,14044,1015,15968,1889,5126,23372,11790,8783,13405,12829,5392,5228,5717,7645,1974,7165,3031,6913,10736,2381,11658,6798,5617,2174,8855,284,2916,4697,3291,3408,3390,2735,4895,3618,5604,4085,,1396,3287,364,1652,1236,2699,3094
2021-04-14,47653,3599,63910,12678,138643,54881,32586,3472,36706,18733,16104,92385,36160,28607,14003,8579,42692,16614,41711,50487,14441,31001,15431,19310,14080,1015,16049,1895,5155,23463,11836,8810,13454,12890,5407,5255,5749,7673,1983,7200,3045,6946,10766,2387,11708,6814,5639,2190,8878,284,2920,4713,3302,3420,3399,2743,4903,3625,5629,4098,,1395,3294,367,1672,1240,2705,3109
2021-04-15,47885,3619,64214,12733,139486,55150,32743,3491,36892,18793,16163,92788,36322,28720,14077,8642,42915,16692,41908,50699,14512,31153,15528,19347,14169,1015,16099,1900,5178,23545,11875,8828,13497,12956,5442,5296,5779,7714,1988,7220,3054,6978,10817,2410,11738,6830,5674,2214,8902,285,2928,4726,3316,3439,3415,2748,4910,3635,5649,4116,,1399,3324,368,1688,1243,2716,3124
2021-04-16,48136,3642,64562,12865,140229,55476,32945,3512,37067,18863,16234,93279,36501,28907,14137,8690,43132,16802,42125,50949,14576,31319,15591,19420,14216,1016,16153,1904,5201,23654,11923,8858,13547,13003,5463,5333,5813,7761,1994,7238,3066,7002,10864,2424,11821,6855,5701,2230,8938,285,2936,4735,3331,3453,3422,2757,4939,3642,5665,4137,,1399,3344,371,1701,1249,2730,3133
2021-04-17,48406,3665,64845,12977,140229,55782,33099,3537,37235,18920,16307,93684,36639,29021,14185,8733,43327,16886,42335,51164,14663,31420,15648,19497,14248,1021,16256,1906,5220,23755,11989,8892,13607,13052,5506,5372,5835,7804,1998,7261,3078,7026,10910,2430,11900,6867,5716,2250,8959,286,2957,4752,3352,3468,3442,2766,4954,3653,5709,4151,,1400,3360,374,1716,1250,2738,3148
2021-04-18,48639,3676,65138,13023,140229,55988,33168,3544,37466,18981,16337,93909,36703,29089,14206,8752,43424,16958,42464,51347,14706,31490,15708,19539,14266,1023,16268,1911,5238,23806,12012,8904,13628,13103,5516,5389,5838,7833,2005,7281,3081,7040,10936,2431,11941,6876,5732,2260,8968,286,2962,4762,3358,3484,3445,2771,4973,3657,5733,4167,,1400,3370,374,1723,1253,2740,3153
2021-04-19,48757,3684,65352,13064,141551,56123,33225,3549,37555,19013,16348,94112,36758,29136,14217,8770,43516,16978,42532,51426,14729,31535,15744,19551,14288,1024,16290,1911,5247,23850,12018,8913,13635,13134,5529,5416,5842,7854,2009,7288,3082,7046,10952,2438,11957,6879,5743,2262,8976,286,2962,4761,3360,3489,3446,2778,4976,3659,5740,4175,,1400,3378,376,1727,1253,2743,3155
2021-04-20,48964,3696,65675,13158,142297,56408,33388,3577,37749,19087,16418,94501,36947,29256,14298,8810,43771,17067,42693,51619,14794,31693,15779,19630,14358,1026,16338,1914,5257,23964,12075,8942,13700,13212,5544,5430,5879,7895,2011,7316,3094,7078,10994,2446,12009,6900,5760,2279,9003,286,2974,4767,3370,3504,3457,2785,4991,3665,5758,4199,,1401,3395,378,1732,1261,2749,3164
2021-04-21,49196,3712,65915,13225,142980,56692,33497,3600,37909,19146,16490,94841,37054,29408,14335,8856,43923,17166,42890,51803,14879,31830,15844,19683,14398,1035,16387,1921,5285,24043,12124,8978,13747,13267,5567,5446,5886,7932,2018,7334,3099,7101,11029,2452,12098,6920,5783,2310,9028,286,2993,4779,3377,3528,3465,2793,4995,3678,5770,4216,,1401,3411,382,1744,1264,2757,3172
2021-04-22,49343,3731,66088,13306,143574,56904,33630,3619,38031,19210,16524,95140,37198,29521,14401,8879,44134,17225,43072,52041,14938,31924,15959,19726,14424,1042,16421,1923,5301,24120,12159,8994,13788,13330,5588,5479,5924,7956,2022,7366,3111,7119,11071,2454,12145,6929,5798,2321,9061,286,2999,4789,3392,3534,3474,2803,5014,3683,5788,4239,,1401,3440,387,1754,1263,2761,3173
2021-04-23,49544,3748,66333,13379,144048,57135,33763,3634,38192,19279,16576,95490,37357,29659,14455,8902,44296,17329,43204,52209,15010,32021,15992,19793,14459,1049,16473,1934,5319,24186,12185,9014,13826,13386,5609,5507,5940,7989,2028,7388,3113,7134,11113,2464,12202,6946,5811,2336,9091,286,3007,4805,3411,3552,3474,2812,5031,3693,5801,4260,,1401,3457,387,1768,1269,2771,3177
2021-04-24,49713,3772,66562,13471,144048,57375,33895,3652,38323,19336,16646,95857,37512,29769,14499,8938,44497,17400,43372,52360,15073,32136,16072,19839,14479,1053,16524,1940,5336,24285,12228,9046,13859,13454,5633,5534,5962,8020,2037,7416,3128,7167,11153,2466,12274,6961,5827,2348,9114,286,3014,4816,3421,3563,3479,2820,5053,3710,5825,4275,,1402,3472,390,1786,1270,2775,3185
2021-04-25,49841,3793,66772,13541,144048,57566,33992,3659,38455,19385,16682,96074,37609,29852,14531,8966,44641,17443,43493,52510,15121,32214,16130,19872,14498,1055,16551,1941,5344,24338,12263,9058,13899,13477,5646,5547,5978,8038,2040,7437,3132,7177,11195,2467,12312,6972,5838,2355,9133,287,3019,4822,3424,3575,3484,2825,5069,3719,5835,4285,,1402,3481,391,1792,1270,2780,3188
2021-04-26,49916,3801,66922,13577,145181,57668,34061,3668,38551,19409,16696,96168,37668,29895,14539,8976,44751,17471,43576,52602,15146,32252,16139,19911,14509,1055,16565,1942,5362,24395,12269,9067,13909,13488,5651,5559,5984,8053,2040,7444,3132,7187,11202,2472,12321,6989,5850,2359,9142,287,3022,4834,3434,3582,3488,2839,5073,3722,5843,4287,,1402,3482,394,1795,1271,2785,3189
2021-04-27,50028,3813,67117,13667,145789,57841,34159,3681,38700,19463,16752,96428,37746,29981,14584,9005,44919,17530,43700,52725,15208,32368,16182,19952,14571,1059,16615,1945,5382,24476,12315,9080,13946,13546,5676,5570,5999,8093,2047,7469,3139,7212,11237,2481,12384,7011,5876,2387,9162,287,3028,4841,3442,3595,3496,2842,5090,3729,5853,4306,,1403,3496,397,1801,1276,2793,3189
2021-04-28,50151,3833,67354,13736,146255,58035,34248,3701,38824,19523,16779,96670,37844,30107,14623,9050,45176,17592,43821,52895,15266,32421,16230,19986,14609,1064,16663,1950,5401,24555,12339,9100,14003,13599,5690,5580,6015,8117,2053,7497,3141,7216,11259,2488,12427,7030,5898,2411,9187,287,3038,4851,3453,3610,3501,2847,5110,3739,5882,4311,,1403,3508,397,1807,1278,2794,3194
2021-04-29,50283,3865,67565,13787,146762,58195,34347,3727,38945,19558,16813,96884,37953,30207,14654,9074,45409,17651,43963,53029,15313,32482,16275,20020,14626,1068,16700,1957,5435,24630,12363,9115,14029,13675,5706,5612,6030,8138,2060,7522,3144,7225,11286,2493,12456,7039,5910,2432,9205,287,3040,4873,3470,3622,3504,2853,5129,3746,5899,4321,,1404,3525,401,1815,1281,2800,3197
2021-04-30,50475,3878,67835,13891,147125,58427,34475,3748,39112,19625,16910,97250,38172,30343,14730,9113,45600,17707,44127,53202,15371,32649,16325,20073,14663,1075,16762,1959,5461,24747,12438,9135,14108,13759,5736,5635,6074,8172,2065,7563,3150,7246,11322,2499,12528,7048,5925,2451,9224,288,3047,4886,3488,3631,3516,2862,5142,3752,5920,4346,,1406,3537,405,1824,1281,2804,3203
