,Bennington,Chittenden,Washington,Windsor,Orange,Addison,Rutland,Franklin,Windham,Unknown,Caledonia,Orleans,Lamoille,Grand Isle,Essex
2020-05-03,1,36,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-04,1,36,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-05,1,36,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-06,1,36,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-07,1,37,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-08,1,37,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-09,1,37,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-10,1,37,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-11,1,37,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-12,1,37,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-13,1,37,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-14,1,37,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-15,1,37,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-16,1,37,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-17,1,38,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-18,1,38,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-19,1,38,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-20,1,38,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-21,1,38,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-22,1,38,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-23,1,38,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-24,1,38,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-25,1,38,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-26,1,38,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-27,1,38,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-28,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-29,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-30,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-05-31,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-01,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-02,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-03,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-04,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-05,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-06,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-07,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-08,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-09,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-10,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-11,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-12,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-13,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-14,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-15,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-16,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-17,1,39,1,2,0,2,1,5,3,0,0,0,1,0,0
2020-06-18,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-06-19,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-06-20,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-06-21,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-06-22,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-06-23,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-06-24,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-06-25,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-06-26,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-06-27,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-06-28,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-06-29,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-06-30,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-01,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-02,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-03,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-04,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-05,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-06,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-07,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-08,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-09,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-10,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-11,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-12,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-13,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-14,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-15,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-16,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-17,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-18,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-19,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-20,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-21,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-22,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-23,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-24,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-25,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-26,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-27,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-28,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-29,1,39,1,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-30,1,39,2,2,0,2,1,6,3,0,0,0,1,0,0
2020-07-31,1,39,2,2,0,2,1,6,3,0,0,0,1,0,0
2020-08-01,1,39,2,2,0,2,1,6,3,0,0,0,1,0,0
2020-08-02,1,39,2,2,0,2,1,6,3,0,0,0,1,0,0
2020-08-03,1,39,2,2,0,2,1,6,3,0,0,0,1,0,0
2020-08-04,1,39,2,2,0,2,1,6,3,0,0,0,1,0,0
2020-08-05,1,39,2,2,0,2,1,6,3,0,0,0,1,0,0
2020-08-06,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-07,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-08,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-09,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-10,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-11,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-12,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-13,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-14,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-15,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-16,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-17,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-18,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-19,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-20,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-21,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-22,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-23,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-24,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-25,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-26,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-27,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-28,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-29,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-30,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-08-31,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-01,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-02,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-03,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-04,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-05,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-06,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-07,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-08,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-09,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-10,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-11,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-12,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-13,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-14,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-15,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-16,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-17,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-18,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-19,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-20,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-21,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-22,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-23,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-24,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-25,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-26,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-27,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-28,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-29,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-09-30,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-01,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-02,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-03,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-04,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-05,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-06,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-07,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-08,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-09,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-10,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-11,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-12,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-13,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-14,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-15,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-16,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-17,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-18,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-19,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-20,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-21,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-22,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-23,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-24,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-25,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-26,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-27,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-28,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-29,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-30,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-10-31,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-11-01,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-11-02,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-11-03,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-11-04,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-11-05,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-11-06,1,39,2,2,0,2,1,7,3,0,0,0,1,0,0
2020-11-07,1,39,2,2,0,2,1,7,3,0,0,1,1,0,0
2020-11-08,1,39,2,2,0,2,1,7,3,0,0,1,1,0,0
2020-11-09,1,39,2,2,0,2,1,7,3,0,0,1,1,0,0
2020-11-10,1,39,2,2,0,2,1,7,3,0,0,1,1,0,0
2020-11-11,1,39,2,2,0,2,1,7,3,0,0,1,1,0,0
2020-11-12,1,39,2,2,0,2,1,7,3,0,0,1,1,0,0
2020-11-13,1,39,2,2,0,2,1,7,3,0,0,1,1,0,0
2020-11-14,1,39,2,2,0,2,1,7,3,0,0,1,1,0,0
2020-11-15,1,39,2,2,0,2,1,7,3,0,0,1,1,0,0
2020-11-16,1,39,2,2,0,2,1,7,3,0,0,1,1,0,0
2020-11-17,1,39,2,2,0,2,1,7,3,0,0,1,1,0,0
2020-11-18,1,39,2,2,0,2,2,7,3,0,0,1,1,0,0
2020-11-19,1,39,2,2,0,2,3,7,3,0,0,1,1,0,0
2020-11-20,1,39,2,2,0,2,4,7,3,0,0,1,1,0,0
2020-11-21,1,39,2,2,0,2,5,7,3,0,0,1,1,0,0
2020-11-22,1,39,2,2,0,2,5,7,3,0,0,1,1,0,0
2020-11-23,1,39,2,2,0,2,5,7,3,0,0,1,1,0,0
2020-11-24,1,39,2,2,0,2,5,7,3,0,0,2,1,0,0
2020-11-25,1,39,2,2,0,2,5,7,3,0,0,2,1,0,0
2020-11-26,1,39,2,2,0,2,5,7,3,0,0,2,1,0,0
2020-11-27,1,39,2,2,0,2,6,7,5,0,0,2,1,0,0
2020-11-28,1,39,2,2,0,2,6,7,5,0,0,2,1,0,0
2020-11-29,1,39,2,2,0,2,6,7,5,0,0,2,1,0,0
2020-11-30,1,39,2,2,0,2,6,8,5,0,1,2,1,0,0
2020-12-01,1,40,2,2,0,2,6,10,5,0,1,2,1,0,0
2020-12-02,1,40,2,2,0,2,6,11,5,0,2,2,1,0,0
2020-12-03,1,41,2,2,0,2,6,11,5,0,2,2,1,0,0
2020-12-04,1,43,2,2,0,2,6,11,5,0,2,2,1,0,0
2020-12-05,1,44,2,2,0,2,6,12,5,0,2,2,1,0,0
2020-12-06,1,44,2,2,0,2,6,12,5,0,2,2,1,0,0
2020-12-07,1,45,3,2,0,2,6,12,5,0,2,2,1,0,0
2020-12-08,1,47,3,2,0,2,6,13,5,0,2,3,1,0,0
2020-12-09,1,48,3,2,0,2,6,13,5,0,2,3,1,0,0
2020-12-10,1,49,4,2,0,3,6,13,5,0,2,3,1,0,0
2020-12-11,1,51,4,2,0,3,8,13,5,0,2,3,1,0,0
2020-12-12,1,51,4,2,0,4,8,14,5,0,2,3,1,0,0
2020-12-13,1,51,4,2,0,4,8,14,5,0,2,3,1,0,0
2020-12-14,1,52,4,2,0,4,8,14,5,0,2,3,1,0,0
2020-12-15,1,54,4,2,1,4,8,15,5,0,2,3,1,0,0
2020-12-16,1,55,5,2,1,4,8,18,5,0,2,3,1,0,0
2020-12-17,1,55,5,2,1,4,8,18,5,0,2,3,1,0,0
2020-12-18,2,55,5,3,1,4,8,18,5,0,2,3,1,0,0
2020-12-19,2,55,6,3,1,4,8,18,5,0,2,3,1,0,0
2020-12-20,2,57,6,3,1,4,8,19,5,0,2,3,1,0,0
2020-12-21,2,57,6,3,1,4,8,19,5,0,2,3,1,0,0
2020-12-22,2,57,6,3,1,4,8,19,5,0,3,3,1,0,0
2020-12-23,2,59,7,3,1,4,8,21,5,0,3,3,1,0,0
2020-12-24,2,60,7,3,1,4,8,23,5,0,3,3,1,0,0
2020-12-25,2,60,7,3,1,4,8,23,5,0,3,3,1,0,0
2020-12-26,2,61,7,3,1,4,8,23,5,0,3,3,1,0,0
2020-12-27,3,63,7,3,1,4,8,25,5,0,3,4,1,0,0
2020-12-28,3,63,9,3,1,4,8,25,5,0,3,4,1,0,0
2020-12-29,3,64,9,3,1,4,8,25,5,0,3,4,1,0,0
2020-12-30,3,68,9,3,1,4,8,25,5,0,3,4,1,0,0
2020-12-31,3,69,9,3,1,4,8,25,5,0,3,5,1,0,0
2021-01-01,3,69,9,3,1,4,8,25,5,0,3,5,1,0,0
2021-01-02,3,71,9,3,1,4,8,26,5,0,3,5,1,0,0
2021-01-03,3,72,9,3,1,4,8,26,5,0,3,5,1,0,0
2021-01-04,3,73,9,3,1,4,9,28,5,0,3,5,1,0,0
2021-01-05,3,74,10,3,1,4,9,30,6,0,3,5,1,0,0
2021-01-06,3,76,10,3,1,4,9,31,6,0,3,5,1,0,0
2021-01-07,3,76,10,3,1,4,9,31,8,0,4,5,1,0,0
2021-01-08,3,76,10,3,1,4,9,32,8,0,4,5,1,0,0
2021-01-09,3,76,10,3,1,4,9,32,8,0,4,5,1,0,0
2021-01-10,3,76,10,3,1,4,9,32,8,0,4,5,1,0,0
2021-01-11,3,76,10,3,1,4,9,32,8,0,4,5,1,0,0
2021-01-12,3,77,10,3,1,4,9,32,9,0,4,5,1,0,0
2021-01-13,3,77,10,3,1,4,9,32,9,0,4,5,1,0,0
2021-01-14,3,78,11,4,1,4,9,33,9,0,4,5,1,0,0
2021-01-15,3,78,11,4,1,5,9,33,9,0,4,5,1,0,0
2021-01-16,3,78,11,4,1,5,9,33,9,0,4,5,1,0,0
2021-01-17,3,78,11,4,1,5,9,33,9,0,4,5,1,0,0
2021-01-18,3,78,11,4,1,5,9,33,9,0,4,5,1,0,0
2021-01-19,3,78,11,4,1,5,9,33,9,0,4,5,1,0,0
2021-01-20,3,79,11,4,1,5,9,34,9,0,4,5,1,0,0
2021-01-21,4,79,12,5,1,5,9,34,9,0,4,5,1,0,0
2021-01-22,4,79,12,5,1,5,9,34,10,0,4,5,1,0,0
2021-01-23,4,80,12,5,1,5,9,34,10,0,4,5,1,0,0
2021-01-24,4,80,12,5,1,5,9,34,10,0,4,5,1,0,0
2021-01-25,4,80,12,6,1,5,9,34,10,0,4,5,1,0,0
2021-01-26,4,80,12,6,1,5,9,34,10,0,4,5,1,0,0
2021-01-27,4,80,12,6,1,5,9,34,10,0,4,5,2,0,0
2021-01-28,4,80,12,6,1,5,9,34,10,0,4,5,2,0,0
2021-01-29,4,80,12,6,1,5,9,34,10,0,4,5,2,0,0
2021-01-30,4,80,12,6,1,6,9,34,10,0,4,5,2,0,0
2021-01-31,4,80,12,6,1,7,9,34,10,0,4,5,2,0,0
2021-02-01,4,80,12,6,1,8,9,34,10,0,4,5,2,0,0
2021-02-02,4,80,12,6,1,8,9,35,10,0,4,5,2,0,0
2021-02-03,5,80,12,7,2,8,9,35,10,0,4,5,2,0,0
2021-02-04,5,80,12,7,2,8,9,35,11,0,4,6,2,0,0
2021-02-05,5,80,12,7,2,8,9,35,11,0,4,6,2,0,0
2021-02-06,5,81,12,7,2,8,9,35,11,0,4,6,2,0,0
2021-02-07,5,81,12,8,2,8,9,35,11,0,4,6,2,0,0
2021-02-08,5,81,12,8,2,8,9,35,11,0,4,6,2,0,0
2021-02-09,6,81,12,9,2,8,9,35,11,0,5,6,2,0,0
2021-02-10,6,82,12,9,2,8,9,35,11,0,5,6,2,0,0
2021-02-11,7,82,12,9,2,8,9,35,11,0,5,6,2,0,0
2021-02-12,7,82,12,9,2,8,9,35,12,0,5,6,2,0,0
2021-02-13,7,82,12,9,2,8,9,35,12,0,5,6,2,0,0
2021-02-14,7,82,12,9,2,8,9,35,12,0,5,6,2,0,0
2021-02-15,8,82,12,9,2,8,9,35,12,0,5,6,2,0,0
2021-02-16,8,82,12,9,2,8,9,35,12,0,5,6,2,0,1
2021-02-17,8,82,12,9,2,8,9,35,12,0,5,6,2,0,1
2021-02-18,8,83,13,9,2,8,9,35,12,0,5,6,2,0,1
2021-02-19,8,83,13,9,2,8,9,35,12,0,5,6,2,0,1
2021-02-20,8,85,13,9,2,8,10,35,12,0,5,6,2,0,1
2021-02-21,8,85,13,9,2,8,11,35,12,0,5,6,2,0,1
2021-02-22,8,85,13,9,2,8,12,35,12,0,5,6,2,0,1
2021-02-23,9,86,13,9,2,8,11,35,12,0,5,6,2,0,1
2021-02-24,9,87,13,9,3,8,11,35,12,0,5,6,2,0,1
2021-02-25,9,88,13,9,3,8,11,35,13,0,5,6,2,0,1
2021-02-26,9,88,13,10,3,8,11,35,13,0,5,6,2,0,1
2021-02-27,9,88,13,10,3,8,11,35,13,0,5,6,2,0,1
2021-02-28,9,88,13,10,3,8,11,35,13,0,5,6,2,0,1
2021-03-01,9,88,14,10,3,8,11,35,13,0,5,6,2,0,1
2021-03-02,9,88,14,10,3,8,12,35,13,0,5,6,2,0,1
2021-03-03,9,88,14,10,3,8,12,35,13,0,5,7,2,0,1
2021-03-04,9,88,14,10,3,8,12,35,13,0,5,7,2,0,1
2021-03-05,9,88,14,10,3,8,12,35,13,0,5,7,2,0,1
2021-03-06,9,89,14,10,3,8,12,35,13,0,5,7,2,0,1
2021-03-07,9,89,14,10,3,8,12,35,13,0,5,7,2,0,1
2021-03-08,9,89,14,10,3,8,12,35,13,0,5,7,2,0,1
2021-03-09,9,91,14,10,3,8,12,36,13,0,5,7,2,0,1
2021-03-10,9,91,14,10,3,8,12,36,13,0,5,7,2,0,1
2021-03-11,9,91,14,10,3,8,12,36,13,0,5,7,2,0,1
2021-03-12,9,91,14,11,3,8,12,36,13,0,5,7,2,0,1
2021-03-13,9,93,14,11,3,8,12,36,13,0,5,7,2,0,1
2021-03-14,9,93,14,11,3,8,12,36,13,0,5,7,2,0,1
2021-03-15,9,93,14,11,3,8,12,36,13,0,5,7,2,0,1
2021-03-16,9,93,14,11,3,8,12,36,13,0,5,7,2,1,1
2021-03-17,9,93,14,11,3,8,13,37,13,0,5,7,2,1,1
2021-03-18,9,93,14,11,3,8,13,37,13,0,5,7,2,1,1
2021-03-19,9,93,14,11,3,8,13,37,13,0,5,7,2,1,1
2021-03-20,9,94,14,11,3,8,13,37,14,0,5,7,2,1,1
2021-03-21,9,94,14,11,3,8,13,37,14,0,5,7,2,1,1
