date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-12-31,960.7348636490927,269.9787698512799,1241.557367948719,1220.6444311916491,656.7062965879878,845.0366609776653,1662.5327514792243,935.4026676148646,1139.8820961648623,1006.2128256199094,988.4326863150803,730.0353147164436,196.52696989083134,781.9016413409558,1403.2381482220342,1217.738693289601,1219.608139371966,932.9856903617574,656.0380803917409,1607.6407592753335,254.70525757160925,954.3121635219962,1767.1616891067135,1291.0164407619438,943.136013110677,1616.5312353209542,956.4716836777384,887.2697087781595,861.5837642951531,1010.1094693253332,550.9865854003799,2049.952879719806,1170.70802570174,1859.142471834291,652.432882080827,1667.3212731711449,38.88554041179788,759.5270558419343,628.6380628350137,350.46265790879755,1231.1859871667689,457.4125483813439,1619.3129265276627,1034.6932894396225,1678.194857821482,990.6176383768109,966.0151711215846,388.1873667325261,211.48322829147986,216.50115310396762,582.98816888537,457.21888663113,745.9374839718216,889.9306006836432,759.2948612379973
2021-01-01,969.6913726327698,269.9787698512799,1260.5743520731728,1232.266453795487,663.5604235425552,854.9089892571749,1662.5327514792243,939.4432838896588,1142.7825595138822,1006.2128256199094,990.4864754252931,730.0353147164436,197.21412712821186,781.9016413409558,1403.2381482220342,1233.6549197055851,1221.8022429380426,979.9583373044509,656.0380803917409,1607.6407592753335,254.70525757160925,961.9207592277696,1767.1616891067135,1291.1156733861376,943.136013110677,1626.3243010874694,959.558648513797,887.2697087781595,870.2505832259327,1013.3304816637431,550.9865854003799,2062.6560852553034,1182.5142784821126,1867.8548044232314,653.1992105284332,1689.1414899870877,38.88554041179788,759.5270558419343,628.6380628350137,354.2386865461988,1248.6316313045254,462.89054297273725,1619.3129265276627,1034.6932894396225,1678.194857821482,990.6176383768109,975.5878307821395,389.1043447641777,211.48322829147986,216.50115310396762,588.6651204504302,457.21888663113,758.7600266708888,891.9666668815847,759.2948612379973
2021-01-02,969.6913726327698,282.25053211724713,1267.006567291738,1238.2434939917464,671.2997698454986,861.836938927006,1691.3740202288222,939.4432838896588,1148.5834862119223,1016.2879540418141,990.6731835262215,735.9705611775529,197.21412712821186,788.9702931750535,1421.8137463797095,1239.4024459113573,1236.847524533996,979.9583373044509,665.5812595043406,1607.6407592753335,262.77948763872075,965.967884603181,1778.3993751277576,1319.396971281384,952.5989162522558,1634.428907239068,960.2085358477041,895.5705688394936,870.7603961042139,1017.1956964698348,558.2459607020977,2065.5627509286796,1197.6262820409895,1873.844533078128,664.1193909068232,1690.4250321527313,38.88554041179788,764.18829084208,638.2355905118841,354.7106901258739,1250.3992516356636,464.4122081370132,1619.3129265276627,1052.0814508369274,1692.8565064449224,999.5890514033026,978.1268157817132,395.5231909857392,216.14829950379192,216.50115310396762,592.8359420084337,457.34866775137726,765.450048948663,892.3060112479084,759.2948612379973
2021-01-03,969.8904061657404,282.25053211724713,1267.006567291738,1244.884649765368,673.6519241140402,865.4741125036675,1691.3740202288222,939.4432838896588,1151.4839495609424,1020.7915828755689,991.0465997280784,735.9705611775529,197.21412712821186,788.9702931750535,1430.0088632139782,1248.9816562543106,1236.847524533996,979.9583373044509,668.6883410758848,1618.1608443720872,263.51350855391274,970.3387800086252,1793.7622876628557,1319.396971281384,961.8865804467682,1644.8973568515496,963.133028850286,896.4928866240863,870.7603961042139,1029.1134421219515,566.2312735339873,2067.8234908968616,1205.6545339316428,1881.1213108654817,666.993122585347,1690.4250321527313,38.88554041179788,769.1885247513273,643.2869208681317,356.36270265473695,1254.549316760945,470.1945357612617,1619.3129265276627,1068.4927492343836,1706.3903359434828,1007.4028627489567,979.7051037544211,397.6628063929263,217.70332324122927,216.50115310396762,593.6469350891565,457.34866775137726,767.1225545181065,893.1543721637173,759.2948612379973
2021-01-04,970.8855738305934,284.9775903985732,1267.4260595886012,1261.819596988103,682.7570374116207,867.8988948881084,1710.5090927646131,946.5143623705487,1155.8346445844725,1025.573786688731,991.7000780813278,735.9705611775529,197.21412712821186,794.9514601115977,1437.1893465354324,1254.7291824600827,1251.2659193967845,986.085204296976,680.6727985661263,1628.4662338546214,264.2475294691047,975.6809855041682,1802.1549898811038,1327.831744337861,964.1646867586297,1649.2873518503322,965.2451626854839,899.2598399778643,880.4468407915558,1033.6228593957253,566.9572110641591,2071.69904512803,1216.5162864895856,1889.338624557323,670.5373916555262,1692.9921164840187,38.88554041179788,774.8667564787777,644.5497534571937,358.01471518359995,1259.9290308122354,473.23786608981356,1690.3913780015837,1071.4233382339294,1706.3903359434828,1027.5161919535108,984.0625509834192,399.4967624562296,223.92341819097868,216.50115310396762,594.5737843242684,461.7612258397844,778.2725916477302,894.6814218121735,759.2948612379973
2021-01-05,972.4778420943583,284.9775903985732,1307.9769816186865,1273.7736773806218,695.1754002702651,876.0392357501602,1717.1647701683664,956.6159030575343,1161.6355712825123,1030.1238446857203,1001.2221912286775,735.9705611775529,197.21412712821186,801.4763694969187,1449.2868999574478,1276.6876800154682,1253.460022962861,986.085204296976,686.4430929132795,1639.2010145655945,270.8537177058323,984.5846613300732,1811.4011872401907,1349.3652237879255,967.3189878058226,1680.0173168418105,994.8150363782559,927.8516913002375,890.6430983571789,1045.5406050478416,574.9425238960487,2086.5553363475096,1225.9612887138835,1896.6649042343868,678.2006761315894,1714.8123332999612,38.88554041179788,783.680728115417,649.3485172956289,365.80277424823987,1274.4542587507196,475.36819731979983,1704.0603109773378,1074.1585546335054,1706.3903359434828,1041.8415127538765,993.2577939548482,401.6363778634167,231.69853687816544,216.50115310396762,601.4092974332185,468.6396252128897,803.9176770458646,911.1396235788682,804.3671589370565
2021-01-06,993.9734636551832,287.70464867989926,1323.7778581338578,1295.3574336448921,709.187157955986,879.8496080685672,1727.7029260576426,956.6159030575343,1168.8867296550625,1036.1132067429817,1009.5307017199924,735.9705611775529,204.08569950201715,812.8949609212302,1462.4771356240324,1288.4774773606416,1272.5800683243851,1030.3347992429915,695.7643376279119,1649.0770128196898,273.05578045140817,992.6789120808959,1825.9106046344502,1355.2199486153625,980.6371477828593,1692.8496099151753,1001.9637970512337,936.1525513615717,895.2314142617093,1063.256172909096,592.3650246201713,2101.7345904195868,1248.1570439409838,1905.1297273747778,684.8102589921938,1721.2300441281795,38.88554041179788,793.9354451157376,665.0076413999964,370.758811834829,1303.4278615698129,477.80286158264136,1722.2855549450098,1090.5698530309617,1713.157250692763,1058.0479362856036,1004.5459840205205,407.4439053972104,236.3636080904775,216.50115310396762,605.464262836833,477.72430363019856,825.6602494486307,923.3560207665179,804.3671589370565
2021-01-07,1011.0903474906548,291.79523610188835,1365.30759552329,1303.658878361919,722.1872363864203,894.3983023752129,1743.510159891557,958.6362111949314,1171.7871930040824,1043.7275895134535,1015.505360949702,735.9705611775529,204.08569950201715,825.944779691872,1478.5551743655496,1300.267274705815,1274.147285157297,1030.3347992429915,701.5346319750653,1659.1677066880045,282.59805234890365,999.3161976965705,1836.2947955146553,1375.6618691992949,988.3476614537753,1709.0588222183726,1013.4992972280843,958.288178191796,958.9580240468539,1078.7170321334634,600.3503374520609,2114.9760673760798,1266.574798278365,1914.8815996476258,695.634648314633,1730.2148392876854,38.88554041179788,801.9019194796231,674.8577355946792,372.1748225738544,1323.4096566174633,483.2808561740347,1740.510798912682,1106.0042884285692,1741.3527288147636,1074.2543598173304,1017.1379771940819,416.30802636984293,241.02867930278956,216.50115310396762,611.1412144018932,482.6559861995948,846.2878181384344,930.6519246424753,847.7059067246134
2021-01-08,1033.1830696503916,291.79523610188835,1394.112733241213,1316.9411899091622,739.2340318380014,901.8458482702815,1753.77099588901,966.7174437445199,1173.2374246785923,1052.3169847118515,1022.973684986839,741.9058076386622,206.83432845153928,829.7509768333092,1491.5112638368694,1310.4359749160271,1292.640443785656,1071.5209606927444,708.8584671079906,1681.710746181048,312.6929098717739,1006.2772533422781,1847.10573396528,1379.6311741670488,996.7591309129564,1722.5664991377037,1019.6732269002015,967.5113560377227,921.7416839323295,1098.0431061639224,614.1431505253247,2126.818038637984,1280.742301614812,1922.9504076703377,707.2253660846785,1745.6173452754097,38.88554041179788,808.8513971162041,682.687297646863,375.24284584174285,1339.318239597708,484.4981883054554,1745.9783721029835,1112.6469568275397,1754.886558313324,1092.3418860804186,1033.058099353571,422.72687259140434,242.5837030402269,216.50115310396762,615.4278921142856,489.015261091711,866.3578849717569,938.2871728847563,847.7059067246134
2021-01-09,1054.6786912112166,293.1587652425514,1409.913609756384,1331.5517326111299,751.1465550690025,911.3717790662995,1753.77099588901,978.8392925689026,1179.0383513766324,1058.7242092382241,1035.8565439509002,741.9058076386622,209.58295740106138,831.9259466284162,1499.4722344758732,1321.3415374603126,1293.5807738854032,1071.5209606927444,713.2971550673393,1681.710746181048,317.0970353629256,1011.1338037927717,1859.765911887722,1402.5539103558274,1004.2944056368061,1737.762635671951,1025.0347974049348,972.1229449606863,923.7809354454541,1113.5039653882898,625.7581510080731,2137.3681584894985,1291.13180406154,1932.603276163766,715.3676058404957,1745.6173452754097,38.88554041179788,813.5126321163499,691.5271257702963,379.2548762689816,1358.838916298105,491.80218109397987,1745.9783721029835,1124.9554306256318,1770.6760260616443,1104.6414039393185,1044.4492212435503,425.47780668635926,242.5837030402269,216.50115310396762,623.4219667671256,489.9237289334419,875.2779146754559,944.7347158449047,847.7059067246134
2021-01-10,1061.6448648651876,293.1587652425514,1418.0237941624011,1342.5096396376055,758.759441465035,914.3161576759777,1753.77099588901,981.8697547749982,1184.8392780746724,1063.7385588675593,1035.9498980013645,741.9058076386622,210.27011463844192,835.1884013210766,1505.950279211533,1324.1416143297913,1297.0286509178093,1071.5209606927444,715.5164990470137,1690.2985707498265,317.0970353629256,1015.3428141831995,1870.7190995284866,1402.5539103558274,1012.004919307722,1744.8541660546,1026.1721002392724,973.9675805298716,925.3103740802976,1117.6912814282227,630.8397137192756,2140.8130955838706,1299.1600559521933,1940.8700917453173,728.874144729557,1745.6173452754097,38.88554041179788,815.8856244800604,697.3361556799811,379.2548762689816,1366.4473690277873,496.06284355395246,1745.9783721029835,1135.3101784240268,1787.5933129348448,1116.3621209577996,1049.8702973237212,425.7834660302432,242.5837030402269,216.50115310396762,623.6536790759035,490.05351005368914,881.96793695323,945.2437323943901,847.7059067246134
2021-01-11,1064.2323007938055,293.1587652425514,1418.862778756127,1355.1278356074865,768.395686371641,916.394542576927,1779.2844259367312,996.0119117367781,1190.6402047727124,1071.120795821858,1037.443562808792,741.9058076386622,210.27011463844192,843.8882805015045,1511.4136904343786,1328.710160801046,1297.3420942843916,1107.941781148311,720.6209902002647,1699.9598733897024,321.5011608540774,1020.0374796186766,1878.5428049861755,1407.4163089413257,1012.7058750959872,1751.2703125912824,1029.4215369088076,974.8898983144643,935.5066316459207,1128.3206221449752,630.8397137192756,2145.7651926570306,1306.2438076204166,1950.5724621284555,731.3647121842774,1745.6173452754097,38.88554041179788,822.2418540257138,700.8720869293544,384.21091385557065,1372.672466715709,499.7148399482147,1774.2275002528752,1138.2407674235726,1787.5933129348448,1127.938137766176,1054.021880904105,427.9230814374303,242.5837030402269,216.50115310396762,624.8122406197933,492.25978909789274,888.6579592310043,946.0920933101991,847.7059067246134
