,Fayette,Harrison,Jefferson,Montgomery,Bourbon,Nelson,Clark,Lyon,Franklin,Kenton,Warren,Christian,Daviess,Henderson,Pulaski,Scott,Unknown,Calloway,Anderson,Madison,Spencer,Allen,Breathitt,Hardin,Jessamine,Oldham,Logan,Martin,McCracken,Menifee,Muhlenberg,Simpson,Grayson,Laurel,McCreary,Wayne,Boone,Hopkins,Mason,Mercer,Union,Webster,Bullitt,Campbell,Larue,Woodford,Boyle,Bracken,Breckinridge,Butler,Carroll,Floyd,Grant,Nicholas,Shelby,Washington,Boyd,Lewis,Taylor,Marion,Marshall,Barren,Edmonson,Graves,Hancock,Henry,Lawrence,Powell,Rockcastle,Russell,Bath,Crittenden,Cumberland,Lincoln,Meade,Pendleton,Caldwell,Clinton,Ohio,Perry,Adair,Carter,Greenup,Johnson,Leslie,Letcher,McLean,Monroe,Pike,Green,Hart,Todd,Ballard,Jackson,Whitley,Knox,Trimble,Fleming,Gallatin,Knott,Rowan,Morgan,Owsley,Trigg,Casey,Garrard,Livingston,Clay,Fulton,Hickman,Carlisle,Metcalfe,Owen,Harlan,Magoffin,Bell,Wolfe,Elliott,Lee,Estill,Robertson
2020-07-06,1713,79,4173,58,35,90,102,21,146,833,1650,266,458,174,117,101,,93,29,143,40,177,10,208,120,144,242,9,178,13,538,82,140,133,18,20,646,272,36,25,29,45,159,293,19,74,43,17,28,258,61,35,60,9,524,27,69,22,46,55,65,97,84,231,19,38,10,8,27,58,18,9,6,36,29,20,17,7,219,68,136,31,36,10,10,15,27,42,104,8,49,26,16,115,40,80,7,25,65,11,23,10,3,26,38,28,10,72,24,7,7,13,8,31,6,21,4,3,1,4,1
2020-07-07,1775,79,4233,61,35,93,103,21,149,844,1655,267,467,180,119,107,,94,29,152,40,180,12,221,122,149,244,9,181,13,545,83,140,143,18,20,660,279,39,25,30,48,165,299,20,75,43,17,28,260,63,37,61,9,528,27,71,22,48,57,65,99,84,233,19,39,11,8,27,61,18,9,6,39,30,21,17,7,220,69,139,32,40,10,10,17,27,42,107,9,49,26,15,115,41,81,7,25,65,12,23,11,3,26,40,29,11,76,24,7,7,14,9,32,7,43,4,3,1,4,1
2020-07-08,1800,81,4323,61,37,97,104,21,153,852,1679,286,469,182,121,112,,98,30,160,41,181,12,223,124,153,248,10,181,13,549,86,140,158,18,22,672,285,39,26,30,48,166,303,20,76,43,17,28,262,63,38,62,11,537,28,71,22,52,58,66,104,84,246,22,40,11,8,30,65,18,10,6,42,30,21,21,8,220,73,139,32,40,10,11,18,27,42,113,10,50,26,15,115,47,88,7,25,66,14,24,11,3,26,41,32,13,79,24,7,7,14,10,33,7,57,4,3,1,5,1
2020-07-09,1839,81,4395,61,38,105,104,21,156,857,1698,297,483,194,126,113,,102,30,169,41,183,12,236,125,159,250,10,184,13,549,86,143,165,18,26,683,292,39,29,30,52,166,307,20,76,43,17,28,262,65,38,62,11,545,28,73,22,54,60,66,110,84,250,22,41,11,9,31,65,18,11,7,42,36,21,29,8,224,74,145,32,40,10,11,18,27,44,115,11,50,26,15,115,49,88,9,25,67,14,24,12,3,26,55,33,14,80,25,7,9,14,10,33,7,69,4,3,1,5,1
2020-07-10,1922,81,4458,63,40,109,105,21,159,864,1714,313,493,194,131,117,,108,30,178,43,186,15,246,137,163,249,12,192,13,558,87,146,177,18,27,694,298,39,29,30,52,169,314,20,80,43,19,29,264,69,39,64,13,559,30,78,22,59,63,68,116,84,270,25,43,11,9,32,70,18,11,8,48,37,22,31,8,224,81,149,37,40,11,11,19,27,44,118,11,50,26,16,115,49,92,13,26,67,15,24,12,3,26,84,37,14,81,26,7,10,15,10,35,7,74,4,3,1,5,1
2020-07-11,1987,81,4522,64,41,114,112,21,163,879,1722,323,499,210,135,126,,107,31,183,48,190,15,259,139,167,249,12,193,14,564,87,147,187,18,29,712,306,39,29,31,53,173,323,20,81,43,19,29,264,77,40,66,13,565,30,81,22,60,63,69,124,84,287,26,43,11,10,32,73,21,11,8,51,37,22,32,8,237,83,151,37,44,11,11,19,28,48,120,13,50,28,17,116,51,94,15,27,68,16,30,13,3,28,88,39,16,82,27,7,10,16,10,37,7,92,4,3,1,6,1
2020-07-12,1987,81,4561,64,44,115,113,23,163,886,1733,323,499,210,137,127,,111,31,187,48,189,15,266,142,173,249,12,203,14,565,88,147,188,18,30,726,306,39,30,32,55,173,330,20,83,47,19,30,265,85,40,67,12,569,30,86,22,60,63,70,128,84,305,27,44,11,10,32,73,21,12,13,53,37,22,34,8,237,86,153,38,44,11,11,20,28,50,120,14,50,28,18,117,54,94,15,30,68,17,30,15,3,29,94,39,17,82,28,7,11,17,10,37,7,103,4,3,1,6,1
2020-07-13,2076,81,4588,65,46,116,114,23,164,890,1770,343,511,214,146,127,,111,31,193,49,191,15,274,146,174,251,12,206,15,566,89,147,187,19,30,733,307,39,30,32,55,174,333,23,84,48,19,30,266,85,40,70,12,573,32,93,22,67,67,72,129,84,313,32,45,11,10,32,73,21,12,13,56,39,22,34,9,265,91,160,38,44,11,11,20,29,50,120,14,51,27,18,117,54,95,15,31,68,20,31,15,3,30,98,39,19,85,28,7,11,17,10,37,7,105,4,3,1,6,1
2020-07-14,2134,82,4661,76,47,123,117,23,168,909,1808,344,518,216,149,131,,117,34,210,52,193,15,297,153,178,257,12,210,14,575,91,150,191,20,34,755,318,40,31,32,56,180,342,24,86,48,20,30,267,88,44,70,12,577,35,101,24,72,70,74,135,84,328,32,45,13,13,34,73,22,12,14,61,42,23,34,9,274,98,160,48,45,12,11,21,30,53,128,20,51,27,22,117,57,106,16,31,68,23,34,20,3,31,103,40,23,88,29,7,13,17,11,45,7,114,6,5,1,7,1
2020-07-15,2179,86,4709,76,49,126,117,24,169,927,1830,364,534,221,150,133,,119,34,221,53,195,15,307,159,181,267,12,215,14,584,93,152,210,20,38,763,322,40,31,33,57,184,343,26,91,50,20,31,268,96,43,71,13,580,36,105,24,72,72,81,142,84,334,33,49,14,15,34,80,22,13,16,61,43,23,36,9,275,106,163,54,45,12,12,21,32,53,129,21,52,27,22,118,62,113,16,31,69,23,34,20,3,31,113,42,23,97,29,8,13,17,13,58,7,121,6,5,1,7,1
2020-07-16,2248,86,4778,76,51,130,119,25,169,944,1850,365,539,221,155,137,,121,34,232,57,196,16,333,164,186,267,12,222,18,584,94,156,217,20,40,785,328,40,31,33,58,186,351,26,93,52,21,33,270,97,49,74,13,586,38,106,24,72,76,82,145,84,349,33,50,14,17,37,83,23,14,16,65,47,24,38,12,287,111,170,56,47,12,13,22,35,53,131,21,54,27,22,118,64,117,18,33,71,23,36,20,3,32,118,42,23,98,30,10,13,17,13,61,7,132,6,5,1,7,1
