,Douglas,Jefferson,Denver,Eagle,El Paso,Arapahoe,Larimer,Gunnison,Pitkin,Adams,Clear Creek,Pueblo,Routt,Summit,Weld,Boulder,Mesa,Garfield,Yuma,Crowley,Grand,Morgan,Broomfield,Park,San Miguel,Chaffee,Elbert,Hinsdale,Montrose,Unknown,La Plata,Logan,Teller,Delta,Fremont,Huerfano,Otero,Kit Carson,Rio Grande,Washington,Alamosa,Costilla,Lincoln,Baca,Moffat,Mineral,Montezuma,Archuleta,Phillips,Lake,Saguache,Custer,Las Animas,Rio Blanco,Ouray,Gilpin,Prowers,San Juan,Cheyenne,Conejos,Bent,Jackson,Sedgwick,Dolores,Kiowa
2020-09-24,2614,5551,12825,1246,6865,9228,2449,296,221,8804,37,1060,151,447,4624,4145,558,939,103,73,72,739,619,55,96,327,155,3,373,,259,853,174,187,171,19,93,79,96,60,242,32,9,18,41,20,132,55,34,92,111,17,23,25,25,18,94,6,14,33,11,9,14,3,1
2020-09-25,2658,5598,12945,1247,6901,9305,2489,296,222,8947,37,1072,152,451,4655,4270,592,942,104,73,72,743,626,56,96,332,156,3,380,,259,856,176,187,173,20,95,79,96,60,242,32,10,18,41,20,136,54,34,93,111,17,23,25,25,18,94,6,14,33,11,9,15,3,1
2020-09-26,2686,5654,13011,1250,6931,9341,2515,296,223,9011,37,1079,153,458,4682,4319,607,944,113,73,74,746,636,56,97,332,157,3,380,,260,864,176,188,175,23,96,79,96,61,242,32,11,18,41,20,138,54,34,94,111,17,24,26,25,18,94,6,14,33,11,9,15,3,1
2020-09-27,2708,5716,13116,1254,6951,9380,2530,296,223,9106,39,1090,155,462,4712,4375,615,945,114,73,74,747,645,57,97,333,158,3,383,,260,868,176,189,175,23,96,79,96,61,242,32,11,17,42,20,138,54,34,94,111,17,25,26,25,18,94,6,14,33,11,9,15,3,1
2020-09-28,2741,5745,13241,1257,6919,9464,2560,296,223,9210,39,1091,158,463,4741,4416,629,947,122,73,74,750,648,57,97,334,161,3,383,,262,873,176,189,176,23,97,79,96,61,242,32,10,17,42,20,138,54,34,95,111,17,25,26,25,18,94,6,14,34,11,9,15,3,1
2020-09-29,2773,5789,13298,1257,6955,9533,2601,297,223,9297,39,1114,158,463,4763,4452,636,949,124,74,74,755,653,58,97,334,163,3,384,,263,878,177,189,176,24,98,79,96,64,243,32,10,18,42,20,139,54,34,96,111,17,25,26,25,19,94,6,14,34,11,9,15,3,1
2020-09-30,2803,5845,13404,1262,7019,9595,2636,297,223,9433,40,1129,159,465,4784,4512,643,956,125,74,76,756,659,58,94,336,162,3,385,,263,882,177,189,177,24,98,80,96,65,244,32,11,18,43,20,141,54,33,98,111,17,25,26,26,19,94,6,14,35,11,9,15,3,1
2020-10-01,2834,5902,13519,1265,7065,9664,2662,296,225,9537,40,1146,159,471,4834,4545,663,958,126,74,83,755,674,58,94,336,163,3,385,,266,889,177,192,176,24,100,81,96,67,245,32,13,18,43,20,145,54,33,99,111,18,25,26,28,19,94,6,14,37,11,9,15,3,1
2020-10-02,2882,5952,13636,1272,7140,9754,2701,296,227,9669,43,1159,161,473,4874,4573,689,963,129,74,83,757,676,59,94,336,163,3,386,,267,921,177,192,178,25,103,81,96,67,246,32,13,18,43,20,147,55,33,99,111,18,25,26,28,19,94,6,14,37,11,9,15,3,1
2020-10-03,2897,6014,13755,1274,7171,9775,2731,296,226,9725,47,1176,161,479,4909,4612,696,965,130,74,83,760,684,59,94,336,167,3,386,,268,922,178,192,178,25,106,81,98,67,250,32,16,18,43,20,146,55,33,99,111,18,25,26,28,19,94,6,14,37,11,9,15,3,1
2020-10-04,2916,6059,13834,1274,7212,9827,2747,296,226,9824,47,1197,161,487,4949,4612,708,965,132,74,85,761,690,59,94,337,168,3,387,,268,924,178,191,182,25,107,81,99,68,250,32,20,18,43,20,147,55,33,99,111,18,25,26,28,19,95,6,14,37,11,9,15,3,1
2020-10-05,2947,6095,13956,1275,7265,9935,2775,296,227,9943,47,1213,163,489,4962,4658,712,972,139,74,96,763,695,59,95,337,168,3,388,,268,943,178,191,185,25,107,81,99,68,252,33,20,18,44,20,147,54,33,99,112,18,25,25,28,19,95,6,14,36,11,9,15,3,1
2020-10-06,2971,6158,14036,1281,7331,9985,2815,297,229,10001,47,1217,164,492,4987,4675,716,982,143,74,100,765,701,59,95,340,170,3,388,,269,958,179,191,189,25,107,81,99,69,254,33,21,18,45,20,150,54,33,99,112,18,25,26,29,19,95,6,14,36,11,9,15,3,1
2020-10-07,3000,6222,14212,1287,7439,10057,2900,297,230,10143,50,1259,164,500,5024,4717,724,985,147,74,106,766,708,59,95,344,172,3,390,,276,961,180,192,189,25,107,81,99,69,256,33,22,18,45,20,151,57,33,101,112,18,25,26,30,19,95,6,14,37,11,9,15,3,1
2020-10-08,3028,6316,14383,1291,7493,10132,2935,298,234,10286,51,1284,167,505,5055,4748,744,990,146,74,108,770,716,59,96,350,172,3,391,,282,962,180,192,190,26,107,81,99,69,258,33,25,18,45,20,157,56,33,103,112,18,27,26,30,19,96,6,14,38,11,9,15,3,1
2020-10-09,3063,6387,14469,1304,7620,10250,2992,299,236,10462,54,1317,171,512,5083,4784,766,993,150,74,111,775,721,61,98,350,172,3,393,,287,979,181,192,191,26,109,81,102,71,259,33,24,19,45,20,158,57,33,104,113,18,28,26,29,19,97,6,14,38,11,9,15,3,1
2020-10-10,3110,6492,14666,1310,7690,10365,3079,297,237,10603,58,1332,171,516,5117,4823,781,1006,151,74,114,777,731,64,98,356,173,3,397,,291,992,183,193,198,26,110,98,102,72,261,34,24,19,46,20,159,58,33,104,115,18,28,25,30,20,98,6,14,40,11,9,15,3,1
2020-10-11,3125,6573,14821,1309,7743,10441,3111,297,239,10722,58,1370,172,517,5151,4835,798,1013,152,76,117,782,739,64,97,356,173,3,400,,295,1008,184,193,204,26,110,98,103,73,265,34,24,19,46,20,163,58,33,105,116,18,28,25,32,20,99,6,14,40,11,9,15,3,1
2020-10-12,3178,6637,14970,1319,7838,10585,3159,297,242,10797,59,1369,171,523,5167,4845,804,1016,153,77,116,782,743,64,97,357,174,3,400,,301,1012,184,194,240,26,110,98,106,73,265,33,24,19,46,20,170,58,33,105,116,19,28,25,32,20,98,6,14,42,11,9,16,3,1
2020-10-13,3208,6754,15103,1325,7897,10706,3217,297,248,10962,59,1406,171,525,5197,4884,823,1022,157,77,116,789,749,64,97,358,175,3,404,,301,1025,184,194,273,27,113,98,109,74,265,33,24,19,48,20,172,58,34,110,116,19,28,25,32,20,98,6,14,42,11,9,16,3,1
2020-10-14,3241,6806,15251,1331,8001,10786,3259,297,250,11127,61,1439,172,529,5227,4910,837,1028,158,77,118,788,756,65,97,358,177,3,405,,302,1035,184,194,275,27,113,98,110,74,267,33,24,23,48,20,172,58,35,112,116,19,30,25,32,21,99,6,14,44,12,9,16,3,1
2020-10-15,3297,6887,15466,1335,8182,10916,3327,296,253,11340,61,1492,175,537,5264,4954,847,1047,173,78,123,800,763,65,99,358,177,3,412,,305,1038,186,194,310,27,114,98,112,77,271,34,24,23,49,21,173,58,35,114,117,19,31,25,32,21,102,6,14,44,12,9,16,3,2
2020-10-16,3335,6991,15645,1338,8352,11017,3390,296,255,11507,61,1514,180,540,5307,4998,956,1053,176,80,127,804,767,69,99,359,179,3,412,,318,1051,187,195,453,28,114,98,112,78,272,34,24,23,49,21,173,58,36,116,118,19,33,25,32,21,104,6,14,48,12,9,16,3,2
2020-10-17,3368,7076,15821,1340,8435,11148,3462,296,255,11698,61,1544,185,549,5367,5043,992,1058,179,80,133,809,778,79,100,369,180,3,417,,320,1062,192,195,462,28,115,103,114,78,282,34,24,23,51,21,176,59,36,117,119,19,37,25,32,21,115,6,14,50,12,9,22,3,3
2020-10-18,3421,7168,16005,1342,8537,11268,3500,297,258,11886,63,1582,187,563,5392,5078,1015,1063,179,80,134,814,789,80,100,370,180,3,420,,320,1081,192,195,467,29,115,103,114,78,284,34,24,23,51,21,182,61,37,117,119,19,44,25,32,21,117,6,14,52,12,9,25,3,3
2020-10-19,3449,7252,16117,1344,8705,11344,3547,299,256,12020,63,1613,187,567,5442,5108,1038,1074,188,81,139,817,798,81,100,372,183,3,422,,325,1089,195,195,513,28,119,103,115,78,285,35,24,24,53,21,184,61,37,118,119,19,50,25,33,24,120,6,14,53,12,9,26,3,3
2020-10-20,3485,7404,16252,1353,8907,11484,3600,301,259,12200,63,1631,193,593,5507,5151,1081,1080,189,81,140,822,824,82,100,373,184,3,422,,330,1104,196,195,536,29,119,107,115,78,288,35,24,25,55,21,182,61,39,121,123,19,57,26,33,25,122,7,14,56,12,9,33,3,3
2020-10-21,3510,7492,16455,1366,9130,11621,3640,304,261,12414,63,1697,196,605,5563,5189,1091,1087,201,83,141,827,846,85,100,374,190,3,428,,331,1118,200,196,549,29,119,109,115,82,292,35,24,25,56,21,185,61,40,122,124,19,65,26,34,26,137,7,14,61,12,9,34,3,3
2020-10-22,3554,7599,16666,1379,9342,11743,3718,305,271,12677,64,1725,197,621,5639,5229,1117,1107,204,83,142,829,862,88,100,375,191,3,431,,331,1129,201,198,602,29,122,114,115,83,292,35,24,27,56,21,187,61,42,122,128,19,65,27,34,27,138,7,14,62,13,9,38,3,3
2020-10-23,3607,7721,16896,1399,9563,11842,3801,305,271,12818,65,1762,200,636,5708,5310,1209,1118,204,85,142,835,879,91,100,381,193,3,441,,341,1149,205,200,611,29,123,122,116,85,294,36,24,29,58,21,189,63,44,124,130,19,66,27,36,29,158,7,15,65,14,9,38,3,3
2020-10-24,3719,7903,17271,1411,9726,12068,3883,305,276,13065,68,1790,202,653,5810,5403,1281,1135,210,89,142,846,887,93,101,386,200,3,455,,347,1177,214,199,628,33,125,131,118,93,298,36,24,30,61,21,192,65,48,127,133,20,69,27,36,29,166,11,15,66,14,9,40,3,3
2020-10-25,3810,8071,17652,1414,9885,12270,3930,305,277,13356,68,1904,202,667,5895,5441,1314,1140,210,91,144,850,902,92,101,391,204,3,459,,350,1194,217,200,663,33,132,130,120,94,303,36,24,30,62,21,196,65,48,132,133,20,69,27,37,29,166,11,15,66,15,9,40,3,4
2020-10-26,3940,8333,17882,1426,10031,12534,4013,306,278,13724,70,1982,204,679,6004,5509,1357,1153,213,91,149,854,930,92,102,393,215,3,463,,354,1213,220,201,669,33,138,130,121,96,307,36,24,30,62,21,200,66,48,133,135,20,70,28,38,28,172,11,15,66,15,9,40,3,4
2020-10-27,4021,8464,18140,1428,10154,12732,4071,306,287,13945,71,2047,211,696,6065,5544,1419,1163,214,91,153,856,947,95,102,394,219,3,470,,364,1223,223,203,673,33,139,131,122,96,307,36,25,31,64,21,211,67,50,133,135,21,70,28,36,28,175,7,15,66,14,9,40,3,4
2020-10-28,4080,8608,18400,1447,10325,12856,4105,307,291,14173,75,2096,215,719,6122,5651,1470,1187,218,92,153,864,985,96,104,402,224,3,470,,364,1233,227,205,679,33,148,132,122,102,316,36,25,31,68,21,212,67,55,133,137,21,74,29,38,28,182,7,15,66,14,9,40,3,4
2020-10-29,4168,8783,18745,1465,10557,13165,4183,310,288,14523,74,2141,219,731,6255,5680,1504,1202,219,95,153,879,997,101,104,417,226,3,477,,375,1258,232,211,695,33,158,135,124,102,327,36,25,32,70,21,215,68,56,135,142,22,79,29,39,29,189,7,15,69,16,9,41,3,4
2020-10-30,4225,9007,19197,1492,10821,13313,4274,313,293,14830,86,2227,221,751,6394,5797,1550,1219,223,96,154,892,1041,106,104,422,232,3,484,,386,1271,240,214,754,34,168,137,127,104,339,38,25,33,72,21,219,68,58,135,142,22,82,30,40,30,197,7,15,74,18,9,43,3,5
2020-10-31,4394,9303,19538,1510,11122,13718,4440,319,298,15216,89,2331,230,753,6583,5937,1639,1230,227,96,158,902,1071,108,109,431,242,4,492,,392,1306,255,215,809,35,176,139,131,106,356,38,25,36,77,21,224,68,60,143,146,24,85,31,40,30,198,10,15,81,18,9,46,3,6
2020-11-01,4545,9533,20128,1521,11360,14094,4555,322,298,15574,93,2436,230,779,6766,6083,1757,1239,227,99,159,913,1091,109,110,433,246,4,493,,395,1321,263,217,839,38,182,139,132,106,360,42,25,37,77,21,229,68,61,143,147,24,85,31,40,30,202,10,15,82,18,9,46,3,6
2020-11-02,4669,9779,20375,1525,11740,14344,4627,322,298,15877,93,2509,230,800,6902,6130,1802,1249,227,112,161,929,1120,107,111,435,254,4,496,,396,1369,274,220,882,38,185,139,132,110,361,42,25,37,78,21,234,68,67,151,148,24,86,31,44,33,206,11,15,84,19,9,46,3,6
2020-11-03,4687,10018,20742,1561,12335,14502,4716,323,302,16234,94,2635,239,827,7017,6225,1903,1261,229,165,162,937,1137,113,112,435,261,4,497,,401,1387,278,230,913,39,189,139,133,110,361,42,25,38,77,21,235,69,70,151,149,27,88,31,44,33,212,11,15,86,19,9,50,3,6
2020-11-04,4891,10298,21194,1573,12835,14899,4804,329,306,16635,94,2721,243,858,7167,6298,1965,1288,230,196,162,957,1156,114,112,439,268,4,502,,405,1407,287,236,937,43,198,139,133,111,368,42,25,38,85,21,239,69,71,152,151,32,92,31,45,34,223,11,15,88,21,9,51,3,6
2020-11-05,5061,10607,21885,1605,13245,15354,4975,332,313,17107,96,2826,248,874,7458,6590,2036,1307,239,199,165,973,1185,114,114,445,274,4,510,,416,1416,294,240,976,47,199,184,137,124,374,43,26,39,83,21,260,69,83,155,155,32,95,31,49,36,232,11,16,94,21,9,53,3,6
2020-11-06,5219,10944,22225,1626,13708,15717,5142,332,319,17503,98,2964,261,904,7684,6705,2115,1347,243,201,167,1011,1209,118,114,454,282,4,524,,431,1466,302,248,1038,49,211,184,142,127,381,47,26,39,85,21,267,71,84,160,159,32,96,33,52,41,240,12,16,99,23,9,57,3,6
2020-11-07,5394,11268,22908,1659,13954,16062,5294,344,323,17894,100,3081,278,937,7790,6801,2238,1383,246,202,172,1033,1242,122,116,461,292,4,533,,454,1503,311,261,1084,49,218,191,143,126,389,47,27,39,96,21,287,73,92,162,165,32,96,36,52,44,251,12,16,102,24,9,59,3,6
2020-11-08,5541,11562,23569,1675,14537,16380,5425,347,324,18226,108,3160,286,962,7961,6888,2405,1390,248,203,174,1057,1269,125,118,466,304,4,541,,472,1529,317,267,1107,50,225,191,144,127,393,48,30,39,100,21,295,73,93,163,168,32,96,38,52,45,265,12,16,103,24,9,60,3,8
2020-11-09,5820,11918,24041,1699,15098,16972,5571,369,327,18693,110,3283,298,979,8195,7096,2495,1403,252,208,178,1073,1283,132,125,469,314,4,558,,499,1539,327,277,1155,51,227,191,147,129,397,49,35,39,102,21,306,76,95,168,171,36,97,39,54,46,272,12,16,103,25,10,61,3,9
2020-11-10,5929,12300,24541,1718,15601,17221,5762,373,334,19178,111,3436,309,1024,8370,7316,2671,1415,253,220,182,1094,1321,134,126,472,325,4,567,,505,1572,333,284,1192,58,229,191,147,128,401,49,39,40,105,22,307,76,95,172,181,41,101,41,58,47,283,13,16,105,25,10,61,3,9
2020-11-11,6080,12664,25275,1748,15987,17664,5976,374,346,19705,114,3693,325,1031,8752,7606,2798,1434,255,245,186,1120,1348,135,127,473,335,5,578,,522,1601,339,290,1248,66,235,213,149,136,413,51,41,41,112,22,313,78,98,173,185,44,101,41,62,49,302,13,16,107,28,11,62,3,9
2020-11-12,6291,13145,26097,1789,17011,18205,6195,394,349,20346,120,3982,335,1058,9066,7857,3045,1465,255,351,194,1129,1389,144,128,475,347,5,589,,555,1626,357,297,1378,72,249,220,150,139,425,53,43,42,111,22,320,80,101,175,187,45,103,49,69,52,321,13,19,109,29,11,68,3,13
2020-11-13,6783,13667,26751,1812,17603,19170,6376,401,354,21261,134,4267,358,1094,9440,8124,3341,1499,262,527,200,1182,1450,154,144,484,361,5,604,,574,1679,377,316,1460,76,265,227,162,146,440,56,77,42,115,21,363,90,125,181,189,47,107,58,79,61,335,13,26,117,30,11,72,3,13
2020-11-14,7066,14159,27316,1853,18078,19676,6707,404,370,21811,139,4585,379,1116,9511,8445,3468,1548,263,614,206,1210,1487,160,155,487,371,5,616,,604,1706,391,340,1513,84,288,234,167,150,449,59,84,42,124,21,383,94,125,184,193,50,114,61,91,63,341,15,27,122,33,12,73,3,14
2020-11-15,7256,14580,27986,1882,18399,20076,6925,405,374,22213,141,4860,390,1129,9844,8553,3611,1582,263,669,214,1243,1510,164,163,501,392,4,630,,634,1725,401,354,1535,86,301,237,174,153,460,59,85,42,128,21,397,99,127,196,193,50,116,61,100,63,345,15,27,128,33,12,74,3,15
2020-11-16,7465,14876,28654,1894,19013,20549,7115,422,379,22905,144,5061,399,1150,10279,8702,3750,1632,264,688,220,1258,1553,169,165,506,406,5,647,,644,1747,413,361,1554,89,307,237,177,156,460,60,88,43,137,21,430,101,131,199,193,50,116,63,100,63,365,17,27,130,34,13,75,3,16
2020-11-17,7670,15287,29229,1930,19751,20970,7415,426,395,23339,145,5275,418,1174,10486,8910,3859,1666,267,697,229,1301,1581,175,166,508,419,6,670,,660,1771,419,375,1619,94,326,236,179,165,465,61,88,45,151,21,437,106,131,202,194,50,123,67,104,63,381,16,29,130,37,14,77,4,16
2020-11-18,7950,15717,30082,1968,20314,21540,7662,427,399,23832,146,5516,443,1189,10818,9146,4020,1695,274,711,241,1325,1615,181,168,510,431,6,682,,682,1862,435,393,1707,96,334,240,180,170,472,61,91,47,171,21,448,107,131,209,193,53,128,72,104,65,401,18,33,132,40,14,85,4,17
2020-11-19,8321,16299,30631,1987,21110,22200,7937,428,413,24504,157,5736,472,1230,11218,9362,4354,1744,283,796,251,1357,1656,186,173,518,447,6,714,,710,1903,483,417,1875,98,363,242,185,173,488,63,102,52,192,21,483,120,145,221,195,54,143,80,104,73,410,19,41,139,46,14,91,7,18
2020-11-20,8555,16811,31540,2012,21895,22728,8174,429,420,25092,159,6110,500,1242,11619,9660,4515,1776,284,928,259,1377,1704,192,174,539,475,6,734,,753,1940,503,425,1975,103,376,247,188,182,500,68,108,51,202,24,530,129,158,224,195,55,152,84,105,75,436,19,46,145,57,14,95,8,19
2020-11-21,8849,17333,32087,2028,22424,23394,8451,438,421,25696,165,6450,516,1287,11761,9814,4708,1851,290,991,266,1418,1773,199,180,566,503,6,770,,791,1984,513,440,2084,116,402,250,200,185,510,68,116,51,210,24,561,139,158,230,198,55,155,96,107,76,450,19,49,145,64,14,96,9,20
2020-11-22,9080,17684,32836,2051,22781,23795,8651,439,425,26129,167,6738,519,1330,12018,9973,4821,1886,296,1007,273,1445,1806,202,178,576,515,8,806,,843,2005,518,466,2143,117,423,250,204,186,516,68,116,52,211,24,571,140,158,237,199,56,161,101,109,75,483,19,49,150,70,14,96,11,20
2020-11-23,9382,18001,33404,2066,23402,24306,8786,446,432,26474,169,7028,526,1344,12397,10130,4962,1916,298,1009,281,1473,1826,202,184,587,526,7,848,,847,2021,548,499,2253,119,429,251,204,187,518,68,117,52,226,24,584,152,164,239,199,57,164,104,111,76,514,19,49,151,76,14,98,11,21
2020-11-24,9593,18369,33971,2155,23923,24758,9029,447,442,26942,172,7195,560,1366,12611,10282,5051,1974,305,1011,333,1499,1848,205,186,590,534,7,868,,1039,2042,559,511,2296,121,458,251,205,199,526,69,117,72,243,32,609,167,164,248,201,59,186,109,113,75,534,20,51,154,79,18,97,11,21
2020-11-25,9791,18779,34816,2214,24567,25067,9275,448,447,27259,178,7429,595,1392,12982,10450,5145,2014,305,1015,352,1539,1872,208,188,595,540,8,895,,1125,2087,566,523,2358,126,476,262,208,201,542,83,122,88,249,34,620,180,164,255,203,59,191,124,115,78,546,20,55,154,81,18,102,14,22
2020-11-26,10140,19348,35075,2237,25313,25652,9545,451,458,27856,182,7602,615,1426,13111,10585,5435,2071,314,1087,373,1570,1921,214,190,604,557,9,977,,1209,2146,575,553,2528,137,506,293,216,204,575,83,132,101,264,35,638,210,178,265,209,67,205,137,117,80,561,20,56,160,117,18,106,14,22
2020-11-27,10391,19704,35787,2272,25946,26177,9726,461,467,28413,184,7860,640,1451,13579,10728,5501,2098,316,1149,376,1596,1954,228,192,611,570,9,999,,1253,2202,599,571,2593,149,551,298,224,206,588,84,136,102,273,35,669,224,180,267,212,67,206,140,117,80,580,20,57,165,147,21,107,14,22
2020-11-28,10585,20106,36232,2338,26506,26566,9946,466,477,28839,185,8077,644,1469,13620,10887,5704,2158,323,1222,388,1618,1982,229,196,627,583,9,1029,,1302,2212,622,592,2700,150,594,300,226,216,594,84,138,102,279,35,692,225,184,272,212,67,230,144,117,84,593,20,58,166,175,21,108,19,23
2020-11-29,10772,20358,36618,2364,27010,26937,10115,471,494,29252,189,8269,657,1488,13813,10974,5787,2191,325,1237,393,1639,2002,234,211,656,596,9,1094,,1338,2225,642,627,2785,158,631,301,232,222,610,84,141,105,289,36,709,236,186,273,216,67,233,145,117,87,605,20,60,171,180,21,108,19,23
2020-11-30,10974,20710,37033,2390,27679,27414,10253,473,501,29730,190,8594,662,1517,14241,11266,5923,2246,332,1239,398,1667,2046,238,211,658,608,8,1115,,1378,2241,646,647,2827,168,663,301,239,235,612,84,144,106,305,36,720,242,187,276,217,72,251,145,117,87,627,20,62,173,185,21,109,19,24
2020-12-01,11247,21156,37421,2403,28238,27932,10427,476,513,30381,193,8856,685,1553,14408,11433,6036,2280,338,1241,415,1681,2087,238,213,663,624,8,1146,,1388,2247,653,673,2859,179,709,303,243,251,629,84,153,107,319,36,733,243,189,281,222,76,266,148,118,87,657,19,63,173,197,22,112,22,26
2020-12-02,11401,21476,37938,2438,29248,28212,10627,477,530,30646,198,9048,708,1582,14747,11642,6172,2321,345,1242,421,1691,2109,240,216,668,633,9,1159,,1412,2355,654,690,2998,182,769,312,244,257,631,84,388,108,324,36,741,259,190,291,224,78,274,149,118,87,672,19,69,181,203,22,112,21,26
