,Douglas,Jefferson,Denver,Eagle,El Paso,Arapahoe,Larimer,Gunnison,Pitkin,Adams,Clear Creek,Pueblo,Routt,Summit,Weld,Boulder,Mesa,Garfield,Yuma,Crowley,Grand,Morgan,Broomfield,Park,San Miguel,Chaffee,Elbert,Hinsdale,Montrose,Unknown,La Plata,Logan,Teller,Delta,Fremont,Huerfano,Otero,Kit Carson,Rio Grande,Washington,Alamosa,Costilla,Lincoln,Baca,Moffat,Mineral,Montezuma,Archuleta,Phillips,Lake,Saguache,Custer,Las Animas,Rio Blanco,Ouray,Gilpin,Prowers,San Juan,Cheyenne,Conejos,Bent,Jackson,Sedgwick,Dolores,Kiowa
2021-05-13,29411,46794,72024,6282,67155,60926,26342,1336,2586,59341,447,18660,2210,3705,31673,23394,14899,5833,910,2195,1471,2665,4803,762,878,1664,1742,18,3477,,3948,3970,1738,2722,6267,413,2015,618,809,456,1565,216,1027,305,781,89,1925,954,381,787,391,198,1131,570,284,241,1237,47,128,592,1533,58,230,93,95
2021-05-14,29473,46989,72212,6291,67407,61091,26392,1338,2587,59494,447,18691,2215,3706,31766,23481,14987,5838,911,2196,1471,2666,4809,765,877,1666,1750,19,3483,,3954,3974,1744,2729,6273,416,2016,619,814,456,1570,221,1027,306,782,89,1928,959,382,789,392,198,1133,571,285,244,1241,47,128,602,1535,58,233,94,95
2021-05-15,29563,47073,72279,6295,67582,61273,26461,1343,2587,59661,447,18724,2216,3708,31799,23495,15036,5839,911,2198,1472,2671,4817,767,877,1667,1754,18,3488,,3958,3980,1748,2733,6280,417,2019,619,818,458,1576,226,1028,310,783,90,1931,962,383,790,392,198,1132,572,284,245,1243,47,129,611,1535,59,233,94,95
2021-05-16,29594,47148,72338,6297,67698,61380,26483,1344,2587,59765,449,18747,2218,3705,31829,23504,15064,5841,911,2198,1472,2673,4823,768,876,1672,1755,19,3491,,3959,3981,1750,2739,6289,417,2023,619,818,458,1590,226,1028,310,783,91,1933,962,383,790,392,198,1133,575,284,245,1243,47,129,622,1536,59,233,96,95
2021-05-17,29613,47193,72378,6297,67882,61433,26539,1345,2588,59817,449,18770,2218,3711,31919,23520,15099,5847,911,2198,1473,2676,4827,769,877,1672,1760,18,3494,,3961,3983,1760,2739,6290,417,2024,619,822,458,1594,230,1028,310,786,91,1943,962,383,792,392,198,1133,575,284,245,1244,47,129,624,1536,59,233,96,95
2021-05-18,29654,47258,72418,6298,68078,61490,26572,1346,2589,59881,449,18786,2222,3712,31969,23545,15133,5849,913,2199,1474,2680,4834,770,877,1679,1764,19,3496,,3961,3987,1767,2742,6294,417,2027,621,826,459,1597,231,1028,311,788,91,1945,967,384,793,393,198,1134,576,284,246,1247,46,128,626,1536,59,233,96,95
2021-05-19,29654,47352,72484,6302,68304,61490,26628,1346,2589,59881,451,18818,2225,3716,32048,23568,15194,5852,918,2200,1474,2683,4841,775,877,1682,1770,19,3505,,3976,3990,1774,2744,6314,417,2030,625,826,461,1613,234,1030,314,792,93,1948,969,385,793,396,198,1135,578,284,249,1248,46,128,631,1537,61,233,99,95
2021-05-20,29654,47427,72566,6307,68497,61490,26680,1347,2589,59881,452,18855,2228,3715,32090,23582,15253,5858,918,2200,1475,2685,4845,780,879,1687,1776,18,3513,,3978,3992,1782,2748,6320,418,2031,625,830,462,1619,235,1031,314,793,93,1955,971,385,793,396,199,1135,578,284,251,1254,46,128,636,1537,62,233,107,95
2021-05-21,29781,47504,72622,6311,68653,61953,26705,1348,2591,60248,455,18870,2233,3714,32150,23599,15291,5866,921,2201,1478,2690,4849,784,879,1696,1779,19,3529,,3992,3992,1785,2751,6336,421,2037,627,834,462,1629,237,1031,314,793,93,1961,972,385,793,396,199,1136,579,284,254,1256,47,128,642,1539,62,233,109,95
2021-05-22,29828,47571,72655,6315,68836,62038,26740,1349,2591,60341,456,18884,2237,3717,32174,23608,15346,5888,924,2201,1479,2692,4853,788,882,1700,1780,19,3540,,3996,3996,1787,2753,6344,422,2040,627,835,462,1637,237,1031,314,800,93,1962,973,387,796,396,201,1140,580,284,256,1259,47,128,645,1539,62,233,109,95
2021-05-23,29858,47614,72688,6314,68937,62112,26757,1349,2591,60422,456,18894,2238,3720,32215,23615,15361,5891,924,2201,1479,2694,4854,789,883,1702,1782,18,3541,,3998,3996,1792,2757,6352,424,2041,627,835,463,1641,237,1031,314,801,93,1965,974,387,796,396,201,1140,580,284,256,1259,47,128,652,1540,63,233,109,95
2021-05-24,29875,47649,72734,6313,69031,62167,26775,1349,2593,60471,457,18908,2238,3724,32277,23618,15395,5898,924,2202,1479,2698,4854,789,883,1704,1782,19,3545,,4001,3997,1797,2757,6357,424,2041,627,838,463,1644,237,1031,314,807,93,1968,974,387,798,397,201,1140,580,284,256,1259,47,128,654,1540,63,233,109,95
2021-05-25,29964,47717,72799,6311,69507,62282,26812,1350,2594,60566,459,18963,2243,3725,32345,23681,15492,5902,928,2203,1480,2701,4861,791,885,1708,1790,18,3556,,4006,3998,1804,2765,6389,424,2045,627,838,463,1650,237,1031,314,808,93,1968,979,388,800,399,202,1142,581,285,261,1259,47,130,654,1540,63,234,109,95
2021-05-26,30006,47745,72873,6313,69736,62365,26844,1350,2594,60617,460,19001,2247,3728,32367,23702,15535,5905,934,2203,1480,2702,4867,795,885,1713,1796,18,3567,,4010,4002,1811,2767,6408,425,2045,627,840,463,1663,241,1031,314,810,93,1974,982,389,803,399,203,1142,581,286,263,1260,49,130,659,1540,63,234,110,95
2021-05-27,30044,47802,72915,6315,69951,62458,26878,1350,2595,60696,461,19030,2248,3730,32412,23713,15602,5918,934,2203,1481,2701,4870,796,886,1719,1802,18,3571,,4014,4005,1817,2769,6419,425,2048,627,841,463,1672,243,1031,314,816,93,1981,981,391,806,399,205,1144,585,286,263,1262,49,130,664,1541,63,234,111,95
2021-05-28,30079,47862,72985,6317,70122,62568,26909,1349,2595,60773,462,19055,2250,3730,32464,23744,15683,5930,937,2203,1483,2703,4872,801,887,1721,1803,19,3582,,4020,4007,1819,2770,6425,425,2053,628,842,463,1677,243,1031,315,819,93,1990,984,392,808,399,205,1146,585,289,265,1262,49,130,666,1542,63,234,111,95
2021-05-29,30117,47914,73055,6321,70244,62624,26942,1349,2598,60813,462,19079,2250,3735,32522,23744,15739,5942,938,2206,1483,2706,4874,803,887,1723,1805,18,3588,,4026,4011,1821,2771,6437,425,2053,628,843,463,1681,246,1031,315,827,93,1991,985,392,808,399,205,1148,585,288,266,1262,49,130,668,1542,63,234,111,95
2021-05-30,30153,47943,73101,6322,70339,62691,26965,1351,2598,60856,464,19088,2252,3735,32551,23744,15791,5948,939,2206,1485,2708,4874,803,888,1726,1807,19,3593,,4033,4013,1821,2774,6442,425,2053,628,844,463,1683,246,1031,315,831,93,1997,986,392,809,399,206,1148,585,288,269,1264,49,130,672,1542,63,234,111,95
2021-05-31,30170,47963,73118,6323,70400,62720,26978,1352,2600,60887,464,19094,2253,3735,32578,23744,15825,5953,939,2206,1485,2710,4875,805,888,1726,1810,18,3594,,4033,4015,1828,2774,6443,425,2053,628,844,463,1685,246,1031,315,836,93,1996,986,392,809,399,206,1148,585,288,269,1265,49,130,675,1542,63,235,111,95
2021-06-01,30182,47981,73145,6323,70525,62757,26997,1351,2600,60915,464,19101,2253,3735,32604,23789,15848,5960,944,2206,1485,2710,4883,810,889,1729,1811,18,3595,,4036,4015,1830,2775,6448,428,2054,628,844,463,1686,246,1031,315,842,93,1998,986,393,812,400,206,1148,585,288,270,1265,49,130,676,1542,63,235,111,95
2021-06-02,30198,48028,73201,6322,70650,62780,27034,1351,2600,60934,465,19118,2252,3737,32645,23800,15891,5964,946,2206,1485,2710,4889,814,896,1732,1816,20,3596,,4035,4018,1831,2783,6452,428,2057,629,862,466,1691,246,1031,317,846,93,1998,990,393,811,402,207,1148,586,288,270,1265,49,130,678,1542,64,235,112,95
2021-06-03,30245,48071,73257,6321,70859,62869,27065,1353,2602,60982,465,19156,2255,3736,32710,23812,15961,5975,951,2208,1487,2711,4895,815,898,1734,1820,20,3601,,4044,4018,1839,2785,6457,430,2061,632,864,467,1695,247,1031,317,863,93,2002,991,394,816,402,209,1150,586,288,271,1266,50,130,679,1544,64,235,112,95
2021-06-04,30314,48125,73310,6324,70987,62934,27100,1353,2602,61040,466,19174,2255,3738,32758,23820,16050,5983,952,2209,1487,2714,4906,821,900,1734,1825,18,3607,,4044,4021,1847,2791,6462,430,2063,633,872,468,1699,247,1031,317,873,93,2009,1000,395,815,402,209,1153,586,288,271,1266,50,130,681,1544,64,235,112,95
2021-06-05,30368,48190,73389,6324,71132,62993,27131,1354,2602,61120,467,19190,2256,3738,32801,23820,16110,5991,955,2209,1487,2715,4913,821,901,1738,1826,19,3623,,4047,4022,1851,2795,6468,430,2064,633,874,468,1701,247,1031,318,880,93,2015,1001,395,815,406,210,1154,586,289,272,1266,50,130,685,1544,64,236,112,95
2021-06-06,30415,48209,73437,6324,71206,63047,27143,1358,2601,61170,467,19202,2257,3737,32824,23820,16156,6001,955,2209,1489,2716,4915,822,901,1738,1826,19,3627,,4050,4024,1856,2801,6472,430,2064,633,875,468,1702,247,1031,318,884,93,2016,1001,395,816,409,212,1154,586,289,272,1266,48,130,688,1544,64,236,113,95
2021-06-07,30424,48216,73456,6324,71302,63080,27155,1358,2601,61184,469,19211,2258,3737,32855,23843,16195,6004,955,2209,1490,2716,4918,823,901,1738,1828,19,3632,,4050,4025,1856,2801,6476,430,2065,633,875,468,1703,247,1031,318,888,93,2017,1001,395,816,411,212,1155,587,289,272,1266,48,130,688,1544,65,236,113,95
2021-06-08,30456,48259,73509,6325,71422,63121,27182,1361,2602,61221,469,19218,2261,3740,32897,23848,16246,6009,956,2209,1494,2717,4923,825,902,1738,1830,19,3643,,4053,4024,1864,2807,6477,430,2064,634,875,469,1704,247,1031,318,889,93,2019,1001,395,819,411,212,1155,589,289,274,1266,48,130,689,1544,65,236,113,95
2021-06-09,30528,48303,73564,6330,71565,63187,27225,1366,2602,61276,469,19241,2262,3739,32947,23864,16301,6015,957,2209,1495,2718,4923,825,906,1743,1834,19,3649,,4058,4026,1869,2816,6488,430,2066,635,877,469,1702,249,1031,318,892,93,2026,1001,395,824,416,214,1158,589,289,274,1267,49,130,693,1544,65,236,115,95
2021-06-10,30587,48351,73619,6334,71698,63246,27253,1368,2603,61313,469,19264,2262,3740,33004,23874,16355,6025,958,2210,1497,2718,4927,825,909,1744,1837,19,3652,,4060,4027,1872,2824,6493,430,2068,635,877,470,1706,249,1031,318,902,93,2032,1003,396,825,419,214,1158,589,289,275,1270,49,130,697,1544,65,236,116,95
2021-06-11,30612,48410,73764,6334,71873,63304,27295,1369,2604,61352,470,19341,2263,3742,33037,23880,16397,6042,960,2210,1498,2718,4937,825,909,1747,1842,19,3658,,4072,4031,1877,2827,6497,430,2070,635,878,471,1709,249,1033,318,909,93,2032,1006,398,824,419,219,1159,589,289,276,1271,48,130,700,1544,65,236,119,95
2021-06-12,30654,48452,73831,6340,71977,63395,27326,1370,2604,61460,471,19369,2264,3742,33043,23880,16443,6045,963,2210,1500,2719,4945,826,910,1747,1848,19,3659,,4076,4033,1882,2832,6501,431,2070,636,880,471,1711,249,1033,318,912,93,2034,1007,398,824,421,219,1159,589,289,277,1271,48,130,700,1545,65,236,121,95
2021-06-13,30696,48497,73876,6341,72095,63437,27338,1371,2604,61498,471,19406,2266,3742,33063,23880,16486,6053,963,2210,1500,2719,4948,826,910,1747,1856,19,3661,,4074,4034,1883,2844,6505,431,2071,637,887,471,1712,249,1033,319,913,93,2035,1008,398,824,424,219,1159,589,289,277,1271,48,130,703,1545,65,236,123,95
2021-06-14,30696,48510,73893,6341,72148,63437,27356,1370,2604,61498,471,19409,2267,3742,33104,23893,16516,6055,963,2210,1500,2720,4950,826,911,1747,1857,19,3665,,4074,4035,1886,2844,6505,431,2071,637,888,471,1711,249,1033,319,916,93,2035,1008,398,824,426,220,1159,589,289,278,1271,48,130,703,1545,65,236,123,95
2021-06-15,30696,48520,73927,6340,72254,63437,27390,1372,2606,61498,472,19387,2269,3744,33133,23975,16527,6056,964,2210,1500,2722,4951,826,917,1748,1859,19,3668,,4075,4035,1890,2849,6505,431,2072,637,883,472,1711,249,1033,320,918,93,2038,1008,398,825,426,220,1161,590,290,279,1271,48,130,707,1544,65,236,123,95
2021-06-16,30743,48546,73966,6339,72368,63549,27416,1374,2605,61620,473,19396,2270,3745,33159,23973,16564,6066,966,2210,1500,2723,4957,827,919,1749,1859,19,3673,,4080,4036,1893,2857,6510,431,2072,638,885,472,1709,249,1033,320,923,93,2041,1012,398,825,427,220,1162,594,290,279,1271,48,130,709,1544,67,236,125,95
2021-06-17,30781,48589,73991,6342,72486,63594,27434,1375,2605,61668,473,19425,2273,3745,33188,23990,16608,6075,967,2210,1502,2724,4964,828,917,1750,1867,19,3680,,4084,4040,1900,2869,6511,431,2075,639,890,472,1710,250,1033,321,939,93,2043,1012,398,825,427,221,1163,598,290,279,1273,48,130,718,1544,67,236,125,95
2021-06-18,30837,48615,74041,6342,72570,63635,27461,1376,2606,61697,473,19447,2273,3746,33206,23999,16650,6078,967,2210,1502,2727,4967,828,917,1752,1873,19,3682,,4088,4041,1903,2880,6513,432,2075,643,891,473,1713,250,1033,321,949,93,2047,1014,398,826,430,221,1163,602,291,279,1273,48,130,718,1544,68,236,125,95
2021-06-19,30871,48650,74068,6342,72635,63672,27485,1376,2606,61736,473,19484,2273,3748,33208,23999,16689,6084,967,2210,1502,2727,4969,828,918,1753,1873,19,3687,,4090,4043,1907,2884,6518,432,2077,643,891,473,1718,251,1033,321,954,93,2050,1014,398,826,432,221,1163,605,291,279,1274,48,130,726,1544,67,236,125,95
2021-06-20,30887,48666,74081,6342,72694,63716,27501,1377,2606,61758,474,19495,2274,3748,33223,23999,16726,6102,967,2210,1502,2730,4971,828,918,1753,1873,19,3689,,4090,4043,1909,2891,6521,433,2078,643,891,473,1716,251,1033,321,958,93,2055,1014,398,827,432,221,1163,606,291,280,1274,48,130,726,1544,67,236,125,95
2021-06-21,30899,48678,74091,6341,72736,63737,27510,1379,2606,61770,474,19500,2274,3749,33245,24011,16762,6109,968,2210,1503,2730,4973,828,919,1756,1873,19,3692,,4091,4043,1910,2893,6522,433,2079,643,891,473,1715,252,1033,321,962,93,2056,1018,398,827,432,221,1163,606,291,280,1274,48,130,727,1544,67,236,125,95
2021-06-22,30915,48698,74115,6344,72812,63773,27537,1381,2606,61808,474,19513,2275,3751,33282,24020,16793,6116,969,2211,1504,2731,4971,828,919,1759,1873,19,3692,,4096,4043,1909,2896,6522,433,2082,643,893,474,1714,252,1033,321,965,93,2066,1020,398,829,433,223,1165,607,291,280,1275,48,130,729,1544,67,236,127,95
2021-06-23,30929,48711,74143,6345,72889,63801,27555,1381,2607,61842,475,19521,2275,3755,33311,24035,16828,6119,969,2211,1504,2732,4975,828,919,1760,1882,18,3700,,4114,4047,1909,2904,6527,433,2083,643,894,474,1716,250,1033,322,969,93,2076,1022,398,829,435,224,1167,608,291,280,1276,47,130,731,1544,67,236,128,95
2021-06-24,31046,48744,74188,6345,72986,63845,27599,1382,2608,61880,476,19537,2277,3755,33333,24042,16907,6130,969,2212,1504,2735,4982,828,920,1762,1883,19,3710,,4119,4050,1914,2915,6530,433,2083,644,895,474,1717,250,1033,322,985,93,2082,1022,398,834,436,224,1167,610,291,281,1277,47,130,734,1546,67,236,127,95
2021-06-25,31062,48779,74219,6345,73042,63893,27618,1385,2609,61929,476,19559,2279,3757,33360,24051,16951,6142,969,2212,1504,2739,4987,829,920,1764,1883,19,3713,,4123,4053,1918,2921,6534,433,2084,644,898,474,1721,250,1033,322,990,93,2082,1024,398,834,441,225,1167,611,291,282,1277,47,130,736,1547,67,236,128,95
2021-06-26,31085,48833,74257,6352,73143,63949,27638,1392,2612,61966,477,19569,2283,3766,33407,24051,17013,6152,969,2212,1504,2741,4989,830,920,1766,1886,19,3719,,4129,4055,1919,2924,6538,433,2085,645,899,473,1722,250,1034,322,996,93,2082,1023,398,834,444,226,1167,613,291,282,1277,47,130,736,1547,67,236,128,95
2021-06-27,31085,48850,74288,6352,73176,63949,27646,1391,2612,61966,477,19571,2285,3768,33418,24051,17045,6154,969,2212,1504,2744,4991,830,921,1766,1886,19,3724,,4134,4055,1920,2929,6540,433,2085,645,899,473,1723,250,1034,322,999,93,2084,1023,398,835,445,227,1167,613,293,283,1277,47,130,736,1547,67,236,128,95
2021-06-28,31118,48867,74297,6352,73229,64008,27659,1391,2612,62009,477,19573,2285,3771,33446,24072,17070,6158,969,2212,1505,2745,4994,830,921,1767,1886,19,3726,,4135,4055,1921,2929,6542,433,2085,645,899,474,1725,250,1034,322,1005,93,2084,1025,398,834,449,227,1167,613,293,283,1277,47,130,736,1547,67,236,128,95
2021-06-29,31118,48892,74315,6354,73296,64008,27676,1392,2614,62007,477,19581,2286,3769,33463,24081,17116,6167,969,2212,1505,2747,4998,831,921,1770,1888,20,3727,,4136,4055,1921,2931,6544,433,2085,646,903,473,1724,250,1035,323,1009,93,2085,1028,398,835,448,227,1167,615,294,284,1277,47,130,737,1547,67,236,129,95
2021-06-30,31147,48913,74367,6359,73368,64075,27706,1396,2616,62062,477,19588,2288,3771,33491,24090,17168,6182,969,2212,1506,2750,5004,831,923,1773,1888,20,3738,,4138,4057,1921,2936,6551,433,2085,646,904,473,1725,251,1035,323,1012,93,2088,1032,400,834,452,227,1169,620,294,284,1277,47,130,737,1547,67,236,130,95
2021-07-01,31176,48950,74392,6360,73451,64137,27728,1397,2622,62099,477,19599,2290,3771,33523,24099,17246,6192,969,2213,1507,2754,5002,832,923,1773,1886,20,3744,,4151,4061,1921,2943,6553,436,2087,647,907,473,1726,251,1035,323,1031,93,2091,1042,400,835,456,227,1171,623,294,285,1278,47,130,738,1545,67,236,130,95
2021-07-02,31197,48976,74447,6364,73508,64165,27764,1400,2621,62148,477,19618,2294,3772,33539,24099,17299,6206,969,2216,1507,2756,5001,833,925,1777,1886,20,3753,,4167,4061,1922,2949,6554,439,2087,647,909,474,1731,251,1035,324,1040,93,2093,1044,400,834,456,228,1173,626,295,285,1279,47,130,740,1545,67,236,129,95
2021-07-03,31222,48997,74473,6366,73594,64197,27797,1401,2622,62168,478,19624,2297,3772,33542,24099,17366,6213,970,2216,1507,2756,5005,833,925,1778,1888,20,3754,,4171,4062,1923,2954,6556,440,2087,647,909,474,1732,251,1036,325,1048,94,2096,1053,400,836,457,228,1177,628,297,285,1279,47,130,740,1545,67,236,130,95
2021-07-04,31237,49008,74495,6368,73635,64250,27820,1401,2622,62209,478,19628,2302,3774,33557,24099,17396,6218,970,2216,1507,2756,5006,833,925,1778,1888,20,3755,,4175,4065,1924,2957,6558,440,2088,647,910,474,1733,251,1036,325,1053,94,2102,1055,400,836,457,228,1178,630,297,285,1279,47,130,740,1545,67,236,130,95
2021-07-05,31246,49017,74504,6368,73673,64274,27831,1401,2622,62222,478,19633,2306,3774,33569,24099,17405,6223,970,2216,1507,2756,5013,833,926,1778,1890,20,3759,,4175,4065,1926,2958,6558,440,2088,647,910,474,1733,251,1036,325,1055,94,2103,1055,400,836,457,229,1179,630,297,285,1279,47,130,740,1545,67,236,130,95
2021-07-06,31257,49023,74519,6369,73725,64283,27845,1401,2623,62235,478,19640,2305,3774,33613,24148,17428,6222,970,2216,1507,2756,5018,833,926,1778,1891,20,3763,,4182,4066,1926,2962,6559,440,2088,647,911,474,1735,251,1036,325,1059,94,2105,1056,400,836,458,229,1180,630,297,285,1279,47,130,741,1545,67,236,130,95
2021-07-07,31281,49055,74555,6372,73813,64311,27872,1401,2624,62282,480,19648,2314,3778,33637,24197,17464,6224,970,2216,1507,2757,5020,834,929,1779,1895,20,3769,,4182,4067,1928,2962,6560,440,2090,648,915,474,1736,251,1036,325,1062,94,2108,1063,400,836,460,229,1190,637,301,285,1280,47,130,742,1545,67,236,130,95
2021-07-08,31293,49081,74583,6374,73908,64351,27907,1405,2625,62296,480,19653,2320,3777,33660,24210,17518,6230,969,2216,1509,2759,5022,836,930,1780,1897,22,3773,,4185,4067,1928,2973,6565,441,2090,648,918,474,1742,252,1037,325,1069,94,2113,1070,400,836,461,230,1196,642,301,285,1280,47,130,744,1545,67,236,130,95
2021-07-09,31319,49174,74712,6387,74046,64391,27947,1405,2627,62355,483,19673,2329,3779,33709,24247,17561,6251,969,2216,1510,2761,5029,838,931,1782,1900,26,3845,,4193,4067,1931,2986,6567,442,2090,649,919,474,1746,252,1037,325,1080,94,2115,1076,400,837,462,230,1203,647,306,285,1280,47,130,746,1545,67,236,130,95
2021-07-10,31403,49209,74761,6398,74110,64484,27966,1405,2628,62473,483,19675,2334,3785,33709,24247,17599,6265,970,2216,1510,2762,5031,840,931,1783,1902,26,3852,,4200,4068,1933,2987,6570,443,2090,650,921,474,1746,252,1037,325,1093,94,2118,1079,400,837,463,232,1206,654,306,285,1281,47,130,746,1545,67,236,130,95
2021-07-11,31428,49226,74789,6398,74171,64528,27982,1408,2630,62508,483,19678,2348,3787,33720,24247,17616,6279,970,2216,1511,2762,5035,842,933,1783,1903,26,3858,,4204,4069,1933,2993,6573,444,2090,650,922,474,1748,252,1037,325,1095,94,2120,1085,400,838,463,232,1206,654,306,285,1281,47,130,747,1545,67,236,130,95
2021-07-12,31444,49246,74823,6399,74223,64558,28007,1408,2633,62527,483,19680,2350,3790,33757,24302,17643,6285,970,2216,1513,2762,5041,845,933,1785,1904,25,3862,,4206,4069,1935,2996,6574,444,2090,650,923,474,1749,252,1037,325,1095,94,2123,1087,400,838,463,234,1211,656,306,285,1281,47,130,748,1545,67,236,130,95
2021-07-13,31467,49280,74889,6404,74353,64629,28034,1407,2635,62573,483,19693,2352,3794,33792,24325,17676,6290,969,2216,1513,2763,5044,847,934,1787,1904,27,3872,,4209,4069,1936,3029,6574,444,2090,653,927,474,1750,252,1037,325,1097,94,2123,1088,400,839,465,235,1215,659,308,286,1281,47,130,749,1545,67,235,130,95
2021-07-14,31503,49323,74924,6412,74434,64670,28066,1407,2635,62595,483,19702,2356,3802,33818,24347,17706,6297,971,2216,1515,2764,5057,846,935,1791,1907,28,3876,,4221,4069,1937,3054,6582,444,2090,653,927,474,1753,252,1037,325,1101,94,2127,1092,400,839,465,234,1217,660,307,285,1281,47,130,750,1545,67,235,130,95
2021-07-15,31536,49361,74963,6420,74502,64723,28093,1406,2636,62653,484,19715,2358,3808,33840,24369,17761,6305,971,2216,1516,2766,5059,847,936,1795,1908,30,3898,,4227,4069,1937,3059,6592,445,2090,654,932,474,1761,252,1037,325,1105,94,2132,1095,400,839,465,234,1220,665,309,285,1281,47,130,750,1545,67,235,130,95
2021-07-16,31555,49393,75016,6426,74598,64789,28117,1407,2637,62718,484,19723,2366,3811,33893,24392,17800,6327,972,2216,1516,2768,5065,848,937,1795,1910,30,3921,,4230,4069,1938,3067,6595,445,2092,654,935,474,1765,253,1037,325,1121,94,2137,1099,400,842,465,235,1223,668,309,285,1282,47,130,750,1546,67,235,130,95
2021-07-17,31555,49393,75016,6426,74598,64789,28117,1407,2637,62718,484,19723,2366,3811,33893,24392,17800,6327,972,2216,1516,2768,5065,848,937,1795,1910,30,3921,,4230,4069,1938,3067,6595,445,2092,654,935,474,1765,253,1037,325,1121,94,2137,1099,400,842,465,235,1223,668,309,285,1282,47,130,750,1546,67,235,130,95
2021-07-18,31588,49393,75016,6426,74598,64896,28117,1407,2637,62829,484,19723,2366,3811,33893,24392,17800,6327,972,2216,1516,2768,5065,848,937,1795,1910,30,3921,,4230,4069,1938,3067,6595,445,2092,654,935,474,1765,253,1037,325,1121,94,2137,1099,400,842,465,235,1223,668,309,285,1282,47,130,750,1546,67,235,130,95
2021-07-19,31603,49480,75170,6434,74816,64927,28263,1408,2640,62855,488,19753,2381,3827,33993,24442,17879,6370,973,2216,1516,2768,5071,851,937,1799,1911,30,3925,,4239,4071,1944,3073,6607,448,2092,654,938,475,1773,253,1041,325,1136,94,2142,1106,401,841,466,235,1229,669,309,285,1282,47,130,754,1547,67,235,131,95
2021-07-20,31637,49480,75170,6434,74816,64974,28263,1408,2640,62915,488,19753,2381,3827,34019,24466,17879,6370,973,2216,1516,2768,5071,851,937,1799,1911,30,3925,,4239,4071,1944,3073,6607,448,2092,654,938,475,1773,253,1041,325,1136,94,2142,1106,401,841,466,235,1229,669,309,285,1282,47,130,754,1547,67,235,131,95
2021-07-21,31637,49557,75274,6458,75043,64974,28331,1408,2643,62916,490,19786,2391,3834,34041,24483,17966,6382,975,2217,1522,2769,5080,855,943,1807,1913,31,3942,,4247,4071,1955,3087,6608,451,2094,656,939,476,1779,254,1041,325,1154,94,2148,1111,401,843,469,237,1233,676,309,286,1285,47,130,755,1549,67,235,130,95
2021-07-22,31688,49615,75356,6472,75193,65079,28364,1409,2647,63016,492,19801,2398,3853,34101,24503,17996,6398,975,2217,1524,2772,5089,858,942,1808,1916,31,3943,,4248,4071,1957,3090,6612,451,2095,656,941,477,1779,254,1041,325,1168,96,2150,1116,401,843,469,236,1235,680,310,286,1284,47,131,755,1550,67,235,130,95
2021-07-23,31688,49676,75412,6474,75300,65079,28410,1408,2650,63016,492,19810,2399,3866,34144,24541,18053,6406,976,2217,1529,2772,5096,865,944,1812,1919,31,3953,,4257,4071,1961,3095,6614,451,2095,657,941,477,1782,254,1042,325,1181,96,2152,1119,401,845,470,236,1236,681,310,287,1285,47,132,757,1550,67,235,130,95
2021-07-24,31726,49676,75412,6474,75300,65158,28410,1408,2650,63087,492,19810,2399,3866,34144,24541,18053,6406,976,2217,1529,2772,5096,865,944,1812,1919,31,3953,,4257,4071,1961,3095,6614,451,2095,657,941,477,1782,254,1042,325,1181,96,2152,1119,401,845,470,236,1236,681,310,287,1285,47,132,757,1550,67,235,130,95
2021-07-25,31798,49676,75412,6474,75300,65302,28410,1408,2650,63243,492,19810,2399,3866,34144,24541,18053,6406,976,2217,1529,2772,5096,865,944,1812,1919,31,3953,,4257,4071,1961,3095,6614,451,2095,657,941,477,1782,254,1042,325,1181,96,2152,1119,401,845,470,236,1236,681,310,287,1285,47,132,757,1550,67,235,130,95
2021-07-26,31824,49853,75611,6485,75587,65363,28536,1410,2662,63277,496,19850,2409,3903,34240,24625,18113,6434,978,2217,1529,2776,5116,869,946,1819,1927,31,3968,,4264,4072,1973,3108,6623,451,2098,658,944,477,1789,254,1043,326,1193,97,2163,1129,401,844,473,237,1240,683,311,288,1288,47,132,760,1550,67,235,130,95
2021-07-27,31876,49853,75611,6485,75587,65444,28536,1410,2662,63355,496,19850,2409,3903,34289,24669,18113,6434,978,2217,1529,2776,5116,869,946,1819,1927,31,3968,,4264,4072,1973,3108,6623,451,2098,658,944,477,1789,254,1043,326,1193,97,2163,1129,401,844,473,237,1240,683,311,288,1288,47,132,760,1550,67,235,130,95
2021-07-28,31876,50039,75819,6505,75870,65444,28652,1415,2667,63353,502,19884,2416,3925,34345,24698,18185,6444,979,2218,1529,2776,5140,875,948,1828,1938,32,4001,,4286,4072,1980,3117,6630,453,2101,663,947,477,1792,254,1043,328,1204,98,2171,1132,401,846,474,237,1263,694,311,288,1291,47,132,761,1550,67,236,131,95
2021-07-29,31969,50126,75923,6512,76067,65605,28727,1420,2675,63507,504,19909,2421,3943,34413,24775,18225,6460,979,2219,1532,2776,5152,876,949,1831,1943,32,4009,,4294,4072,1987,3120,6638,454,2101,664,951,477,1793,255,1044,329,1210,98,2172,1141,401,845,474,237,1265,698,312,289,1294,47,132,763,1550,67,236,131,95
