,Salt Lake,Davis,Washington,Weber,Summit,Utah,Tooele,Wasatch,Box Elder,Cache,Iron,Unknown,Morgan,Uintah,Garfield,San Juan,Kane,Carbon,Duchesne,Emery,Grand,Juab,Millard,Sevier,Sanpete,Piute,Rich,Beaver,Wayne,Daggett
2021-08-10,162281,42574,23163,33055,5864,104722,8262,5026,6093,17428,6739,1292,1401,3446,494,1991,740,1933,1623,996,1113,1462,1608,2423,4136,103,168,855,154,59
2021-08-11,162645,42706,23220,33165,5871,104942,8315,5040,6122,17453,6750,1303,1403,3458,494,1992,742,1940,1635,996,1117,1464,1624,2427,4149,103,168,860,156,59
2021-08-12,163072,42837,23313,33271,5882,105218,8357,5048,6152,17478,6764,1307,1409,3470,495,1996,743,1947,1643,996,1120,1468,1627,2440,4162,103,168,860,156,60
2021-08-13,163422,42915,23360,33385,5890,105403,8375,5054,6166,17492,6775,1304,1409,3479,495,1998,744,1950,1651,999,1123,1475,1628,2447,4176,103,168,861,156,60
2021-08-14,163422,42915,23360,33385,5890,105403,8375,5054,6166,17492,6775,1300,1409,3479,495,1998,744,1950,1651,999,1123,1475,1628,2447,4176,103,168,861,156,60
2021-08-15,163422,42915,23360,33385,5890,105403,8375,5054,6166,17492,6775,1300,1409,3479,495,1998,744,1950,1651,999,1123,1475,1628,2447,4176,103,168,861,156,60
2021-08-16,164196,43123,23360,33560,5923,105950,8472,5087,6166,17492,6775,1847,1409,3479,495,2007,744,1950,1651,999,1123,1475,1628,2447,4176,103,168,861,156,60
2021-08-17,164521,43252,23617,33654,5927,106142,8482,5096,6237,17595,6871,1310,1414,3510,496,2007,748,1962,1677,1007,1135,1483,1650,2468,4219,104,169,870,159,63
2021-08-18,165026,43396,23700,33781,5939,106450,8573,5107,6263,17650,6891,1329,1417,3515,497,2011,749,1966,1688,1021,1139,1487,1657,2474,4238,105,169,873,159,64
2021-08-19,165451,43536,23782,33910,5949,106730,8631,5126,6284,17688,6917,1320,1418,3517,497,2019,751,1968,1691,1024,1142,1493,1660,2483,4255,107,169,873,159,66
