,Charleston,Kershaw,Spartanburg,Lancaster,Beaufort,Lexington,Anderson,Greenville,Horry,Fairfield,Calhoun,Richland,York,Lee,Abbeville,Dorchester,Saluda,Aiken,Berkeley,Clarendon,Darlington,Florence,Orangeburg,Pickens,Sumter,Dillon,Edgefield,Greenwood,Jasper,Marlboro,Newberry,Colleton,Chester,Georgetown,Oconee,Chesterfield,Marion,Union,Williamsburg,Laurens,Barnwell,Bamberg,Allendale,Cherokee,Hampton,McCormick,Unknown
2020-11-07,17876,2627,9907,2782,6362,9679,6427,19122,12985,901,520,18148,7425,826,836,5049,754,5365,6440,1252,2667,5873,3463,4945,3726,1391,998,2672,969,1214,1778,1343,1323,2499,2642,1571,1216,835,1508,2061,897,699,438,1647,793,291,
2020-11-08,17953,2636,9976,2806,6384,9756,6465,19243,13032,911,520,18213,7487,830,839,5079,756,5387,6464,1258,2685,5901,3476,4986,3730,1397,1002,2675,970,1216,1793,1352,1328,2507,2655,1575,1221,844,1519,2073,900,700,438,1658,797,295,
2020-11-09,18002,2650,10031,2824,6398,9807,6500,19350,13068,912,521,18256,7533,830,840,5098,757,5404,6479,1263,2688,5911,3488,5007,3750,1399,1003,2681,976,1220,1808,1357,1330,2515,2665,1576,1221,855,1520,2085,902,702,438,1678,798,295,
2020-11-10,18065,2668,10090,2864,6419,9892,6589,19550,13169,921,522,18339,7638,839,844,5119,754,5469,6523,1270,2705,5942,3492,5076,3765,1403,1019,2705,975,1229,1819,1370,1339,2536,2686,1585,1232,871,1521,2099,904,702,438,1685,800,296,
2020-11-11,18158,2682,10150,2890,6434,9997,6652,19727,13255,928,524,18487,7747,825,849,5144,756,5493,6549,1272,2715,5974,3507,5136,3789,1408,1027,2714,978,1237,1836,1372,1346,2555,2696,1589,1238,876,1523,2116,906,704,438,1696,804,296,
2020-11-12,18230,2694,10318,2911,6476,10110,6729,19988,13339,933,524,18582,7835,827,855,5174,757,5534,6579,1275,2727,6010,3524,5176,3808,1414,1037,2736,984,1243,1865,1374,1355,2569,2713,1601,1239,885,1526,2140,907,706,438,1733,809,301,
2020-11-13,18352,2711,10444,2952,6502,10185,6835,20236,13412,949,524,18677,7926,832,865,5232,760,5582,6618,1285,2752,6045,3535,5231,3816,1424,1042,2759,987,1251,1895,1391,1373,2577,2756,1616,1247,891,1537,2163,915,708,440,1756,810,305,
2020-11-14,18457,2728,10632,3009,6547,10309,6923,20524,13524,962,526,18831,8064,832,864,5278,763,5650,6661,1289,2772,6110,3549,5305,3848,1434,1052,2778,994,1256,1906,1398,1380,2593,2780,1625,1251,899,1552,2192,922,709,440,1780,811,305,
2020-11-15,18571,2738,10745,3036,6586,10375,7016,20759,13625,972,528,18901,8171,838,866,5314,764,5688,6693,1298,2783,6153,3560,5380,3874,1439,1067,2791,995,1262,1923,1407,1388,2606,2809,1631,1256,921,1561,2211,925,711,440,1806,819,305,
2020-11-16,18636,2739,10817,3055,6627,10428,7076,20953,13690,978,531,18971,8235,840,869,5338,766,5737,6711,1294,2803,6178,3575,5423,3890,1443,1076,2794,998,1269,1937,1412,1397,2613,2835,1643,1263,927,1560,2227,928,713,441,1852,822,307,
2020-11-17,18717,2769,10884,3095,6660,10492,7129,21125,13773,981,533,19062,8369,841,872,5364,770,5788,6745,1298,2829,6222,3586,5465,3922,1447,1081,2826,999,1277,1951,1413,1403,2620,2865,1652,1267,933,1566,2233,928,714,442,1863,822,307,
2020-11-18,18867,2787,10967,3143,6693,10583,7186,21343,13872,987,537,19199,8486,844,882,5401,771,5840,6774,1300,2847,6271,3598,5504,3950,1455,1083,2839,1000,1291,1988,1424,1412,2635,2888,1659,1269,942,1574,2254,931,715,442,1878,827,309,
2020-11-19,18954,2797,11158,3177,6739,10650,7273,21590,13973,990,540,19315,8629,850,887,5426,772,5875,6806,1304,2865,6311,3613,5577,3979,1465,1095,2874,1004,1299,2004,1431,1430,2655,2925,1672,1274,964,1582,2291,936,716,442,1906,833,312,
2020-11-20,19075,2823,11363,3242,6785,10736,7395,21843,14051,998,543,19441,8738,852,901,5474,777,5950,6841,1313,2892,6349,3640,5732,4009,1471,1108,2911,1009,1313,2025,1440,1446,2664,2969,1681,1277,976,1588,2323,942,717,445,1942,836,315,
2020-11-21,19178,2853,11468,3277,6866,10804,7473,22166,14153,1002,545,19559,8895,854,906,5527,782,6015,6874,1318,2897,6373,3660,5853,4036,1473,1121,2935,1036,1336,2032,1448,1462,2678,3019,1686,1284,984,1593,2354,949,726,441,1963,844,320,
2020-11-22,19235,2861,11631,3300,6891,10861,7526,22339,14215,1008,544,19678,8996,858,912,5559,783,6054,6904,1324,2906,6389,3675,5938,4049,1484,1130,2954,1042,1341,2040,1450,1477,2689,3059,1689,1285,991,1594,2359,952,726,442,1987,846,322,
2020-11-23,19327,2868,11714,3330,6910,10927,7579,22537,14274,1020,548,19796,9095,861,914,5589,787,6103,6936,1333,2918,6423,3694,5996,4067,1489,1138,2957,1044,1350,2046,1454,1489,2698,3076,1696,1289,999,1599,2372,956,729,442,2011,846,326,
2020-11-24,19444,2888,11854,3355,6956,10991,7667,22780,14379,1022,550,19911,9247,863,923,5638,789,6159,6967,1340,2929,6467,3709,6086,4103,1494,1147,2972,1047,1363,2057,1458,1498,2709,3127,1704,1294,1005,1603,2406,960,732,442,2019,848,328,
2020-11-25,19591,2909,11950,3386,6997,11063,7751,22950,14517,1025,550,20038,9362,867,934,5701,796,6219,7003,1359,2946,6525,3743,6153,4122,1515,1154,2990,1050,1375,2067,1465,1506,2727,3173,1721,1300,1016,1615,2423,964,736,443,2030,849,329,
2020-11-26,19591,2909,11950,3386,6997,11063,7751,22950,14517,1025,550,20038,9362,867,934,5701,796,6219,7003,1359,2946,6525,3743,6153,4122,1515,1154,2990,1050,1375,2067,1465,1506,2727,3173,1721,1300,1016,1615,2423,964,736,443,2030,849,329,
2020-11-27,19803,2927,12141,3447,7043,11174,7851,23236,14629,1035,551,20182,9481,867,948,5766,798,6273,7064,1372,2972,6610,3763,6239,4145,1528,1160,3029,1056,1388,2081,1475,1529,2750,3234,1744,1308,1043,1623,2454,966,742,445,2061,853,334,
2020-11-28,19863,2935,12291,3474,7096,11275,7958,23609,14740,1040,553,20241,9585,871,960,5794,799,6309,7095,1381,2983,6680,3780,6383,4159,1532,1164,3042,1062,1408,2096,1476,1539,2757,3323,1749,1311,1049,1631,2482,969,743,445,2085,857,337,
2020-11-29,19927,2953,12414,3498,7126,11357,7998,23785,14803,1042,554,20347,9670,875,961,5821,802,6330,7118,1390,2991,6713,3801,6433,4179,1542,1172,3060,1067,1419,2107,1480,1564,2762,3348,1756,1322,1057,1636,2489,973,744,445,2104,857,337,
2020-11-30,19992,2966,12496,3534,7139,11454,8084,23973,14895,1046,557,20446,9791,878,967,5848,803,6406,7146,1390,3011,6750,3822,6489,4194,1548,1178,3081,1067,1426,2115,1484,1570,2772,3385,1758,1324,1067,1644,2502,979,749,447,2120,857,337,
2020-12-01,20052,2975,12628,3559,7195,11516,8167,24219,14963,1051,560,20535,9926,880,972,5910,804,6424,7183,1391,3021,6783,3840,6563,4204,1553,1181,3094,1074,1437,2127,1485,1591,2776,3426,1764,1326,1072,1650,2512,985,749,447,2142,859,341,
2020-12-02,20130,2993,12759,3584,7249,11619,8277,24523,15136,1060,562,20683,10060,885,978,5946,808,6492,7244,1400,3039,6820,3861,6633,4245,1566,1190,3116,1077,1448,2141,1496,1611,2795,3466,1783,1330,1086,1662,2527,989,753,449,2160,861,343,
2020-12-03,20312,3014,12920,3604,7298,11722,8366,24728,15319,1064,568,20890,10201,887,989,6007,812,6574,7299,1404,3093,6902,3892,6736,4298,1574,1197,3150,1081,1467,2164,1502,1629,2808,3528,1800,1345,1095,1676,2575,995,757,449,2163,863,346,
2020-12-04,20459,3033,13247,3637,7372,11894,8489,25160,15464,1071,573,21090,10387,892,1002,6094,817,6665,7356,1408,3135,6976,3937,6913,4332,1584,1216,3208,1092,1481,2179,1516,1649,2839,3601,1814,1355,1128,1686,2611,1001,764,449,2211,875,351,
2020-12-05,20667,3075,13503,3676,7451,12029,8627,25617,15647,1078,578,21332,10553,902,1032,6199,825,6791,7426,1421,3214,7082,3977,7053,4365,1616,1233,3245,1096,1516,2203,1534,1683,2879,3670,1848,1370,1139,1703,2640,1017,773,455,2258,883,354,
2020-12-06,20783,3107,13790,3721,7519,12199,8741,25990,15790,1090,582,21507,10840,907,1036,6269,828,6892,7475,1440,3242,7182,4008,7216,4412,1632,1257,3278,1098,1535,2236,1543,1703,2899,3722,1866,1389,1184,1724,2676,1025,779,456,2291,884,356,
2020-12-07,20918,3120,14017,3763,7575,12312,8847,26358,15990,1096,586,21648,11003,912,1052,6344,830,6963,7548,1442,3288,7294,4040,7314,4451,1674,1259,3314,1108,1558,2256,1556,1729,2917,3785,1877,1404,1192,1734,2711,1035,785,458,2339,889,361,
