,Charleston,Kershaw,Spartanburg,Lancaster,Beaufort,Lexington,Anderson,Greenville,Horry,Fairfield,Calhoun,Richland,York,Lee,Abbeville,Dorchester,Saluda,Aiken,Berkeley,Clarendon,Darlington,Florence,Orangeburg,Pickens,Sumter,Dillon,Edgefield,Greenwood,Jasper,Marlboro,Newberry,Colleton,Chester,Georgetown,Oconee,Chesterfield,Marion,Union,Williamsburg,Laurens,Barnwell,Bamberg,Allendale,Cherokee,Hampton,McCormick,Unknown
2021-06-16,43888,7549,41958,10917,17113,33716,23268,75470,39542,2413,1338,47366,31962,1934,2599,18314,1813,17519,17943,3472,8602,17943,9890,19101,10544,4421,3170,8286,2418,3496,5095,3687,4274,6794,9915,4911,3556,3173,4113,7535,2605,1598,951,6178,1928,1032,
2021-06-17,43886,7548,41963,10918,17107,33712,23270,75490,39556,2414,1339,47386,31951,1933,2598,18318,1813,17515,17944,3473,8603,17944,9885,19102,10544,4423,3170,8287,2419,3498,5096,3688,4272,6795,9917,4911,3558,3172,4113,7535,2605,1599,949,6183,1927,1032,
2021-06-18,43886,7544,41974,10917,17100,33714,23273,75510,39568,2410,1339,47392,31951,1935,2598,18318,1812,17511,17947,3473,8606,17964,9880,19103,10553,4424,3171,8287,2420,3500,5096,3686,4268,6796,9924,4912,3560,3172,4113,7538,2609,1598,948,6187,1928,1033,
2021-06-19,43886,7544,41974,10917,17100,33714,23273,75510,39568,2410,1339,47392,31951,1935,2598,18318,1812,17511,17947,3473,8606,17964,9880,19103,10553,4424,3171,8287,2420,3500,5096,3686,4268,6796,9924,4912,3560,3172,4113,7538,2609,1598,948,6187,1928,1033,
2021-06-20,43886,7544,41974,10917,17100,33714,23273,75510,39568,2410,1339,47392,31951,1935,2598,18318,1812,17511,17947,3473,8606,17964,9880,19103,10553,4424,3171,8287,2420,3500,5096,3686,4268,6796,9924,4912,3560,3172,4113,7538,2609,1598,948,6187,1928,1033,
2021-06-21,43887,7541,41988,10924,17104,33712,23286,75555,39590,2409,1341,47463,31965,1936,2598,18337,1812,17512,17965,3475,8611,17972,9878,19106,10558,4424,3172,8290,2421,3503,5104,3694,4268,6796,9932,4914,3561,3174,4114,7540,2611,1600,948,6198,1928,1033,
2021-06-22,43900,7541,41990,10924,17108,33715,23286,75559,39592,2409,1341,47467,31967,1936,2598,18341,1812,17520,17970,3475,8611,17972,9878,19110,10559,4424,3173,8290,2421,3503,5106,3697,4268,6796,9932,4914,3562,3174,4114,7540,2611,1600,948,6198,1928,1033,
2021-06-23,43901,7544,42000,10923,17112,33715,23288,75576,39599,2410,1341,47475,31962,1937,2598,18337,1812,17539,17970,3477,8611,17977,9876,19110,10562,4424,3176,8296,2423,3504,5105,3698,4267,6795,9934,4917,3558,3174,4114,7541,2611,1600,948,6200,1929,1035,
2021-06-24,43903,7545,42008,10928,17116,33716,23289,75595,39608,2410,1339,47532,31959,1936,2599,18350,1808,17543,17965,3479,8613,17981,9874,19110,10576,4424,3173,8299,2424,3503,5103,3696,4265,6795,9934,4923,3558,3174,4117,7541,2609,1599,947,6204,1928,1034,
2021-06-25,43918,7546,42019,10929,17111,33718,23291,75605,39623,2410,1336,47531,31971,1938,2599,18357,1807,17542,17968,3480,8614,17986,9865,19109,10604,4424,3173,8301,2424,3503,5103,3700,4264,6799,9934,4923,3558,3175,4115,7544,2609,1599,946,6211,1927,1035,
2021-06-26,43918,7546,42019,10929,17111,33718,23291,75605,39623,2410,1336,47531,31971,1938,2599,18357,1807,17542,17968,3480,8614,17986,9865,19109,10604,4424,3173,8301,2424,3503,5103,3700,4264,6799,9934,4923,3558,3175,4115,7544,2609,1599,946,6211,1927,1035,
2021-06-27,43918,7546,42019,10929,17111,33718,23291,75605,39623,2410,1336,47531,31971,1938,2599,18357,1807,17542,17968,3480,8614,17986,9865,19109,10604,4424,3173,8301,2424,3503,5103,3700,4264,6799,9934,4923,3558,3175,4115,7544,2609,1599,946,6211,1927,1035,
2021-06-28,43938,7546,42044,10934,17130,33729,23293,75651,39684,2414,1336,47628,32004,1939,2599,18384,1806,17548,17987,3479,8620,18006,9861,19117,10621,4425,3173,8311,2427,3508,5100,3702,4268,6801,9939,4926,3568,3179,4116,7543,2609,1598,946,6215,1929,1035,
2021-06-29,43947,7546,42045,10936,17135,33736,23298,75661,39692,2414,1337,47637,32013,1939,2599,18387,1806,17548,17990,3479,8622,18008,9863,19119,10623,4427,3173,8312,2427,3509,5102,3705,4268,6801,9942,4926,3568,3179,4116,7543,2611,1598,946,6215,1929,1035,
2021-06-30,43958,7546,42053,10937,17134,33739,23299,75672,39706,2417,1337,47657,32026,1939,2599,18398,1805,17548,17999,3480,8621,18009,9863,19120,10624,4431,3173,8314,2429,3510,5102,3705,4267,6803,9945,4926,3568,3181,4118,7545,2611,1598,946,6218,1929,1035,
2021-07-01,43960,7550,42064,10940,17149,33747,23302,75688,39732,2417,1337,47664,32060,1940,2599,18409,1805,17553,18007,3480,8623,18013,9865,19121,10626,4432,3173,8317,2431,3510,5103,3706,4267,6803,9948,4928,3568,3181,4118,7546,2612,1598,946,6219,1929,1035,
2021-07-02,43975,7550,42074,10949,17154,33762,23301,75704,39752,2419,1337,47717,32089,1941,2599,18428,1808,17561,18016,3482,8623,18016,9867,19121,10628,4432,3174,8316,2431,3511,5105,3707,4266,6803,9951,4928,3568,3182,4119,7550,2615,1598,945,6223,1928,1036,
2021-07-03,43975,7550,42074,10949,17154,33762,23301,75704,39752,2419,1337,47717,32089,1941,2599,18428,1808,17561,18016,3482,8623,18016,9867,19121,10628,4432,3174,8316,2431,3511,5105,3707,4266,6803,9951,4928,3568,3182,4119,7550,2615,1598,945,6223,1928,1036,
2021-07-04,43975,7550,42074,10949,17154,33762,23301,75704,39752,2419,1337,47717,32089,1941,2599,18428,1808,17561,18016,3482,8623,18016,9867,19121,10628,4432,3174,8316,2431,3511,5105,3707,4266,6803,9951,4928,3568,3182,4119,7550,2615,1598,945,6223,1928,1036,
2021-07-05,44039,7565,42077,10973,17175,33829,23300,75709,39829,2427,1338,47820,32177,1945,2599,18470,1810,17594,18048,3483,8627,18043,9882,19096,10649,4436,3177,8316,2436,3511,5116,3716,4271,6811,9957,4930,3571,3182,4125,7549,2620,1598,945,6226,1929,1035,
2021-07-06,44047,7567,42081,10976,17178,33844,23300,75715,39845,2428,1338,47846,32191,1945,2599,18480,1811,17597,18053,3483,8628,18045,9882,19096,10651,4437,3177,8316,2436,3511,5116,3717,4272,6811,9959,4930,3572,3182,4125,7550,2621,1599,945,6227,1929,1035,
2021-07-07,44071,7570,42092,10977,17178,33856,23303,75720,39856,2429,1338,47852,32199,1944,2599,18489,1812,17598,18064,3485,8629,18049,9885,19097,10654,4438,3177,8318,2436,3511,5116,3717,4273,6811,9959,4936,3572,3183,4126,7551,2621,1599,945,6230,1929,1035,
2021-07-08,44092,7572,42100,10990,17187,33873,23307,75736,39896,2431,1338,47896,32235,1945,2599,18495,1812,17607,18077,3487,8631,18052,9887,19099,10659,4441,3178,8319,2437,3516,5117,3717,4274,6811,9961,4937,3572,3184,4126,7554,2623,1599,946,6230,1930,1036,
2021-07-09,44123,7574,42112,10995,17201,33909,23320,75755,39956,2432,1338,47931,32263,1951,2599,18524,1813,17615,18098,3487,8631,18068,9888,19106,10672,4444,3180,8322,2437,3518,5119,3724,4278,6814,9965,4939,3575,3184,4131,7556,2623,1600,946,6232,1934,1036,
2021-07-10,44123,7574,42112,10995,17201,33909,23320,75755,39956,2432,1338,47931,32263,1951,2599,18524,1813,17615,18098,3487,8631,18068,9888,19106,10672,4444,3180,8322,2437,3518,5119,3724,4278,6814,9965,4939,3575,3184,4131,7556,2623,1600,946,6232,1934,1036,
2021-07-11,44123,7574,42112,10995,17201,33909,23320,75755,39956,2432,1338,47931,32263,1951,2599,18524,1813,17615,18098,3487,8631,18068,9888,19106,10672,4444,3180,8322,2437,3518,5119,3724,4278,6814,9965,4939,3575,3184,4131,7556,2623,1600,946,6232,1934,1036,
2021-07-12,44220,7601,42126,11014,17236,34051,23338,75815,40099,2431,1338,48044,32354,1951,2596,18584,1813,17641,18154,3486,8638,18101,9913,19111,10692,4453,3182,8331,2447,3524,5123,3732,4291,6824,9988,4943,3574,3182,4133,7563,2629,1600,947,6235,1942,1037,
2021-07-13,44236,7603,42142,11018,17238,34072,23347,75836,40149,2431,1338,48071,32372,1951,2596,18590,1813,17648,18165,3487,8639,18105,9915,19114,10701,4454,3182,8332,2447,3525,5124,3732,4293,6827,9992,4943,3576,3183,4134,7564,2629,1601,947,6238,1946,1037,
2021-07-14,44269,7606,42157,11019,17246,34090,23356,75872,40186,2432,1338,48093,32388,1953,2597,18606,1814,17660,18186,3490,8639,18112,9918,19118,10708,4457,3183,8334,2448,3525,5129,3734,4295,6829,10002,4946,3577,3184,4135,7565,2630,1601,948,6242,1953,1037,
2021-07-15,44317,7618,42192,11026,17267,34142,23379,75946,40267,2434,1339,48137,32412,1954,2598,18652,1814,17671,18212,3492,8644,18114,9921,19132,10728,4458,3184,8339,2450,3527,5129,3739,4299,6836,10007,4950,3578,3185,4142,7572,2637,1600,950,6248,1957,1037,
2021-07-16,44361,7631,42210,11035,17277,34173,23394,76000,40342,2435,1340,48187,32445,1956,2598,18682,1814,17690,18234,3497,8650,18129,9929,19141,10748,4470,3186,8343,2451,3531,5128,3745,4305,6842,10020,4954,3580,3188,4146,7578,2638,1601,951,6249,1962,1037,
2021-07-17,44361,7631,42210,11035,17277,34173,23394,76000,40342,2435,1340,48187,32445,1956,2598,18682,1814,17690,18234,3497,8650,18129,9929,19141,10748,4470,3186,8343,2451,3531,5128,3745,4305,6842,10020,4954,3580,3188,4146,7578,2638,1601,951,6249,1962,1037,
2021-07-18,44361,7631,42210,11035,17277,34173,23394,76000,40342,2435,1340,48187,32445,1956,2598,18682,1814,17690,18234,3497,8650,18129,9929,19141,10748,4470,3186,8343,2451,3531,5128,3745,4305,6842,10020,4954,3580,3188,4146,7578,2638,1601,951,6249,1962,1037,
2021-07-19,44523,7682,42302,11072,17319,34322,23439,76174,40537,2445,1341,48383,32559,1957,2605,18780,1816,17738,18303,3503,8666,18156,9950,19168,10804,4478,3192,8352,2456,3530,5128,3756,4317,6870,10056,4961,3595,3190,4159,7590,2641,1606,956,6260,1966,1038,
2021-07-20,44532,7686,42337,11088,17327,34341,23445,76196,40580,2446,1342,48416,32578,1958,2606,18796,1816,17738,18314,3504,8666,18160,9955,19184,10814,4478,3194,8352,2458,3532,5130,3756,4320,6877,10062,4963,3598,3191,4161,7592,2641,1607,960,6269,1969,1038,
2021-07-21,44582,7699,42386,11098,17348,34393,23461,76242,40645,2454,1344,48477,32612,1959,2609,18829,1818,17776,18348,3508,8671,18168,9961,19186,10834,4480,3197,8357,2466,3536,5133,3765,4323,6884,10064,4976,3597,3206,4160,7600,2641,1609,961,6281,1968,1038,
2021-07-22,44659,7726,42433,11110,17391,34465,23495,76323,40709,2457,1344,48557,32658,1962,2612,18876,1819,17807,18394,3513,8689,18190,9979,19214,10851,4484,3200,8363,2471,3538,5135,3772,4325,6891,10075,4999,3601,3215,4164,7608,2647,1609,962,6289,1969,1040,
2021-07-23,44737,7749,42478,11128,17450,34598,23535,76419,40858,2464,1347,48683,32721,1962,2614,18940,1822,17846,18441,3522,8704,18222,9994,19227,10895,4494,3203,8366,2477,3538,5138,3779,4338,6899,10083,5003,3617,3216,4170,7615,2651,1609,963,6300,1975,1043,
2021-07-24,44737,7749,42478,11128,17450,34598,23535,76419,40858,2464,1347,48683,32721,1962,2614,18940,1822,17846,18441,3522,8704,18222,9994,19227,10895,4494,3203,8366,2477,3538,5138,3779,4338,6899,10083,5003,3617,3216,4170,7615,2651,1609,963,6300,1975,1043,
2021-07-25,44737,7749,42478,11128,17450,34598,23535,76419,40858,2464,1347,48683,32721,1962,2614,18940,1822,17846,18441,3522,8704,18222,9994,19227,10895,4494,3203,8366,2477,3538,5138,3779,4338,6899,10083,5003,3617,3216,4170,7615,2651,1609,963,6300,1975,1043,
2021-07-26,45022,7842,42663,11189,17631,34908,23649,76718,41202,2471,1350,49020,32936,1971,2622,19071,1823,17982,18597,3546,8736,18275,10033,19295,11009,4518,3219,8383,2508,3549,5167,3811,4367,6928,10130,5029,3644,3226,4183,7625,2669,1611,968,6338,1992,1051,
2021-07-27,45112,7860,42724,11202,17671,35013,23674,76801,41316,2477,1354,49145,32992,1973,2624,19125,1826,18006,18635,3548,8746,18302,10051,19312,11071,4528,3220,8384,2511,3550,5182,3813,4373,6940,10137,5031,3658,3231,4189,7643,2672,1612,969,6342,1998,1051,
2021-07-28,45180,7887,42762,11225,17766,35128,23705,76896,41489,2488,1355,49287,33075,1979,2624,19195,1829,18084,18703,3569,8759,18345,10071,19319,11106,4534,3223,8399,2521,3561,5190,3823,4397,6952,10144,5042,3666,3235,4194,7658,2676,1615,971,6351,2003,1052,
2021-07-29,45313,7913,42828,11260,17865,35318,23736,77021,41707,2501,1359,49437,33173,1982,2632,19268,1831,18162,18780,3575,8767,18385,10100,19367,11157,4547,3230,8421,2531,3567,5214,3837,4416,6973,10193,5055,3678,3246,4202,7663,2682,1618,971,6365,2009,1057,
2021-07-30,45495,7946,42962,11285,17938,35491,23826,77169,41926,2510,1361,49632,33300,1986,2645,19430,1834,18252,18865,3617,8786,18439,10129,19409,11221,4557,3234,8438,2548,3580,5226,3844,4430,6996,10217,5072,3685,3255,4219,7667,2684,1619,972,6373,2017,1061,
2021-07-31,45495,7946,42962,11285,17938,35491,23826,77169,41926,2510,1361,49632,33300,1986,2645,19430,1834,18252,18865,3617,8786,18439,10129,19409,11221,4557,3234,8438,2548,3580,5226,3844,4430,6996,10217,5072,3685,3255,4219,7667,2684,1619,972,6373,2017,1061,
2021-08-01,45495,7946,42962,11285,17938,35491,23826,77169,41926,2510,1361,49632,33300,1986,2645,19430,1834,18252,18865,3617,8786,18439,10129,19409,11221,4557,3234,8438,2548,3580,5226,3844,4430,6996,10217,5072,3685,3255,4219,7667,2684,1619,972,6373,2017,1061,
2021-08-02,46248,8072,43273,11360,18238,35994,23985,77662,42602,2531,1369,50248,33643,1999,2656,19778,1843,18444,19323,3661,8861,18594,10248,19531,11401,4578,3254,8480,2583,3607,5289,3885,4460,7079,10287,5096,3714,3276,4243,7689,2705,1628,984,6440,2039,1067,
2021-08-03,46453,8110,43397,11388,18312,36166,24053,77825,42804,2539,1372,50486,33724,2002,2666,19932,1846,18500,19438,3684,8871,18633,10266,19565,11455,4586,3258,8488,2598,3609,5300,3889,4468,7110,10297,5104,3719,3279,4255,7698,2710,1629,985,6455,2045,1069,
2021-08-04,46620,8152,43487,11407,18462,36317,24096,77954,43047,2559,1374,50701,33825,2003,2673,20052,1848,18592,19552,3695,8904,18685,10280,19595,11525,4589,3264,8496,2616,3616,5308,3932,4493,7136,10314,5116,3731,3286,4263,7707,2717,1631,989,6472,2053,1068,
2021-08-05,46882,8189,43648,11441,18556,36565,24203,78152,43277,2563,1378,50972,33967,2007,2681,20201,1859,18713,19705,3710,8921,18736,10304,19666,11574,4602,3272,8533,2635,3647,5349,3953,4505,7166,10342,5153,3742,3304,4275,7721,2725,1633,992,6489,2058,1071,
2021-08-06,47081,8235,43785,11476,18739,36842,24312,78433,43678,2573,1383,51214,34120,2012,2682,20312,1871,18869,19881,3750,8946,18800,10347,19734,11677,4625,3299,8571,2654,3660,5370,3975,4516,7197,10378,5180,3760,3322,4288,7739,2732,1637,996,6511,2073,1075,
2021-08-07,47081,8235,43785,11476,18739,36842,24312,78433,43678,2573,1383,51214,34120,2012,2682,20312,1871,18869,19881,3750,8946,18800,10347,19734,11677,4625,3299,8571,2654,3660,5370,3975,4516,7197,10378,5180,3760,3322,4288,7739,2732,1637,996,6511,2073,1075,
2021-08-08,47081,8235,43785,11476,18739,36842,24312,78433,43678,2573,1383,51214,34120,2012,2682,20312,1871,18869,19881,3750,8946,18800,10347,19734,11677,4625,3299,8571,2654,3660,5370,3975,4516,7197,10378,5180,3760,3322,4288,7739,2732,1637,996,6511,2073,1075,
2021-08-09,47967,8441,44313,11610,19244,37612,24630,79229,44414,2624,1389,52038,34590,2028,2700,20774,1893,19163,20246,3797,9008,19023,10452,19961,11875,4666,3335,8652,2740,3689,5430,4028,4559,7272,10506,5242,3838,3339,4332,7792,2757,1648,1006,6579,2106,1084,
2021-08-10,48104,8480,44445,11641,19363,37775,24722,79436,44647,2632,1391,52207,34701,2039,2704,20862,1898,19244,20337,3819,9020,19078,10471,20032,11979,4681,3345,8658,2760,3698,5435,4034,4568,7289,10527,5265,3855,3342,4342,7805,2766,1649,1007,6598,2123,1085,
2021-08-11,48318,8538,44595,11669,19540,37986,24835,79622,44866,2636,1392,52461,34794,2042,2711,21028,1903,19388,20458,3827,9033,19119,10498,20107,12012,4693,3358,8695,2780,3704,5453,4054,4587,7303,10550,5275,3865,3359,4350,7820,2785,1656,1010,6613,2133,1087,
2021-08-12,48793,8604,44766,11700,19650,38245,24934,79861,45076,2654,1397,52691,34874,2046,2718,21262,1912,19522,20661,3854,9063,19213,10524,20181,12078,4721,3372,8713,2790,3722,5487,4078,4607,7334,10584,5296,3883,3380,4371,7829,2790,1668,1013,6633,2142,1095,
2021-08-13,49144,8685,45003,11742,19931,38577,25124,80207,45491,2674,1401,53048,35078,2055,2731,21488,1922,19677,20864,3868,9098,19344,10563,20323,12157,4743,3391,8748,2828,3734,5524,4106,4622,7361,10684,5320,3925,3398,4394,7868,2821,1670,1022,6685,2174,1100,
2021-08-14,49144,8685,45003,11742,19931,38577,25124,80207,45491,2674,1401,53048,35078,2055,2731,21488,1922,19677,20864,3868,9098,19344,10563,20323,12157,4743,3391,8748,2828,3734,5524,4106,4622,7361,10684,5320,3925,3398,4394,7868,2821,1670,1022,6685,2174,1100,
2021-08-15,49144,8685,45003,11742,19931,38577,25124,80207,45491,2674,1401,53048,35078,2055,2731,21488,1922,19677,20864,3868,9098,19344,10563,20323,12157,4743,3391,8748,2828,3734,5524,4106,4622,7361,10684,5320,3925,3398,4394,7868,2821,1670,1022,6685,2174,1100,
2021-08-16,50104,8873,45587,11893,20428,39432,25600,81098,46329,2707,1416,53846,35562,2092,2770,22087,1946,20040,21363,3992,9210,19645,10691,20691,12393,4819,3434,8851,2911,3775,5600,4194,4678,7477,10827,5390,4012,3446,4461,7989,2867,1681,1033,6792,2216,1104,
2021-08-17,50276,8913,45713,11929,20544,39648,25690,81348,46497,2714,1420,53999,35648,2099,2777,22143,1950,20122,21458,3997,9226,19709,10709,20808,12431,4833,3440,8862,2925,3777,5621,4211,4687,7500,10869,5406,4035,3457,4482,8003,2876,1685,1035,6834,2228,1104,
2021-08-18,50529,8996,45895,11977,20770,39892,25815,81591,46806,2727,1421,54332,35791,2102,2783,22323,1951,20314,21623,4013,9259,19817,10728,20880,12535,4855,3460,8872,2965,3796,5645,4236,4710,7525,10941,5451,4043,3466,4496,8020,2881,1688,1040,6861,2246,1105,
2021-08-19,50878,9054,46049,12040,20900,40171,25939,81851,47004,2741,1423,54531,35928,2103,2793,22538,1956,20435,21810,4023,9283,19930,10765,20990,12579,4873,3475,8921,2985,3811,5677,4257,4736,7549,11021,5462,4048,3482,4502,8042,2888,1698,1043,6878,2262,1107,
