,Anchorage,Fairbanks North Star Borough,Ketchikan Gateway Borough,Kenai Peninsula Borough,Juneau City and Borough,Matanuska-Susitna Borough,Unknown,Yukon-Koyukuk Census Area,Southeast Fairbanks Census Area,Petersburg Borough,Bethel Census Area,Prince of Wales-Hyder Census Area,Nome Census Area,Kodiak Island Borough,Sitka City and Borough,Valdez-Cordova Census Area,Bristol Bay plus Lake and Peninsula,Northwest Arctic Borough,North Slope Borough,Dillingham Census Area,Aleutians West Census Area,Wrangell City and Borough,Aleutians East Borough,Haines Borough,Denali Borough,Kusilvak Census Area,Yakutat plus Hoonah-Angoon,Skagway Municipality
2020-03-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,4,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,4,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,5,7,6,3,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,6,7,6,3,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,17,7,6,3,1,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,17,9,8,4,2,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,28,11,11,5,2,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,33,15,11,5,3,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,43,19,12,5,4,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,54,23,12,7,4,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,59,28,13,7,5,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,61,31,13,7,5,3,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,65,35,13,8,9,3,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,67,40,14,8,10,4,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,66,42,14,8,10,4,1,1,,,,,,,,,,,,,,,,,,,,
2020-04-03,73,42,14,10,11,4,,1,1,,,,,,,,,,,,,,,,,,,
2020-04-04,81,46,14,10,12,4,,1,1,,,,,,,,,,,,,,,,,,,
2020-04-05,85,53,14,11,14,4,,1,1,,,,,,,,,,,,,,,,,,,
2020-04-06,88,54,14,12,14,4,,1,1,1,,,,,,,,,,,,,,,,,,
2020-04-07,98,65,14,12,14,4,,1,1,1,1,,,,,,,,,,,,,,,,,
2020-04-08,103,71,14,12,14,5,1,1,1,1,1,,,,,,,,,,,,,,,,,
2020-04-09,109,73,14,13,14,6,,1,1,1,1,,,,,,,,,,,,,,,,,
2020-04-10,112,76,14,14,15,9,,1,1,1,1,,,,,,,,,,,,,,,,,
2020-04-11,121,76,14,14,15,10,,1,1,1,1,1,,,,,,,,,,,,,,,,
2020-04-12,127,79,15,14,16,14,,1,1,1,1,1,,,,,,,,,,,,,,,,
2020-04-13,131,79,15,14,17,14,,1,1,1,1,1,,,,,,,,,,,,,,,,
2020-04-14,136,79,15,14,18,15,,1,1,1,1,2,,,,,,,,,,,,,,,,
2020-04-15,139,79,15,15,21,15,,1,1,1,1,2,1,,,,,,,,,,,,,,,
2020-04-16,143,79,15,15,23,15,,1,1,1,1,2,1,1,,,,,,,,,,,,,,
2020-04-17,150,79,15,16,24,15,,1,1,1,1,2,1,1,,,,,,,,,,,,,,
2020-04-18,151,79,15,18,24,17,,1,1,1,1,2,1,1,,,,,,,,,,,,,,
2020-04-19,154,79,15,18,24,18,,1,1,2,1,2,1,1,,,,,,,,,,,,,,
2020-04-20,155,79,15,18,24,19,,1,1,2,1,2,1,1,,,,,,,,,,,,,,
2020-04-21,160,79,16,18,26,19,,1,1,2,1,2,1,1,,,,,,,,,,,,,,
2020-04-22,164,79,16,18,27,20,,1,1,2,1,2,1,1,,,,,,,,,,,,,,
2020-04-23,166,79,16,18,27,20,,1,1,2,1,2,1,1,,,,,,,,,,,,,,
2020-04-24,168,79,16,18,27,20,,1,1,2,1,2,1,1,,,,,,,,,,,,,,
2020-04-25,168,79,16,18,27,20,,1,1,2,1,2,1,1,,,,,,,,,,,,,,
2020-04-26,168,80,16,18,27,20,,1,1,2,1,2,1,1,1,,,,,,,,,,,,,
2020-04-27,171,80,16,18,27,21,,1,1,2,1,2,1,1,1,,,,,,,,,,,,,
2020-04-28,175,81,16,18,27,21,,1,1,3,1,2,1,1,1,,,,,,,,,,,,,
2020-04-29,179,81,16,18,27,21,,1,1,3,1,2,1,1,1,,,,,,,,,,,,,
2020-04-30,179,81,16,18,27,21,,1,1,3,1,2,1,1,1,,,,,,,,,,,,,
2020-05-01,185,82,16,20,27,21,,1,1,3,1,2,1,1,1,,,,,,,,,,,,,
2020-05-02,185,83,16,20,27,21,,1,1,3,1,2,1,1,1,,,,,,,,,,,,,
2020-05-03,187,83,16,21,27,21,,1,1,3,1,2,1,1,1,,,,,,,,,,,,,
2020-05-04,189,83,16,21,27,21,,1,1,3,1,2,1,1,1,,,,,,,,,,,,,
2020-05-05,190,83,16,21,27,21,,1,1,3,1,2,1,1,1,,,,,,,,,,,,,
2020-05-06,190,83,16,21,27,21,,1,2,3,1,2,1,1,1,,,,,,,,,,,,,
2020-05-07,191,83,16,22,27,21,,1,2,3,1,2,1,1,1,1,,,,,,,,,,,,
2020-05-08,194,83,16,22,27,21,,1,2,3,1,2,1,1,1,1,,,,,,,,,,,,
2020-05-09,194,83,16,23,27,21,,1,2,3,1,2,1,1,1,1,,,,,,,,,,,,
2020-05-10,194,84,16,23,27,21,,1,2,3,1,2,1,1,1,1,,,,,,,,,,,,
2020-05-11,195,85,16,23,27,21,,1,2,3,1,2,1,1,1,1,,,,,,,,,,,,
2020-05-12,196,85,16,23,29,21,,1,2,3,1,2,1,1,1,1,,,,,,,,,,,,
2020-05-13,196,85,16,23,29,21,,1,2,3,1,2,1,1,1,1,,,,,,,,,,,,
2020-05-14,199,85,16,23,29,21,,1,3,3,1,2,1,1,1,1,,,,,,,,,,,,
2020-05-15,200,85,16,23,29,21,,1,3,3,1,2,1,1,1,1,,,,,,,,,,,,
2020-05-16,202,85,16,24,29,21,,1,3,3,2,2,1,1,1,1,,,,,,,,,,,,
2020-05-17,204,85,16,25,30,21,,1,3,3,2,2,1,1,1,1,,,,,,,,,,,,
2020-05-18,206,85,16,25,30,22,,1,3,3,2,2,1,1,1,1,,,,,,,,,,,,
2020-05-19,206,85,16,25,30,22,,1,3,3,2,2,1,1,1,1,,,,,,,,,,,,
2020-05-20,207,85,16,25,30,22,,1,3,3,2,2,1,1,1,1,1,1,,,,,,,,,,
2020-05-21,207,85,16,25,30,22,,1,3,3,2,2,1,1,1,1,1,1,,,,,,,,,,
2020-05-22,207,85,16,25,31,22,,1,3,3,2,2,2,1,1,1,1,1,,,,,,,,,,
2020-05-23,207,85,16,25,31,24,,1,3,3,2,2,3,1,1,2,1,2,,,,,,,,,,
2020-05-24,207,85,16,25,31,24,,1,3,3,2,2,3,1,1,2,1,2,,,,,,,,,,
2020-05-25,207,85,16,28,31,24,,1,3,3,2,2,3,1,1,2,1,2,,,,,,,,,,
2020-05-26,210,85,16,28,31,24,,1,3,3,2,2,3,1,2,2,1,2,,,,,,,,,,
2020-05-27,210,85,16,28,31,24,,1,3,3,3,2,3,1,2,2,1,2,,,,,,,,,,
2020-05-28,214,85,16,35,32,24,,1,3,3,3,2,3,1,2,2,1,2,1,,,,,,,,,
2020-05-29,216,85,16,38,33,24,,1,3,3,3,2,3,1,2,2,1,2,1,,,,,,,,,
2020-05-30,217,85,16,40,33,25,1,1,3,3,3,2,3,1,2,2,1,2,1,,,,,,,,,
2020-05-31,232,85,16,48,33,29,1,1,3,3,3,2,3,1,2,2,1,2,1,1,,,,,,,,
2020-06-01,235,85,16,52,33,29,1,1,3,3,3,2,3,1,2,2,1,2,1,1,,,,,,,,
2020-06-02,250,85,16,57,33,29,1,1,3,3,3,2,3,1,2,3,1,2,1,1,,,,,,,,
2020-06-03,258,85,16,63,33,34,1,1,3,3,3,2,3,1,2,3,1,2,1,1,,,,,,,,
2020-06-04,263,85,16,68,33,35,1,1,3,3,3,2,3,2,3,13,1,2,1,1,3,,,,,,,
2020-06-05,278,86,16,73,33,35,,1,4,3,3,2,3,2,3,13,3,2,1,1,3,,,,,,,
2020-06-06,282,86,16,83,33,35,,1,4,3,3,2,3,2,3,13,3,2,1,1,3,,,,,,,
2020-06-07,289,86,16,84,34,35,,1,4,3,3,2,3,2,3,13,3,2,1,1,3,,,,,,,
2020-06-08,300,86,16,88,35,37,,1,4,3,3,2,3,2,3,13,3,2,1,1,3,1,,,,,,
2020-06-09,305,86,16,91,35,37,1,1,4,3,3,2,4,2,3,13,3,3,1,1,3,1,1,1,,,,
2020-06-10,314,86,16,101,36,38,,1,4,3,3,2,4,2,4,13,4,3,1,1,3,1,1,1,,,,
2020-06-11,322,89,17,104,37,40,2,1,4,3,3,2,4,3,5,13,4,4,1,1,4,1,1,1,,,,
2020-06-12,331,90,17,109,38,42,,1,4,3,4,2,4,3,9,13,5,4,1,1,4,1,1,1,,,,
2020-06-13,339,94,20,115,40,44,1,1,4,3,5,4,5,4,11,13,5,4,1,1,4,2,1,1,,,,
2020-06-14,345,98,22,115,40,45,1,1,4,3,5,2,5,4,11,13,6,4,1,1,4,2,1,1,,,,
2020-06-15,346,98,22,116,40,46,1,1,4,3,5,2,5,4,11,13,6,4,1,1,4,2,2,1,,,,
2020-06-16,354,98,22,120,40,47,1,1,4,3,6,2,5,4,10,13,6,4,1,1,4,2,2,1,,,,
2020-06-17,358,104,24,122,41,49,1,1,7,3,6,2,6,5,11,13,6,4,2,1,4,3,2,1,,,,
2020-06-18,362,110,25,123,42,52,2,1,7,3,6,2,6,5,12,13,7,4,2,1,4,3,2,1,,,,
2020-06-19,370,111,25,124,42,54,12,1,7,3,7,2,6,5,12,14,7,4,3,1,4,3,2,2,,,,
2020-06-20,379,119,25,126,42,55,5,2,7,3,7,2,6,5,14,14,15,4,3,1,4,3,2,2,,,,
2020-06-21,386,122,25,127,42,56,5,2,7,3,7,3,6,5,14,14,16,4,3,1,4,3,2,2,,,,
2020-06-22,389,122,25,127,42,58,6,2,7,3,7,3,6,5,14,14,16,4,4,1,4,3,2,5,,,,
2020-06-23,401,125,27,128,42,60,,2,7,4,8,3,7,6,14,16,16,4,4,14,4,6,2,5,,,,
2020-06-24,410,133,28,128,42,62,6,2,7,4,8,3,7,7,14,16,10,4,4,14,4,6,2,5,,,,
2020-06-25,420,140,28,134,42,65,20,2,7,4,9,3,7,7,14,18,11,4,4,14,4,6,2,5,1,,,
2020-06-26,429,143,28,136,45,70,4,2,7,4,10,3,8,7,15,18,30,4,4,14,4,8,2,5,1,,,
2020-06-27,440,145,28,138,47,73,4,3,7,4,11,3,8,7,15,19,31,4,4,16,4,8,2,5,1,,,
2020-06-28,455,148,29,141,48,77,,3,11,4,11,3,8,7,15,20,35,4,4,17,4,8,2,5,1,,,
2020-06-29,463,150,29,151,48,81,,3,11,4,11,3,9,7,15,20,35,4,4,17,4,8,2,5,1,,,
2020-06-30,485,155,29,159,48,84,,3,11,4,11,3,9,7,17,21,40,4,4,18,4,8,2,5,1,,,
2020-07-01,504,158,30,164,48,91,2,3,14,4,11,3,10,7,17,21,40,5,4,18,4,8,2,5,1,,,
2020-07-02,520,161,30,171,48,105,13,3,16,5,11,3,10,9,18,21,29,5,4,20,5,8,2,6,1,,,
2020-07-03,541,174,30,177,49,110,7,3,16,5,12,3,11,9,18,22,44,5,4,21,5,8,2,6,1,1,,
2020-07-04,577,180,30,178,50,117,6,4,16,6,13,3,11,9,18,24,44,5,4,21,5,8,2,6,1,1,,
2020-07-05,600,183,30,180,50,118,7,4,16,7,13,3,11,9,18,25,44,5,4,21,5,8,2,6,1,1,,
2020-07-06,618,189,30,183,51,119,8,4,16,7,13,3,11,9,18,25,44,5,4,21,5,8,2,6,1,1,,
2020-07-07,633,189,31,185,51,121,,5,16,7,13,3,11,9,18,26,52,5,4,21,5,8,2,6,1,1,,
2020-07-08,654,196,32,195,52,124,2,5,16,7,13,3,11,9,18,27,52,6,4,21,6,8,2,6,1,2,,
2020-07-09,675,204,32,202,52,130,5,5,16,8,14,3,12,10,18,27,52,6,4,21,6,8,2,6,1,2,,
2020-07-10,698,220,32,209,53,135,5,5,16,8,14,3,14,10,18,27,56,6,4,21,6,8,2,6,1,2,,
2020-07-11,733,243,32,211,54,137,8,7,23,8,15,3,15,10,18,27,56,6,4,21,6,8,2,6,1,2,,
