,Johnson,Wyandotte,Butler,Franklin,Douglas,Ford,Leavenworth,Cherokee,Linn,Morris,Sedgwick,Reno,Riley,Jackson,Mitchell,Bourbon,Lyon,Doniphan,Pottawatomie,Woodson,Crawford,Neosho,Shawnee,Jefferson,Sumner,Clay,Coffey,Gove,Harvey,McPherson,Osage,Ottawa,Miami,Finney,Montgomery,Stafford,Stevens,Atchison,Saline,Barton,Chautauqua,Labette,Pratt,Cloud,Cowley,Marion,Osborne,Greenwood,Jewell,Geary,Republic,Wabaunsee,Morton,Barber,Rooks,Scott,Seward,Unknown,Ellis,Hamilton,Phillips,Kearny,Stanton,Dickinson,Smith,Chase,Sherman,Wilson,Sheridan,Haskell,Edwards,Clark,Gray,Kiowa,Rice,Grant,Meade,Nemaha,Cheyenne,Harper,Norton,Brown,Ellsworth,Anderson,Ness,Comanche,Hodgeman,Lane,Trego,Pawnee,Washington,Allen,Thomas,Logan,Marshall,Elk,Rush,Graham,Kingman,Lincoln,Russell,Decatur,Greeley,Wichita,Rawlins,Wallace
2020-05-26,765,1326,31,34,63,1607,1070,9,7,4,560,52,63,93,3,7,391,12,25,6,6,2,269,22,6,5,50,1,15,27,7,4,7,1451,20,1,28,20,28,45,4,22,1,4,4,7,2,3,4,16,4,30,4,1,7,13,837,,9,12,2,40,8,3,2,4,6,1,2,18,5,31,22,2,4,18,24,13,2,1,2,6,2,1,1,1,1,3,1,,,,,,,,,,,,,,,,,
2020-05-27,788,1332,31,34,63,1628,1074,9,8,5,564,51,64,93,3,8,393,12,25,6,6,2,272,22,6,5,50,1,15,27,7,4,7,1458,20,1,28,20,28,45,4,22,1,4,4,7,2,3,4,16,4,31,4,1,7,13,849,,9,18,2,44,9,3,2,4,6,1,2,18,5,31,22,2,4,18,26,14,2,2,2,6,2,1,1,1,1,3,1,,,,,,,,,,,,,,,,,
2020-05-28,788,1365,33,34,65,1628,1074,9,8,5,573,51,64,93,3,8,398,12,25,6,6,2,272,22,6,5,50,1,15,27,7,4,7,1466,20,1,28,20,29,45,4,22,1,4,4,7,2,3,4,16,4,31,4,1,7,13,849,,9,18,2,44,9,3,2,4,6,1,2,18,5,31,22,2,4,18,26,14,2,2,2,6,2,1,1,1,1,3,1,,,,,,,,,,,,,,,,,
2020-05-29,829,1396,34,34,66,1738,1082,9,10,5,575,51,64,96,4,8,408,13,27,6,6,2,294,22,8,5,50,1,15,27,7,4,7,1481,20,1,29,20,29,45,4,22,2,5,5,7,2,8,4,17,4,31,5,1,7,13,883,,10,18,2,45,9,3,2,4,7,1,2,21,5,33,22,2,4,18,29,15,2,2,2,6,2,1,1,2,4,3,1,,,,,,,,,,,,,,,,,
2020-05-30,829,1404,34,34,66,1738,1082,9,10,5,580,51,64,96,4,8,408,13,27,6,6,2,300,22,8,5,50,1,15,27,7,4,7,1481,20,1,31,20,29,45,4,22,2,5,5,7,2,8,4,17,4,31,5,1,7,13,883,,10,18,2,45,9,3,2,4,7,1,2,21,5,33,22,2,4,18,29,15,2,2,2,6,2,1,1,2,4,3,1,,,,,,,,,,,,,,,,,
2020-05-31,839,1414,35,35,66,1738,1082,10,10,5,585,51,64,100,4,8,408,13,27,6,6,2,300,22,8,5,50,1,15,27,7,4,7,1481,20,1,30,20,29,45,4,22,2,5,5,7,2,8,4,17,4,31,5,1,7,13,883,,10,18,2,45,9,3,2,4,7,1,2,21,5,33,22,2,4,18,29,15,2,2,2,6,2,1,1,2,4,3,1,,,,,,,,,,,,,,,,,
2020-06-01,877,1425,37,39,67,1790,1093,10,10,5,601,51,66,100,4,8,426,17,27,6,6,2,328,22,8,5,50,1,15,28,7,4,7,1502,20,1,30,22,29,44,4,23,2,5,10,7,2,8,4,18,4,31,6,1,7,14,879,0,10,20,2,45,10,4,2,4,7,1,2,21,5,33,22,2,4,18,31,16,2,2,2,6,2,1,3,2,5,3,1,,,,,,,,,,,,,,,,,
2020-06-02,877,1442,38,39,67,1790,1095,10,10,5,604,51,66,102,4,8,430,17,27,6,6,2,328,22,8,5,50,1,15,28,7,4,7,1504,20,1,30,22,30,44,4,23,2,5,10,7,2,8,4,22,4,31,6,1,7,14,883,,10,20,2,45,10,4,2,4,7,1,2,21,5,33,22,2,4,18,31,16,2,2,2,6,2,1,3,2,5,3,1,,,,,,,,,,,,,,,,,
2020-06-03,893,1485,39,35,67,1804,1098,10,10,5,616,51,67,102,4,8,433,18,29,6,6,2,336,22,8,5,50,1,15,29,8,4,8,1518,20,1,30,22,30,44,4,22,2,5,15,7,2,9,4,22,4,31,6,1,7,14,888,,11,22,2,45,9,5,2,4,7,1,2,22,5,33,22,3,4,18,31,19,2,2,2,6,2,1,3,2,5,4,1,2,,,,,,,,,,,,,,,,
2020-06-04,893,1500,39,35,69,1804,1099,10,10,5,625,51,67,102,4,8,438,18,29,6,6,2,348,22,8,5,50,1,15,29,8,4,8,1522,20,1,30,22,30,44,4,22,2,5,15,7,2,9,4,22,4,31,6,1,7,14,891,,11,22,2,45,9,5,2,4,7,1,2,22,5,33,22,3,4,18,31,19,2,2,2,6,2,1,3,2,5,4,1,2,,,,,,,,,,,,,,,,
2020-06-05,939,1537,40,35,70,1823,1100,10,10,5,635,53,68,103,4,8,444,18,30,6,6,2,369,22,8,6,51,1,15,30,9,4,7,1526,20,1,30,23,31,44,4,22,2,5,17,7,2,9,4,22,4,31,6,1,8,14,891,,12,22,2,45,9,5,2,4,7,1,2,22,5,33,22,3,4,18,30,19,2,2,2,7,2,1,4,2,5,4,1,2,,,,,,,,,,,,,,,,
2020-06-06,939,1552,40,35,70,1823,1100,10,10,5,640,53,68,103,4,8,444,18,30,6,6,2,372,22,8,6,51,1,15,30,9,4,7,1526,20,1,30,23,31,45,4,22,2,5,17,7,2,9,4,22,4,31,6,1,8,14,891,,12,22,2,45,9,5,2,4,7,1,2,22,5,33,22,3,4,18,30,19,2,2,2,7,2,1,4,2,5,4,1,2,,,,,,,,,,,,,,,,
2020-06-07,940,1562,40,35,70,1823,1100,10,10,5,654,53,68,103,4,8,444,18,30,6,6,2,372,22,8,6,51,1,15,33,9,4,7,1526,20,1,30,23,31,45,4,22,2,5,17,7,2,9,4,26,4,31,6,1,8,14,891,,12,22,2,45,9,5,2,4,7,1,2,22,5,33,22,3,4,18,30,19,2,2,2,7,2,1,4,2,5,4,1,2,,,,,,,,,,,,,,,,
2020-06-08,977,1575,40,38,74,1856,1103,10,11,5,660,54,71,103,4,8,458,20,31,6,6,3,384,23,8,6,52,1,15,33,9,4,7,1536,20,1,30,23,31,46,4,23,2,5,26,7,2,9,4,26,4,31,6,1,7,15,900,,12,25,2,46,9,5,2,4,7,1,2,22,5,33,22,3,4,18,30,19,2,2,2,9,2,1,4,2,6,4,1,4,,,,,,,,,,,,,,,,
2020-06-09,977,1587,40,38,74,1856,1103,10,11,5,689,54,71,103,4,8,459,20,31,6,6,3,394,23,8,6,52,1,15,38,9,4,7,1536,20,1,30,23,31,47,4,23,2,5,26,7,2,9,4,26,4,31,6,1,7,15,904,,12,25,2,46,9,5,2,4,7,1,2,22,5,33,22,3,4,18,30,19,2,2,2,9,2,1,4,2,6,4,1,4,,,,,,,,,,,,,,,,
2020-06-10,1003,1617,40,49,78,1852,1103,12,11,5,710,55,71,102,4,8,459,20,34,6,9,4,409,23,10,6,52,1,15,39,10,4,7,1537,20,1,31,24,32,47,4,26,2,5,27,7,2,10,4,26,4,31,6,1,7,15,917,,14,27,2,46,9,6,2,4,7,1,2,22,5,33,23,3,4,18,30,19,2,2,3,9,3,1,4,2,5,4,1,3,1,,,,,,,,,,,,,,,
2020-06-11,1003,1646,40,49,78,1852,1105,12,11,5,717,55,71,102,4,8,463,20,34,6,9,4,420,23,10,6,52,1,15,39,10,4,7,1537,20,1,31,24,32,47,4,26,2,5,27,7,2,10,4,26,4,31,6,1,7,15,917,,14,27,2,46,9,6,2,4,7,1,2,22,5,33,23,3,4,18,30,19,2,2,3,9,3,1,4,2,5,4,1,3,1,,,,,,,,,,,,,,,
2020-06-12,1045,1679,41,49,82,1857,1106,12,11,5,728,56,74,103,4,8,465,20,35,6,18,6,439,23,9,7,52,1,15,39,10,4,9,1538,21,1,31,25,33,48,4,27,2,5,39,7,2,10,4,26,4,31,6,1,7,15,924,0,14,31,2,46,9,6,2,4,7,1,2,22,5,33,23,3,4,18,30,20,2,2,3,10,3,1,4,2,5,4,1,3,1,,,,,,,,,,,,,,,
2020-06-13,1045,1711,41,49,82,1857,1106,12,11,5,739,56,74,103,4,8,465,20,35,6,18,6,439,23,9,7,52,1,15,39,10,4,9,1538,21,1,31,25,33,48,4,27,2,5,39,7,2,10,4,26,4,31,6,1,7,15,924,,14,31,2,46,9,6,2,4,7,1,2,22,5,33,23,3,4,18,30,20,2,2,3,10,3,1,4,2,5,4,1,3,1,,,,,,,,,,,,,,,
2020-06-14,1061,1733,41,49,82,1857,1106,16,11,5,745,56,74,103,4,8,465,20,36,6,18,6,439,23,9,7,52,1,15,39,10,4,9,1538,21,1,31,26,33,48,4,27,2,5,39,7,2,10,4,29,4,31,6,1,7,15,924,,14,31,2,46,9,6,2,3,7,1,2,22,5,33,23,3,4,18,30,20,2,2,3,10,3,1,4,2,5,4,1,3,1,,,,,,,,,,,,,,,
2020-06-15,1106,1750,41,51,85,1882,1109,16,13,5,764,57,80,103,4,8,473,20,38,6,96,8,461,23,9,7,52,1,15,40,10,4,14,1540,22,1,30,26,37,49,4,27,2,5,41,7,2,11,4,29,4,31,6,1,7,16,934,,15,31,2,46,9,6,3,3,7,1,2,22,5,34,23,3,4,18,30,21,2,2,3,10,3,2,4,2,6,4,1,3,1,1,,,,,,,,,,,,,,
2020-06-16,1106,1768,41,51,85,1882,1111,16,13,5,791,57,80,103,4,8,476,20,38,6,96,8,461,23,9,7,52,1,15,40,10,4,14,1543,22,1,30,26,37,49,4,27,2,5,41,7,2,11,4,29,4,31,6,1,7,16,934,,15,31,2,46,9,6,3,3,7,1,2,22,5,34,23,3,4,18,30,21,2,2,3,10,3,2,4,2,6,4,1,3,1,1,,,,,,,,,,,,,,
2020-06-17,1139,1812,42,53,88,1897,1118,17,13,5,810,58,91,103,4,9,477,24,40,6,156,10,465,23,9,7,52,1,15,41,10,4,14,1545,23,1,30,26,38,51,4,27,6,6,45,7,2,11,4,30,4,32,6,1,7,16,934,,15,31,2,46,9,6,3,3,7,1,3,22,5,34,23,3,4,18,30,21,2,2,3,10,3,3,4,2,7,4,1,3,1,1,,,,,,,,,,,,,,
2020-06-18,1150,1853,43,53,88,1897,1120,17,13,5,821,58,91,104,4,9,480,24,40,6,156,10,469,23,9,7,52,1,15,42,10,4,14,1545,23,1,30,26,38,51,4,27,6,6,45,7,2,11,4,30,4,32,6,1,7,16,940,,15,31,2,46,9,6,3,3,7,1,3,22,5,34,23,3,4,22,30,21,2,2,3,10,3,3,4,2,7,4,1,3,1,1,,,,,,,,,,,,,,
2020-06-19,1229,1890,49,57,93,1916,1122,18,13,5,846,58,103,104,4,9,485,23,47,6,167,15,485,23,9,7,52,1,15,42,10,4,16,1546,25,1,30,26,45,52,4,28,6,7,52,7,2,11,4,31,4,32,6,1,7,16,955,,16,31,2,46,9,8,3,4,7,1,3,23,6,34,24,3,4,22,30,22,2,2,3,11,3,3,4,2,8,5,1,3,1,1,,,,,,,,,,,,,,
2020-06-20,1236,1905,49,57,93,1916,1122,18,13,5,867,58,103,104,4,9,485,23,47,6,167,15,491,23,9,7,52,1,15,42,10,4,16,1546,25,1,30,26,45,52,4,28,6,7,52,7,2,11,4,31,4,32,6,1,7,16,955,,16,31,2,46,9,8,3,4,7,1,3,23,6,34,24,3,4,23,30,22,2,2,3,11,3,3,4,2,8,5,1,3,1,1,,,,,,,,,,,,,,
2020-06-21,1257,1907,49,57,93,1916,1122,18,13,5,882,58,103,104,4,9,485,23,47,6,167,15,491,23,9,7,52,1,15,42,10,4,16,1546,25,1,30,26,45,54,4,28,6,7,52,7,2,11,4,31,4,32,6,1,7,16,955,,16,31,2,46,9,8,3,4,7,1,3,23,6,34,24,3,4,23,30,22,2,2,3,11,3,3,4,2,8,5,1,3,1,1,,,,,,,,,,,,,,
2020-06-22,1310,1956,51,65,103,1926,1132,18,13,5,896,63,132,104,4,10,487,25,51,6,192,17,515,23,10,7,53,1,19,50,10,4,18,1554,25,1,30,27,50,54,4,28,6,7,59,9,2,11,4,32,4,32,6,1,7,16,968,0,16,31,3,48,10,6,3,4,7,1,3,23,6,34,24,3,4,24,30,23,2,2,3,11,3,3,4,2,9,5,1,3,1,1,10,,,,,,,,,,,,,
2020-06-23,1316,1982,51,65,103,1926,1132,18,13,5,937,63,132,105,4,10,487,25,51,6,192,17,515,23,10,7,53,1,19,50,10,4,18,1558,25,1,30,27,55,54,4,28,6,7,59,9,2,11,4,32,4,32,6,1,7,16,968,,16,31,3,48,10,6,3,4,7,1,3,23,6,34,24,3,4,24,30,23,2,2,3,11,3,3,4,2,9,5,1,3,1,1,10,,,,,,,,,,,,,
2020-06-24,1409,2060,52,66,106,1963,1137,20,13,5,974,67,156,105,4,12,489,25,54,6,220,17,543,25,10,6,53,1,26,50,10,4,18,1558,25,1,30,27,77,54,4,50,6,8,61,9,2,11,4,34,4,33,6,1,7,16,991,0,17,32,3,47,10,8,3,4,7,1,3,23,6,34,24,3,4,37,30,23,2,2,3,11,3,3,4,2,9,5,1,3,1,1,14,1,1,,,,,,,,,,,
2020-06-25,1427,2099,55,66,106,1963,1137,20,13,5,1001,67,156,105,4,12,491,25,54,6,220,17,546,25,10,6,53,1,26,50,10,4,18,1562,25,1,30,27,77,55,4,50,6,8,61,9,2,11,4,34,4,33,6,1,7,16,991,,17,32,3,47,10,8,3,4,7,1,3,23,6,34,24,3,4,37,30,23,2,2,3,11,3,3,4,2,9,5,1,3,1,1,14,1,1,,,,,,,,,,,
2020-06-26,1545,2165,55,67,124,1983,1146,24,14,5,1072,69,183,107,4,16,493,26,62,6,246,23,576,26,11,6,53,1,31,62,11,5,24,1563,29,1,31,27,98,55,4,55,6,10,66,10,2,11,4,43,7,34,7,1,7,16,1001,,19,32,3,48,10,8,3,4,7,1,3,23,6,34,26,4,4,40,30,24,2,2,3,11,3,3,4,2,9,5,1,3,1,4,15,1,1,1,,,,,,,,,,
2020-06-27,1550,2176,55,67,124,1983,1146,24,14,5,1072,69,183,107,4,16,493,26,62,6,246,23,596,26,11,6,53,1,31,62,11,5,26,1563,29,1,31,27,98,55,4,55,6,10,66,10,2,11,4,43,7,34,7,1,7,16,1001,,19,32,3,48,10,8,3,4,7,1,3,23,6,34,26,4,4,40,30,24,2,2,3,11,3,3,4,2,9,5,1,3,1,4,15,1,1,1,,,,,,,,,,
2020-06-28,1613,2284,55,67,124,1983,1146,30,14,5,1120,69,183,108,4,16,493,26,62,6,246,23,596,26,11,6,53,1,32,74,11,5,26,1563,29,1,31,27,98,55,4,55,11,10,66,10,2,11,4,43,9,34,7,1,8,16,1001,,19,32,3,48,10,8,3,4,7,1,4,23,6,34,26,4,4,40,30,24,2,2,3,11,3,3,4,2,9,5,1,3,1,5,15,1,1,1,,,,,,,,,,
2020-06-29,1722,2303,58,71,159,2006,1162,30,15,5,1260,74,222,109,4,19,497,26,69,8,256,29,630,25,11,6,53,1,39,74,13,6,31,1563,36,1,31,32,110,56,4,57,11,18,70,11,2,11,4,57,9,35,7,1,8,17,1011,,21,32,3,48,10,8,3,4,7,1,4,23,6,34,26,4,4,46,30,24,2,2,4,11,3,4,4,2,9,5,1,3,1,5,15,1,1,1,1,,,,,,,,,
2020-06-30,1722,2325,60,71,159,2006,1162,30,15,5,1260,74,233,112,4,19,497,26,69,8,256,29,646,25,11,6,53,1,39,74,13,6,31,1570,36,1,31,32,110,56,4,57,11,18,70,11,2,11,4,57,9,35,7,1,8,17,1011,,21,32,3,48,10,8,3,4,7,1,4,23,6,34,26,4,4,46,30,24,2,2,4,11,3,4,4,2,9,5,1,3,1,5,15,1,1,1,1,,,,,,,,,
2020-07-01,1870,2420,61,72,188,2008,1173,31,15,5,1368,74,242,113,4,27,499,26,74,8,263,30,670,25,13,7,53,1,39,77,13,6,34,1574,36,1,32,34,110,57,4,61,12,18,71,11,2,11,4,70,9,35,7,1,8,16,1019,,25,33,3,48,10,8,3,4,7,2,5,24,7,34,26,3,4,48,30,28,2,4,4,11,4,4,4,2,9,5,1,3,1,5,15,1,1,1,1,,,,,,,,,
2020-07-02,1870,2429,64,77,190,2008,1173,31,15,5,1368,74,261,113,4,27,502,26,74,8,263,30,709,25,13,7,53,1,39,77,13,6,34,1575,36,1,32,34,110,57,4,61,12,18,71,11,2,11,4,70,9,35,7,1,8,16,1019,,25,33,3,48,10,8,3,4,7,2,5,24,7,34,26,3,4,51,30,28,2,4,4,11,4,4,4,2,9,5,1,3,1,5,15,1,1,1,1,,,,,,,,,
2020-07-03,2066,2553,64,78,251,2015,1183,38,16,5,1564,84,261,115,4,28,502,26,79,9,267,33,759,28,13,7,53,2,45,81,15,8,39,1575,41,1,32,38,130,57,4,65,11,21,73,12,2,11,4,85,9,36,7,2,8,16,1033,,27,33,10,48,11,8,3,5,7,3,5,28,7,34,27,3,4,51,30,27,2,2,6,12,4,4,4,2,9,5,1,3,1,5,15,1,2,1,1,,,,,,,,,
2020-07-04,2111,2634,71,78,251,2015,1183,38,16,5,1564,84,261,115,4,28,502,26,79,9,267,33,759,28,13,7,53,2,45,81,15,8,39,1575,41,1,32,38,145,57,4,65,11,21,73,12,2,11,4,85,9,36,7,2,8,16,1033,,27,33,10,48,11,8,3,5,7,3,5,28,7,34,27,3,4,53,30,27,2,2,6,12,4,4,4,2,9,5,1,3,1,5,15,1,2,1,1,,,,,,,,,
2020-07-05,2205,2664,71,78,251,2015,1183,38,16,5,1564,84,261,115,4,28,502,26,79,9,267,33,759,28,13,7,53,2,45,81,15,8,39,1575,41,1,32,38,145,57,4,65,11,21,73,12,2,11,4,85,9,36,7,2,8,16,1033,,27,33,10,48,11,8,3,5,7,3,5,28,7,34,27,3,4,53,30,27,2,2,6,12,4,4,4,2,9,5,1,3,1,5,15,1,2,1,1,,,,,,,,,
2020-07-06,2349,2695,71,81,354,2016,1194,40,17,5,1750,96,309,116,4,35,510,27,82,9,278,35,825,31,16,9,53,2,52,84,18,10,46,1584,49,1,32,40,173,57,4,66,11,24,76,12,3,11,4,95,9,36,7,2,8,16,1045,,30,35,27,48,12,10,3,5,7,4,5,30,7,34,27,3,4,53,30,28,2,2,10,12,10,5,4,3,9,5,1,3,1,5,16,1,2,1,1,2,1,,,,,,,
2020-07-07,2356,2728,76,81,354,2016,1194,40,17,5,1750,96,317,117,4,35,510,27,82,9,278,35,844,31,16,9,53,2,52,84,18,10,46,1584,49,1,32,40,173,57,4,66,11,24,76,12,3,11,4,95,9,36,7,2,8,16,1045,,30,35,27,48,12,10,3,5,7,4,5,30,7,34,27,3,4,55,30,28,2,2,10,12,10,5,4,3,9,5,1,3,1,5,16,1,2,1,1,2,1,,,,,,,
2020-07-08,2565,2781,82,90,377,2021,1200,43,16,5,1922,101,325,117,5,36,511,27,83,9,294,34,890,33,17,9,53,2,55,88,22,12,52,1586,53,1,33,42,190,58,5,64,12,25,77,15,3,11,4,101,11,38,7,2,9,16,1048,,35,35,27,48,12,12,3,5,7,4,5,30,7,34,28,3,4,57,30,29,2,2,11,12,11,6,4,3,9,5,2,4,1,5,17,1,2,1,2,3,1,,,,,,,
2020-07-09,2633,2883,82,90,377,2021,1200,43,16,5,1922,103,332,117,5,36,515,27,83,9,294,34,918,33,17,9,53,2,55,88,22,12,52,1595,53,1,33,42,190,62,5,64,12,25,77,15,3,11,4,101,11,38,7,2,9,16,1048,,35,35,27,48,12,12,3,5,7,4,5,30,7,34,28,3,4,57,30,29,2,2,11,12,11,6,4,3,9,5,2,4,1,5,17,1,2,1,2,3,1,,,,,,,
2020-07-10,2804,2930,92,90,415,2028,1232,47,17,5,2074,121,337,117,11,39,523,27,89,10,301,39,964,37,26,10,53,2,66,92,28,15,57,1604,58,1,34,42,215,63,5,66,13,26,79,22,3,11,4,115,12,38,7,2,9,17,1082,,44,35,28,48,12,15,3,5,7,4,6,34,8,34,30,3,7,61,32,31,2,2,13,19,11,8,4,3,9,5,2,5,1,6,17,1,2,1,3,6,4,1,1,,,,,
2020-07-11,2857,3032,92,90,415,2028,1232,47,17,5,2074,123,337,117,11,39,523,27,89,10,301,39,990,37,26,10,53,2,66,92,28,15,57,1604,58,1,34,42,215,63,5,66,13,26,79,22,3,11,4,115,12,38,7,2,9,17,1082,,44,35,28,48,12,15,3,5,7,4,6,34,8,34,30,3,7,62,32,31,2,2,13,19,11,8,4,3,9,5,2,5,1,6,17,1,2,1,3,6,4,1,1,,,,,
2020-07-12,2967,3143,92,90,415,2028,1232,53,17,5,2074,127,337,117,13,47,523,27,89,12,301,39,990,38,32,10,55,2,81,92,28,15,57,1604,58,1,34,42,215,63,5,66,14,27,83,22,3,11,4,115,21,38,7,2,9,18,1082,,45,35,32,48,12,15,3,5,9,4,6,34,8,34,30,3,10,63,32,31,2,2,13,19,11,8,4,3,9,5,2,5,1,6,18,2,6,1,3,13,4,1,3,2,1,,,
2020-07-13,3160,3169,105,96,456,2039,1248,57,18,5,2422,141,355,123,13,54,532,27,93,10,316,43,1048,37,48,13,56,2,90,96,29,20,62,1605,67,2,36,42,241,63,5,75,16,27,88,24,3,11,4,119,21,38,7,3,9,18,1097,,57,36,33,48,12,20,3,6,9,4,6,35,8,34,34,3,10,66,32,31,2,2,21,23,15,16,4,3,10,5,2,5,1,8,18,2,6,1,4,13,4,2,4,2,1,,,
2020-07-14,3160,3206,107,96,456,2039,1248,57,18,5,2422,141,364,124,13,56,533,27,93,10,316,43,1066,38,48,13,56,2,95,97,29,20,62,1608,67,2,36,42,241,63,5,75,16,27,88,24,3,11,4,119,21,38,7,3,9,19,1097,,57,36,33,48,12,20,3,6,9,4,6,35,8,34,34,3,10,67,32,31,2,2,21,23,15,16,4,3,10,5,2,5,1,8,18,2,6,1,4,13,4,2,4,2,1,,,
2020-07-15,3370,3391,114,104,490,2046,1264,57,19,5,2595,143,371,124,16,56,536,27,96,10,328,46,1092,39,49,14,57,2,99,98,30,20,67,1613,69,2,38,45,255,66,5,76,22,27,90,26,3,11,4,126,21,38,7,3,9,19,1105,,67,38,34,50,12,22,3,6,9,4,7,35,8,34,36,3,10,71,32,34,2,2,20,23,14,18,5,3,10,5,3,8,1,8,19,2,7,1,4,13,5,4,4,3,3,,,
2020-07-16,3422,3411,115,104,490,2046,1264,57,19,5,2595,142,374,126,16,56,543,27,96,10,328,46,1109,39,49,14,57,2,102,101,30,20,67,1620,69,2,38,45,255,68,5,76,22,27,90,26,3,11,4,126,21,38,7,3,9,19,1105,,67,38,34,50,12,22,3,6,9,4,7,35,8,34,36,3,10,71,32,34,2,2,20,23,14,18,5,3,10,5,3,8,1,8,19,2,7,1,4,13,5,4,4,3,3,,,
2020-07-17,3654,3603,124,115,504,2053,1274,60,21,6,2790,155,382,126,22,58,550,28,98,11,332,49,1146,41,62,12,60,2,108,104,33,22,74,1624,74,2,39,49,268,74,5,86,24,27,97,27,3,11,5,139,21,39,7,3,10,19,1105,,80,38,35,52,12,31,3,6,9,5,7,35,9,36,39,5,12,75,35,36,2,4,22,24,14,22,5,3,10,5,3,8,2,10,20,2,7,1,4,14,5,5,4,4,2,,,
2020-07-18,3667,3610,124,115,504,2053,1274,62,21,6,2790,157,382,126,22,58,550,28,98,11,332,49,1159,41,62,12,60,2,108,104,33,22,74,1624,74,2,39,49,268,75,5,86,24,27,97,27,3,11,5,139,21,39,7,3,10,19,1105,,80,38,35,52,12,31,3,6,9,5,7,35,9,36,39,5,12,76,35,36,2,4,22,24,14,22,5,3,10,5,3,8,2,10,20,2,7,1,4,14,5,5,4,4,2,,,
2020-07-19,3744,3748,124,115,504,2053,1274,62,21,6,2790,161,382,126,22,58,550,28,98,11,332,49,1159,41,62,12,60,2,108,104,33,22,74,1624,74,2,39,49,268,75,5,86,24,27,97,27,3,11,5,139,21,39,7,3,10,19,1105,,80,38,35,52,12,31,3,6,9,5,7,35,9,36,39,5,12,78,35,36,2,4,22,24,14,22,5,3,10,5,3,8,2,10,20,2,7,1,4,14,5,5,4,4,2,,,
2020-07-20,3933,3825,139,118,537,2061,1306,63,23,6,3162,175,398,130,22,62,570,32,102,11,351,51,1205,44,72,13,61,2,119,109,34,26,84,1628,102,2,40,50,301,77,5,92,29,27,118,34,3,11,5,145,21,40,7,3,11,20,1121,,90,38,39,52,16,32,3,6,9,7,7,35,9,38,42,5,16,78,36,38,2,6,21,25,14,24,5,3,10,5,3,7,2,10,24,2,7,1,4,14,5,5,5,4,2,,,
2020-07-21,3933,3844,139,118,537,2061,1306,64,23,6,3162,175,405,130,22,62,576,32,102,11,351,51,1205,44,72,13,61,2,119,117,34,26,84,1646,102,2,40,50,301,79,5,92,29,27,118,34,3,11,5,145,21,40,7,3,11,20,1121,,90,38,39,52,16,32,3,6,9,7,7,35,9,38,42,5,16,78,36,38,2,6,21,25,14,24,5,3,10,5,3,7,2,11,24,2,7,1,4,14,5,5,5,4,2,,,
2020-07-22,4158,3937,144,124,552,2065,1333,64,25,6,3368,179,411,131,22,65,586,34,103,11,360,49,1237,44,72,13,62,2,129,118,33,26,92,1652,106,2,40,50,312,81,5,103,28,27,118,36,3,13,5,160,21,38,7,4,11,21,1149,,99,38,39,53,17,32,3,6,9,7,7,35,9,38,44,6,16,78,37,41,2,6,21,25,14,25,5,3,10,5,3,7,2,12,23,2,7,1,5,14,5,5,4,5,3,1,,
