,Washington,Jackson,Klamath,Douglas,Marion,Multnomah,Deschutes,Linn,Polk,Umatilla,Clackamas,Yamhill,Benton,Lane,Grant,Union,Josephine,Hood River,Clatsop,Lincoln,Tillamook,Wasco,Columbia,Morrow,Malheur,Wallowa,Crook,Sherman,Curry,Coos,Jefferson,Harney,Baker,Lake,Gilliam,Wheeler,Unknown
2021-01-26,19370,7234,2568,1805,16840,29403,5283,3229,2599,7028,12186,3338,1846,8850,217,1158,1868,994,718,1044,373,1127,1082,968,3217,100,669,48,327,1021,1739,190,583,260,53,20,
2021-01-27,19476,7267,2581,1814,16951,29512,5303,3250,2622,7058,12251,3356,1855,8900,217,1161,1884,999,722,1045,374,1129,1090,973,3233,100,676,48,327,1029,1746,191,587,263,53,20,
2021-01-28,19550,7291,2597,1834,17036,29676,5339,3263,2632,7082,12310,3366,1868,8971,217,1163,1906,1004,727,1051,374,1140,1093,974,3241,100,679,48,327,1055,1750,193,587,266,53,20,
2021-01-29,19687,7416,2611,1843,17117,29799,5378,3289,2659,7115,12410,3388,1891,9033,217,1168,1925,1009,732,1061,377,1150,1103,979,3250,100,682,49,329,1070,1766,195,589,267,53,22,
2021-01-30,19769,7456,2634,1850,17181,29920,5403,3305,2684,7150,12469,3399,1899,9091,217,1173,1954,1012,732,1066,378,1159,1116,986,3259,100,689,49,330,1086,1774,195,589,268,53,22,
2021-01-31,19769,7456,2634,1850,17181,29920,5403,3305,2684,7150,12469,3399,1899,9091,217,1173,1954,1012,732,1066,378,1159,1116,986,3259,100,689,49,330,1086,1774,195,589,268,53,22,
2021-02-01,19895,7501,2638,1864,17317,30097,5434,3335,2717,7167,12562,3425,1917,9195,218,1181,1989,1019,732,1069,379,1168,1116,990,3261,102,692,49,333,1105,1777,195,589,270,53,22,
2021-02-02,19961,7553,2655,1878,17359,30234,5450,3342,2740,7191,12616,3435,1931,9226,218,1190,2012,1023,740,1073,381,1173,1119,990,3266,105,695,52,335,1115,1782,198,591,274,53,22,
2021-02-03,20023,7594,2659,1897,17424,30278,5468,3363,2766,7222,12655,3475,1963,9316,217,1197,2033,1024,745,1080,381,1177,1120,991,3271,108,702,52,336,1131,1788,202,596,276,53,22,
2021-02-04,20106,7641,2665,1919,17497,30416,5484,3375,2773,7277,12701,3492,1995,9383,217,1203,2052,1026,745,1086,383,1181,1127,991,3272,113,702,52,337,1147,1801,206,599,283,53,22,
2021-02-05,20199,7673,2669,1946,17626,30540,5509,3395,2787,7307,12743,3515,2013,9461,217,1215,2069,1028,751,1095,383,1185,1136,994,3293,114,710,52,342,1166,1817,214,600,298,53,22,
2021-02-06,20254,7712,2680,1964,17681,30627,5538,3411,2805,7337,12792,3533,2036,9521,217,1220,2096,1028,756,1100,383,1190,1139,994,3297,117,715,52,345,1178,1824,215,602,307,53,22,
2021-02-07,20301,7734,2680,1974,17722,30688,5568,3419,2820,7350,12819,3549,2042,9546,217,1221,2103,1029,756,1105,383,1193,1142,997,3298,117,720,52,354,1189,1830,217,603,309,53,22,
2021-02-08,20349,7742,2680,1985,17745,30756,5572,3424,2827,7355,12846,3566,2048,9575,217,1222,2111,1029,756,1107,385,1195,1145,997,3298,118,721,52,355,1204,1831,217,605,309,53,22,
2021-02-09,20390,7764,2689,2001,17798,30830,5577,3433,2845,7384,12909,3577,2068,9611,218,1227,2125,1039,758,1107,386,1201,1148,1000,3299,127,721,52,358,1212,1837,235,609,322,53,22,
2021-02-10,20441,7788,2695,2054,17837,30949,5615,3442,2861,7393,12947,3588,2083,9651,219,1231,2142,1042,759,1107,388,1204,1152,1001,3299,127,723,52,358,1227,1851,235,611,328,53,22,
2021-02-11,20497,7832,2701,2100,17869,31021,5640,3465,2878,7420,12978,3612,2118,9708,220,1235,2154,1043,760,1109,390,1208,1164,1007,3299,131,734,52,362,1243,1867,240,611,339,53,22,
2021-02-12,20547,7861,2711,2116,17929,31067,5671,3478,2891,7438,13018,3624,2151,9755,220,1238,2171,1045,761,1114,391,1209,1167,1011,3298,133,740,52,367,1250,1877,243,611,346,53,22,
2021-02-13,20599,7893,2714,2140,17958,31137,5692,3491,2908,7453,13040,3637,2171,9805,220,1243,2185,1047,761,1115,393,1210,1177,1015,3301,134,743,52,368,1270,1882,243,612,350,53,22,
2021-02-14,20628,7904,2721,2157,17975,31182,5714,3497,2911,7458,13052,3643,2175,9836,220,1244,2192,1047,761,1116,393,1212,1176,1016,3301,134,746,52,368,1281,1884,248,612,350,53,22,
2021-02-15,20657,7911,2722,2170,17981,31204,5738,3499,2914,7461,13060,3649,2181,9861,220,1249,2196,1047,761,1116,393,1212,1177,1016,3302,134,747,52,371,1281,1888,252,612,355,53,22,
2021-02-16,20678,7953,2724,2207,18005,31340,5746,3505,2920,7465,13100,3654,2196,9882,220,1249,2209,1047,761,1117,393,1213,1178,1016,3302,137,749,52,374,1292,1891,253,614,358,53,22,
2021-02-17,20698,8004,2729,2247,18030,31344,5795,3513,2935,7475,13114,3671,2198,9919,221,1257,2213,1051,763,1117,398,1213,1180,1018,3317,139,751,52,374,1301,1900,262,619,364,53,22,
2021-02-18,20751,8027,2737,2272,18075,31406,5812,3518,2948,7496,13144,3685,2220,9960,221,1259,2226,1052,764,1118,401,1217,1186,1020,3320,139,760,52,378,1309,1912,263,623,367,53,22,
2021-02-19,20804,8078,2747,2292,18117,31465,5822,3527,2963,7508,13172,3698,2240,9994,221,1263,2247,1054,764,1119,402,1218,1198,1026,3326,141,760,52,386,1335,1917,266,625,368,53,22,
2021-02-20,20866,8115,2752,2312,18171,31526,5839,3533,2978,7580,13196,3716,2248,10033,221,1264,2266,1057,766,1120,403,1218,1208,1031,3331,142,765,52,394,1347,1918,266,629,373,53,22,
2021-02-21,20867,8117,2753,2333,18183,31534,5849,3534,2981,7581,13198,3717,2252,10046,221,1264,2267,1057,766,1121,403,1218,1217,1031,3331,142,765,52,397,1356,1921,266,629,374,53,22,
2021-02-22,20898,8160,2753,2346,18209,31614,5860,3536,2993,7581,13223,3730,2260,10057,221,1265,2267,1058,766,1121,404,1218,1220,1032,3331,142,765,52,407,1374,1925,268,634,374,53,22,
2021-02-23,20962,8198,2765,2375,18246,31669,5893,3544,3006,7600,13260,3739,2278,10096,222,1269,2288,1060,770,1123,406,1218,1232,1036,3336,142,771,52,410,1385,1934,272,639,374,53,22,
2021-02-24,21001,8224,2768,2402,18279,31726,5922,3549,3016,7614,13289,3749,2303,10127,222,1271,2303,1061,776,1125,409,1219,1241,1041,3339,142,779,53,411,1401,1941,271,646,374,53,22,
2021-02-25,21060,8299,2774,2428,18335,31799,5922,3565,3029,7631,13310,3763,2318,10172,222,1275,2316,1063,776,1128,412,1220,1243,1044,3343,142,779,53,416,1425,1950,272,648,374,53,22,
2021-02-26,21099,8315,2784,2447,18373,31844,5934,3577,3039,7639,13328,3771,2325,10200,222,1281,2328,1064,775,1128,414,1220,1248,1046,3344,142,775,53,424,1440,1951,273,650,374,53,22,
2021-02-27,21170,8377,2789,2463,18416,31853,5946,3586,3053,7651,13357,3773,2335,10224,222,1284,2337,1068,775,1131,414,1221,1261,1047,3350,142,775,53,426,1482,1955,273,656,375,53,22,
2021-02-28,21211,8395,2791,2474,18468,31877,5952,3590,3064,7659,13380,3783,2344,10258,223,1284,2340,1069,775,1132,414,1221,1265,1049,3351,142,775,53,429,1491,1958,273,656,376,53,22,
2021-03-01,21268,8407,2791,2485,18486,31971,5956,3591,3069,7660,13399,3787,2344,10287,223,1284,2344,1069,775,1133,414,1221,1270,1049,3351,142,775,53,429,1497,1960,273,659,376,53,22,
2021-03-02,21287,8448,2796,2505,18513,31971,5962,3597,3069,7671,13410,3789,2348,10311,223,1285,2361,1069,775,1136,417,1221,1271,1050,3351,142,776,53,429,1500,1962,275,661,378,54,22,
2021-03-03,21314,8489,2798,2527,18541,32028,5975,3601,3073,7678,13426,3795,2348,10325,225,1295,2365,1069,777,1136,421,1221,1274,1049,3353,142,776,53,429,1524,1966,277,663,378,54,22,
2021-03-04,21345,8525,2805,2550,18579,32028,6001,3609,3077,7696,13449,3796,2356,10343,227,1303,2387,1070,778,1137,422,1221,1277,1050,3354,143,780,53,431,1545,1976,277,666,382,54,22,
2021-03-05,21364,8543,2809,2574,18600,32089,6016,3613,3085,7707,13449,3801,2360,10357,230,1305,2390,1070,779,1137,426,1221,1277,1050,3358,144,781,53,436,1576,1976,277,673,383,54,22,
2021-03-06,21377,8569,2816,2592,18625,32089,6027,3613,3088,7709,13456,3801,2366,10373,230,1305,2400,1071,779,1139,430,1222,1277,1050,3363,144,781,53,438,1591,1976,278,676,383,54,22,
2021-03-07,21400,8582,2817,2604,18640,32089,6035,3620,3096,7709,13482,3816,2377,10388,230,1305,2405,1072,779,1140,434,1222,1278,1051,3365,144,781,53,446,1595,1979,278,676,386,54,22,
2021-03-08,21460,8604,2819,2626,18662,32138,6042,3626,3099,7709,13507,3822,2384,10404,230,1305,2410,1073,779,1141,434,1222,1280,1051,3365,144,781,53,447,1599,1979,278,676,386,54,22,
2021-03-09,21507,8654,2834,2640,18723,32138,6053,3640,3107,7726,13551,3828,2396,10421,230,1312,2436,1073,779,1145,442,1222,1285,1052,3367,144,782,53,458,1626,1983,278,680,388,54,22,
2021-03-10,21546,8672,2836,2652,18753,32231,6071,3643,3107,7732,13566,3839,2404,10435,235,1314,2454,1073,782,1146,442,1224,1289,1053,3369,144,784,53,459,1644,1986,278,680,388,54,22,
2021-03-11,21580,8709,2844,2673,18782,32231,6089,3647,3114,7745,13603,3839,2411,10443,236,1328,2467,1073,783,1147,443,1228,1292,1053,3370,144,786,53,464,1658,1988,278,684,388,54,22,
2021-03-12,21625,8734,2855,2691,18816,32385,6097,3658,3121,7748,13647,3846,2430,10458,240,1332,2490,1074,785,1152,448,1228,1294,1053,3371,144,786,53,469,1679,1990,278,687,390,54,22,
2021-03-13,21670,8764,2870,2704,18850,32385,6111,3663,3125,7757,13693,3846,2432,10470,243,1338,2511,1074,789,1154,453,1230,1296,1053,3373,144,786,53,474,1692,1990,278,689,390,54,23,
2021-03-14,21709,8785,2870,2708,18875,32393,6120,3674,3128,7757,13711,3848,2440,10474,248,1338,2518,1074,789,1154,454,1231,1299,1054,3373,144,786,53,482,1703,1990,278,690,390,54,23,
2021-03-15,21742,8807,2881,2713,18879,32503,6119,3675,3135,7757,13731,3853,2445,10485,248,1338,2521,1074,789,1155,454,1231,1298,1054,3374,144,786,53,483,1716,1992,279,691,390,54,23,
2021-03-16,21759,8820,2888,2726,18914,32503,6134,3680,3140,7775,13759,3853,2448,10495,251,1338,2539,1074,789,1158,457,1232,1298,1054,3374,144,788,53,488,1719,1994,280,691,392,54,23,
2021-03-17,21786,8841,2890,2735,18938,32564,6136,3686,3141,7788,13770,3861,2454,10509,257,1338,2555,1074,796,1161,459,1232,1300,1055,3377,144,789,53,489,1729,1996,282,692,392,54,25,
2021-03-18,21811,8882,2895,2751,18982,32564,6147,3696,3145,7795,13788,3864,2470,10520,256,1343,2581,1074,798,1168,462,1234,1300,1055,3379,145,794,53,494,1751,1997,282,695,392,54,25,
2021-03-19,21850,8913,2904,2762,19009,32663,6161,3706,3150,7809,13829,3872,2476,10538,259,1343,2612,1074,802,1176,462,1235,1301,1055,3382,145,793,53,508,1774,2000,283,697,393,54,25,
2021-03-20,21884,8944,2907,2773,19037,32663,6163,3722,3152,7816,13867,3872,2491,10556,259,1346,2636,1075,807,1178,465,1236,1302,1055,3384,145,796,53,514,1790,2001,283,698,393,54,25,
2021-03-21,21914,8955,2907,2781,19076,32668,6173,3734,3155,7816,13889,3872,2499,10564,262,1348,2650,1076,807,1178,465,1236,1308,1055,3384,145,796,53,514,1795,2002,283,699,394,54,25,
2021-03-22,21918,8960,2916,2791,19099,32779,6178,3738,3156,7816,13918,3878,2507,10579,262,1348,2660,1076,807,1179,469,1236,1311,1055,3385,145,796,53,522,1803,2004,283,699,395,54,25,
2021-03-23,21974,8987,2927,2798,19120,32814,6201,3742,3162,7826,13947,3884,2509,10595,263,1351,2677,1078,807,1184,472,1237,1313,1055,3385,145,798,53,526,1806,2005,283,702,396,54,25,
2021-03-24,22002,9033,2927,2803,19157,32866,6223,3751,3167,7833,13986,3889,2519,10620,266,1354,2691,1079,816,1188,477,1237,1321,1055,3388,145,798,53,527,1818,2006,283,708,396,54,25,
2021-03-25,22055,9056,2936,2816,19206,32930,6244,3768,3175,7844,14027,3895,2520,10636,266,1355,2714,1080,825,1192,481,1240,1328,1055,3389,145,799,53,533,1830,2006,283,718,399,54,25,
2021-03-26,22115,9084,2942,2826,19233,33039,6269,3779,3189,7851,14099,3905,2534,10661,270,1356,2729,1081,830,1194,489,1240,1337,1055,3392,146,801,53,533,1845,2007,285,721,399,54,25,
2021-03-27,22179,9131,2964,2837,19263,33039,6293,3782,3194,7859,14144,3907,2543,10680,271,1360,2748,1084,832,1197,495,1242,1346,1062,3392,147,803,53,536,1855,2008,285,728,399,54,25,
2021-03-28,22214,9149,2978,2849,19279,33042,6302,3786,3196,7859,14175,3917,2548,10699,272,1363,2759,1084,832,1198,497,1243,1353,1061,3392,147,803,53,536,1862,2011,285,730,399,54,25,
2021-03-29,22214,9159,2978,2861,19298,33164,6316,3802,3202,7859,14200,3928,2557,10718,272,1368,2766,1084,836,1204,500,1243,1356,1061,3392,147,803,53,536,1869,2011,287,733,400,54,25,
2021-03-30,22288,9191,2989,2879,19315,33164,6327,3810,3214,7868,14244,3930,2569,10729,275,1369,2772,1084,836,1205,505,1243,1364,1062,3397,149,809,53,543,1874,2012,288,743,403,54,25,
2021-03-31,22334,9224,3003,2884,19341,33248,6341,3828,3223,7871,14304,3935,2582,10764,281,1372,2789,1084,838,1208,509,1243,1374,1062,3398,149,811,53,545,1881,2012,289,750,404,54,25,
2021-04-01,22382,9297,3025,2901,19379,33314,6370,3847,3235,7871,14340,3943,2592,10795,288,1376,2818,1084,845,1210,522,1243,1390,1062,3399,149,813,53,550,1888,2014,289,757,404,54,25,
2021-04-02,22431,9321,3044,2915,19417,33425,6396,3861,3251,7878,14365,3956,2596,10838,288,1382,2829,1084,847,1220,523,1243,1403,1062,3401,150,818,53,557,1900,2017,294,765,405,54,25,
2021-04-03,22482,9357,3073,2918,19453,33485,6426,3878,3262,7884,14431,3968,2603,10877,289,1386,2841,1085,847,1226,528,1244,1413,1063,3401,150,821,53,560,1900,2019,294,778,406,54,25,
2021-04-04,22526,9381,3086,2926,19481,33569,6456,3890,3275,7884,14490,3974,2608,10907,291,1390,2853,1085,848,1230,531,1245,1420,1064,3402,151,821,53,562,1903,2022,294,779,406,54,25,
2021-04-05,22526,9400,3086,2937,19510,33712,6470,3907,3289,7884,14490,3991,2611,10935,292,1390,2864,1086,850,1235,533,1246,1437,1064,3403,151,822,53,562,1903,2022,294,779,406,54,25,
2021-04-06,22625,9433,3107,2944,19547,33712,6504,3924,3298,7893,14574,3991,2621,10976,300,1394,2872,1088,851,1238,541,1247,1441,1064,3407,151,823,54,564,1912,2024,297,783,406,54,25,
2021-04-07,22686,9458,3118,2955,19577,33776,6535,3945,3307,7898,14626,3998,2630,11016,300,1395,2888,1089,854,1241,545,1250,1453,1067,3410,154,824,56,564,1917,2025,298,787,408,54,25,
2021-04-08,22756,9546,3160,2969,19623,33878,6581,3965,3321,7904,14691,4007,2632,11062,307,1396,2915,1094,860,1249,553,1251,1463,1068,3410,154,828,56,567,1924,2030,298,790,407,55,25,
2021-04-09,22834,9570,3185,2976,19655,33969,6633,3982,3332,7914,14741,4010,2635,11109,331,1398,2934,1095,866,1258,556,1252,1470,1068,3412,155,828,56,574,1924,2034,299,794,409,55,25,
2021-04-10,22931,9625,3233,2985,19713,34095,6706,3998,3343,7917,14821,4019,2646,11173,334,1402,2954,1099,866,1261,562,1258,1486,1068,3415,155,836,56,575,1928,2036,300,800,409,55,25,
2021-04-11,22964,9647,3268,2993,19759,34192,6741,4008,3354,7917,14891,4028,2653,11219,341,1403,2961,1099,867,1268,564,1258,1495,1069,3416,156,839,56,575,1934,2043,300,801,409,55,25,
2021-04-12,22966,9657,3269,2999,19802,34326,6759,4024,3357,7917,14930,4039,2655,11255,341,1403,2974,1099,873,1274,567,1261,1500,1070,3416,156,839,56,575,1935,2047,300,807,409,55,25,
