,Hillsborough,Manatee,Santa Rosa,Broward,Lee,Charlotte,Okaloosa,Volusia,Alachua,Collier,Nassau,Pasco,Pinellas,Miami-Dade,St. Johns,Clay,Duval,Palm Beach,Sarasota,Seminole,Orange,Osceola,Baker,Citrus,Escambia,Lake,Brevard,Polk,Leon,Sumter,Walton,Hernando,Indian River,Jackson,Martin,Monroe,Bay,Highlands,Marion,Putnam,St. Lucie,Bradford,Columbia,DeSoto,Flagler,Unknown,Gadsden,Washington,Levy,Suwannee,Hendry,Glades,Wakulla,Holmes,Calhoun,Union,Gulf,Hardee,Madison,Okeechobee,Franklin,Dixie,Jefferson,Hamilton,Gilchrist,Taylor,Lafayette,Liberty
2021-04-26,133429,37699,18087,233624,68359,12587,20304,42292,24482,34948,8242,40168,78084,479425,22254,18281,96587,141745,32115,33255,134776,43483,3468,10886,35755,28949,40432,66692,31255,9208,7707,13547,12340,6144,12101,6842,19917,8352,30479,6384,25741,2979,8057,4264,7148,3494,5620,2711,3372,5312,4657,948,3385,2234,1686,1808,1947,3080,2048,3942,1309,1591,1474,1621,1589,2710,1613,1065
2021-04-27,133855,37798,18095,234243,68620,12624,20326,42377,24518,35037,8269,40308,78241,480482,22294,18318,96749,142051,32191,33365,135127,43628,3471,10918,35790,29027,40538,66922,31347,9220,7712,13598,12355,6151,12128,6852,19939,8377,30538,6395,25805,2986,8063,4270,7161,3492,5626,2716,3381,5316,4664,948,3394,2235,1686,1812,1949,3083,2048,3945,1309,1595,1478,1621,1592,2712,1614,1065
2021-04-28,134284,37900,18109,234699,68884,12658,20354,42503,24564,35128,8290,40434,78420,481396,22323,18346,96927,142454,32273,33457,135543,43772,3472,10931,35837,29140,40660,67107,31403,9234,7717,13640,12374,6165,12137,6867,19956,8398,30615,6413,25885,2990,8071,4275,7172,3497,5628,2716,3386,5318,4673,949,3397,2236,1686,1814,1950,3097,2049,3949,1314,1602,1479,1621,1599,2717,1615,1069
2021-04-29,134761,38028,18128,235335,69160,12691,20390,42617,24607,35229,8300,40556,78647,482442,22357,18374,97106,142827,32343,33583,135931,43924,3476,10949,35890,29228,40780,67355,31480,9249,7729,13684,12389,6169,12166,6882,19978,8419,30677,6427,25951,2994,8081,4283,7191,3500,5634,2718,3396,5319,4692,950,3405,2237,1688,1814,1951,3102,2050,3964,1315,1602,1480,1623,1599,2718,1615,1069
2021-04-30,135278,38128,18141,235971,69445,12716,20417,42709,24635,35358,8310,40692,78803,483370,22392,18413,97248,143127,32385,33689,136326,44050,3480,10978,35929,29290,40904,67607,31565,9263,7736,13726,12416,6173,12183,6898,20008,8441,30759,6436,26025,2998,8086,4299,7197,3497,5642,2719,3405,5319,4701,951,3412,2240,1688,1815,1954,3111,2050,3974,1315,1602,1485,1623,1601,2720,1616,1070
2021-05-01,135705,38237,18159,236592,69650,12750,20447,42824,24678,35451,8329,40808,78971,484513,22434,18467,97495,143469,32479,33775,136672,44174,3484,11007,35962,29369,41041,67819,31655,9270,7739,13768,12438,6180,12215,6916,20028,8457,30845,6444,26094,2999,8093,4301,7220,3454,5646,2722,3410,5321,4703,952,3414,2241,1688,1817,1954,3117,2050,3977,1315,1605,1485,1624,1604,2720,1616,1071
2021-05-02,136014,38303,18163,237067,69836,12775,20461,42904,24701,35525,8332,40895,79072,485299,22463,18492,97619,143707,32545,33833,136966,44302,3487,11023,35984,29429,41119,67979,31698,9281,7748,13813,12445,6179,12229,6924,20040,8470,30913,6449,26153,3004,8096,4307,7230,3393,5651,2724,3412,5323,4708,952,3419,2242,1688,1818,1956,3122,2052,3985,1315,1606,1490,1625,1605,2721,1616,1073
2021-05-03,136217,38355,18168,237510,69973,12795,20478,42960,24717,35575,8341,40984,79146,486024,22493,18509,97719,143902,32576,33885,137156,44381,3491,11036,36015,29468,41183,68114,31707,9294,7759,13844,12457,6183,12236,6931,20054,8482,30949,6457,26197,3005,8098,4310,7245,3336,5653,2725,3416,5326,4709,952,3423,2242,1688,1819,1958,3123,2053,3988,1316,1606,1490,1625,1605,2722,1617,1074
2021-05-04,136507,38428,18176,237924,70144,12815,20501,43032,24744,35625,8351,41088,79236,486807,22517,18536,97852,144067,32599,33949,137433,44477,3491,11052,36050,29526,41251,68224,31797,9307,7770,13880,12472,6192,12271,6938,20114,8495,30993,6474,26243,3010,8105,4314,7268,3293,5662,2729,3429,5329,4713,952,3427,2245,1689,1821,1960,3125,2056,3994,1316,1606,1490,1625,1607,2722,1618,1074
2021-05-05,136897,38541,18197,238386,70339,12836,20525,43124,24766,35725,8360,41197,79355,487543,22573,18562,98008,144354,32666,34018,137734,44565,3494,11079,36081,29593,41350,68433,31887,9312,7776,13927,12487,6203,12293,6946,20135,8520,31052,6488,26310,3013,8119,4324,7282,3296,5665,2730,3432,5332,4717,954,3437,2250,1693,1823,1960,3132,2057,4000,1317,1607,1490,1626,1610,2725,1619,1074
2021-05-06,137314,38640,18206,238834,70518,12875,20548,43222,24795,35789,8372,41342,79544,488302,22622,18595,98143,144613,32748,34094,138097,44687,3497,11093,36110,29661,41443,68632,31937,9331,7788,13966,12502,6210,12312,6956,20176,8531,31111,6498,26389,3013,8125,4334,7294,3298,5668,2731,3441,5333,4727,956,3443,2257,1693,1823,1965,3134,2060,4011,1319,1608,1491,1626,1612,2727,1619,1074
2021-05-07,137651,38711,18228,239249,70688,12907,20565,43351,24842,35866,8388,41431,79657,489013,22656,18647,98282,144890,32808,34169,138413,44768,3498,11118,36137,29736,41545,68800,31984,9341,7800,14001,12531,6216,12336,6960,20213,8551,31181,6509,26470,3016,8136,4337,7309,3301,5680,2731,3448,5337,4730,958,3449,2257,1693,1825,1966,3145,2063,4016,1322,1609,1491,1626,1612,2733,1619,1074
2021-05-08,137950,38785,18246,239602,70938,12934,20577,43430,24871,35941,8397,41555,79767,489838,22687,18675,98417,145124,32862,34230,138734,44867,3499,11134,36164,29808,41637,68925,32042,9345,7805,14046,12545,6226,12355,6972,20230,8579,31219,6518,26531,3018,8139,4341,7321,3294,5686,2733,3452,5337,4741,958,3455,2259,1694,1826,1966,3156,2069,4021,1324,1611,1491,1627,1613,2735,1619,1074
2021-05-09,138161,38828,18255,239941,71110,12957,20596,43499,24892,36010,8406,41638,79881,490498,22718,18711,98524,145329,32922,34274,138988,44960,3500,11154,36191,29856,41704,69056,32091,9352,7808,14070,12567,6228,12369,6983,20250,8594,31251,6530,26578,3018,8142,4344,7331,3249,5691,2734,3455,5337,4744,958,3462,2260,1695,1828,1967,3159,2069,4024,1328,1612,1492,1628,1613,2735,1619,1074
2021-05-10,138312,38879,18264,240143,71241,12973,20608,43553,24915,36044,8413,41687,79947,491027,22742,18740,98611,145483,32954,34325,139135,45010,3503,11162,36212,29885,41767,69142,32101,9356,7812,14087,12576,6230,12384,6988,20260,8600,31281,6534,26605,3018,8147,4346,7339,3237,5691,2734,3461,5340,4746,958,3463,2262,1695,1829,1966,3165,2069,4029,1329,1613,1494,1628,1613,2737,1619,1075
2021-05-11,138598,38982,18266,240479,71398,12991,20621,43615,24942,36129,8417,41776,80044,491702,22769,18772,98730,145655,32997,34382,139338,45071,3503,11185,36230,29932,41841,69261,32166,9364,7811,14124,12584,6239,12398,6998,20278,8607,31324,6544,26637,3019,8147,4350,7348,3229,5695,2736,3464,5342,4750,958,3469,2264,1695,1831,1968,3171,2070,4036,1330,1614,1494,1629,1615,2738,1620,1075
2021-05-12,138931,39025,18290,240790,71541,13024,20651,43710,24969,36237,8431,41854,80142,492231,22796,18808,98870,145848,33057,34429,139507,45120,3508,11191,36252,29977,41933,69394,32214,9369,7829,14151,12592,6241,12416,7004,20295,8618,31358,6559,26685,3021,8154,4357,7359,3193,5700,2736,3465,5347,4758,960,3471,2266,1696,1832,1968,3180,2071,4039,1332,1615,1495,1629,1616,2738,1620,1076
2021-05-13,139297,39110,18309,241132,71730,13049,20667,43794,25009,36306,8439,41921,80271,493006,22827,18833,98995,146144,33104,34487,139842,45218,3511,11204,36282,30075,42045,69532,32259,9374,7837,14190,12618,6242,12440,7025,20324,8634,31405,6572,26751,3021,8162,4360,7371,3188,5710,2739,3480,5352,4770,963,3475,2267,1697,1834,1970,3187,2072,4051,1333,1615,1496,1629,1616,2741,1620,1076
2021-05-14,139629,39183,18323,241476,71877,13079,20678,43877,25044,36344,8450,41998,80352,493722,22861,18868,99138,146327,33155,34555,140131,45288,3514,11212,36319,30180,42111,69676,32299,9378,7844,14226,12635,6244,12456,7030,20349,8649,31462,6584,26794,3023,8174,4362,7383,3195,5719,2739,3487,5355,4778,964,3478,2267,1697,1833,1971,3194,2073,4054,1333,1615,1497,1630,1618,2743,1620,1076
2021-05-15,139931,39251,18341,241765,72042,13112,20695,43953,25092,36404,8462,42063,80459,494373,22892,18909,99277,146536,33188,34606,140371,45343,3516,11229,36357,30241,42193,69778,32333,9381,7845,14257,12653,6246,12471,7035,20367,8664,31491,6591,26842,3028,8175,4371,7388,3198,5729,2740,3489,5358,4786,965,3482,2267,1698,1834,1972,3202,2075,4060,1335,1616,1497,1631,1619,2745,1621,1078
2021-05-16,140116,39312,18353,242014,72161,13131,20701,44006,25106,36445,8472,42109,80529,494902,22912,18940,99355,146713,33236,34655,140534,45409,3518,11239,36371,30298,42237,69878,32356,9386,7849,14276,12666,6246,12482,7038,20386,8665,31520,6601,26900,3028,8179,4373,7392,3166,5734,2740,3490,5359,4788,965,3484,2268,1699,1836,1972,3209,2077,4068,1336,1616,1498,1631,1621,2745,1621,1078
2021-05-17,140226,39334,18365,242199,72271,13144,20708,44056,25125,36493,8476,42158,80603,495366,22925,18959,99425,146831,33263,34704,140673,45443,3521,11245,36381,30338,42294,69939,32366,9391,7854,14290,12673,6246,12495,7038,20392,8675,31540,6607,26926,3030,8181,4374,7394,3167,5734,2740,3498,5363,4796,965,3485,2270,1699,1836,1972,3213,2077,4071,1336,1616,1499,1632,1622,2745,1621,1078
2021-05-18,140504,39374,18378,242417,72431,13163,20721,44129,25149,36547,8496,42203,80673,495920,22964,18992,99525,146949,33297,34762,140872,45511,3524,11252,36406,30402,42358,70037,32419,9406,7858,14316,12689,6250,12518,7040,20423,8685,31570,6615,26961,3031,8190,4379,7406,3165,5735,2743,3500,5367,4801,966,3489,2270,1699,1836,1972,3215,2078,4073,1340,1616,1501,1633,1622,2745,1621,1078
2021-05-19,140826,39415,18399,242635,72560,13184,20737,44193,25184,36598,8510,42268,80753,496421,23001,19018,99643,147114,33332,34823,141055,45566,3526,11261,36420,30468,42440,70125,32467,9413,7867,14334,12702,6254,12537,7049,20435,8695,31592,6625,27008,3033,8198,4384,7413,3150,5737,2745,3503,5367,4805,967,3498,2271,1700,1836,1973,3224,2078,4082,1347,1617,1503,1634,1624,2746,1622,1078
2021-05-20,141086,39470,18411,242888,72736,13209,20750,44294,25219,36647,8518,42329,80834,496960,23034,19044,99747,147268,33365,34886,141232,45624,3526,11271,36438,30535,42511,70229,32500,9422,7870,14358,12719,6263,12558,7056,20460,8705,31621,6628,27051,3034,8206,4386,7419,3134,5742,2745,3513,5372,4816,969,3502,2274,1701,1837,1974,3227,2078,4100,1347,1618,1503,1638,1625,2746,1622,1081
2021-05-21,141330,39514,18428,243045,72853,13237,20771,44378,25231,36715,8531,42391,80898,497370,23068,19064,99827,147406,33395,34927,141374,45663,3528,11277,36454,30622,42565,70301,32546,9431,7871,14375,12733,6268,12578,7058,20464,8707,31654,6630,27103,3036,8213,4393,7426,3125,5744,2745,3523,5374,4821,968,3507,2275,1701,1837,1974,3237,2080,4106,1347,1618,1507,1638,1625,2748,1622,1081
2021-05-22,141599,39570,18442,243396,72972,13265,20788,44440,25264,36761,8546,42452,80986,498093,23106,19106,99961,147607,33428,35000,141617,45733,3529,11294,36479,30676,42640,70419,32604,9439,7877,14402,12750,6271,12597,7067,20481,8724,31723,6643,27158,3040,8222,4400,7442,3109,5749,2746,3527,5374,4825,970,3509,2275,1702,1837,1976,3240,2081,4131,1348,1620,1509,1639,1628,2749,1623,1082
2021-05-23,141736,39606,18453,243625,73082,13278,20804,44479,25286,36805,8553,42506,81042,498556,23127,19125,100050,147731,33459,35023,141736,45781,3529,11305,36497,30726,42661,70483,32640,9450,7884,14426,12756,6274,12619,7076,20498,8726,31747,6649,27192,3041,8225,4409,7444,3059,5753,2746,3528,5374,4830,972,3509,2275,1702,1837,1976,3242,2081,4139,1349,1619,1514,1639,1628,2749,1624,1082
2021-05-24,141833,39626,18463,243788,73147,13289,20813,44511,25304,36842,8564,42542,81077,498952,23144,19147,100131,147784,33483,35056,141855,45808,3530,11315,36520,30759,42676,70544,32654,9456,7886,14445,12761,6274,12629,7080,20512,8729,31767,6655,27213,3042,8229,4411,7447,3060,5753,2747,3531,5375,4833,972,3510,2275,1702,1837,1977,3243,2081,4139,1349,1620,1514,1639,1629,2749,1623,1082
2021-05-25,142014,39673,18480,243931,73198,13301,20828,44555,25323,36891,8569,42594,81120,499200,23163,19160,100211,147868,33519,35088,142019,45858,3532,11328,36536,30848,42716,70617,32703,9458,7893,14459,12771,6280,12638,7081,20526,8737,31790,6659,27244,3043,8234,4415,7450,3057,5757,2747,3534,5379,4835,972,3510,2276,1704,1838,1976,3247,2083,4147,1356,1624,1519,1640,1631,2749,1623,1082
2021-05-26,142259,39711,18493,244130,73277,13321,20840,44629,25377,36938,8587,42645,81175,499511,23184,19173,100303,148002,33551,35140,142216,45921,3535,11336,36557,30893,42767,70724,32736,9467,7894,14487,12793,6290,12652,7083,20536,8749,31815,6674,27283,3044,8238,4419,7459,3049,5758,2748,3539,5380,4841,974,3513,2278,1704,1840,1977,3253,2085,4154,1357,1624,1519,1640,1633,2749,1623,1082
2021-05-27,142487,39758,18504,244358,73360,13335,20849,44698,25400,36976,8601,42709,81234,499955,23208,19185,100408,148117,33585,35187,142369,45977,3536,11347,36575,30924,42818,70810,32766,9477,7898,14498,12808,6296,12666,7085,20549,8758,31835,6690,27339,3047,8242,4423,7467,3041,5762,2749,3554,5384,4849,974,3515,2279,1704,1840,1976,3256,2086,4158,1357,1625,1520,1641,1634,2749,1623,1082
2021-05-28,142735,39793,18522,244552,73461,13361,20863,44745,25439,37009,8615,42754,81289,500322,23228,19206,100502,148275,33627,35243,142540,46052,3538,11360,36590,30960,42856,70908,32796,9487,7907,14525,12819,6300,12680,7091,20555,8767,31868,6703,27378,3048,8247,4426,7480,3034,5764,2749,3555,5387,4857,980,3518,2279,1705,1841,1976,3260,2087,4162,1358,1625,1520,1641,1634,2751,1623,1082
2021-05-29,142735,39793,18522,244552,73461,13361,20863,44745,25439,37009,8615,42754,81289,500322,23228,19206,100502,148275,33627,35243,142540,46052,3538,11360,36590,30960,42856,70908,32796,9487,7907,14525,12819,6300,12680,7091,20555,8767,31868,6703,27378,3048,8247,4426,7480,3034,5764,2749,3555,5387,4857,980,3518,2279,1705,1841,1976,3260,2087,4162,1358,1625,1520,1641,1634,2751,1623,1082
2021-05-30,142735,39793,18522,244552,73461,13361,20863,44745,25439,37009,8615,42754,81289,500322,23228,19206,100502,148275,33627,35243,142540,46052,3538,11360,36590,30960,42856,70908,32796,9487,7907,14525,12819,6300,12680,7091,20555,8767,31868,6703,27378,3048,8247,4426,7480,3034,5764,2749,3555,5387,4857,980,3518,2279,1705,1841,1976,3260,2087,4162,1358,1625,1520,1641,1634,2751,1623,1082
2021-05-31,142735,39793,18522,244552,73461,13361,20863,44745,25439,37009,8615,42754,81289,500322,23228,19206,100502,148275,33627,35243,142540,46052,3538,11360,36590,30960,42856,70908,32796,9487,7907,14525,12819,6300,12680,7091,20555,8767,31868,6703,27378,3048,8247,4426,7480,3034,5764,2749,3555,5387,4857,980,3518,2279,1705,1841,1976,3260,2087,4162,1358,1625,1520,1641,1634,2751,1623,1082
2021-06-01,143236,39913,18556,245036,73700,13413,20889,44897,25484,37102,8648,42888,81438,501422,23280,19265,100837,148654,33703,35360,143000,46245,3542,11401,36633,31065,42963,71145,32830,9504,7917,14590,12845,6309,12714,7091,20577,8778,31939,6719,27468,3049,8265,4435,7500,3031,5769,2751,3571,5391,4868,982,3525,2282,1707,1847,1979,3275,2094,4180,1359,1626,1522,1647,1636,2753,1623,1084
2021-06-02,143397,39938,18562,245095,73726,13425,20895,44941,25499,37142,8654,42914,81481,501638,23301,19275,100884,148711,33718,35380,143050,46266,3541,11411,36639,31099,42999,71198,32837,9504,7924,14613,12851,6314,12725,7092,20584,8780,31957,6727,27497,3051,8270,4437,7504,3027,5770,2752,3576,5394,4872,983,3529,2285,1707,1847,1979,3277,2097,4184,1360,1626,1522,1648,1638,2753,1625,1084
2021-06-03,143624,39965,18579,245303,73776,13437,20909,44977,25515,37184,8663,42933,81533,501925,23319,19297,100985,148811,33745,35427,143197,46310,3547,11418,36650,31113,43052,71255,32851,9506,7929,14635,12861,6327,12738,7106,20598,8781,31971,6733,27541,3051,8278,4438,7507,3017,5777,2755,3578,5393,4873,983,3536,2284,1707,1849,1981,3279,2101,4187,1362,1627,1522,1648,1638,2753,1625,1084
2021-06-04,142752,39126,18341,242550,71544,13235,20690,44247,25218,35793,8216,42625,79588,495624,23020,19268,99506,146333,32202,35199,141041,45557,3535,11334,32962,30604,42359,70882,31925,9400,7042,14552,12757,6258,12518,6706,19784,8695,31828,6726,27398,3041,8236,4417,7414,56,5769,2735,3570,5371,4865,982,3526,2252,1705,1851,1957,3271,2074,4134,1322,1627,1496,1628,1635,2749,1625,1084
2021-06-05,142752,39126,18341,242550,71544,13235,20690,44247,25218,35793,8216,42625,79588,495624,23020,19268,99506,146333,32202,35199,141041,45557,3535,11334,32962,30604,42359,70882,31925,9400,7042,14552,12757,6258,12518,6706,19784,8695,31828,6726,27398,3041,8236,4417,7414,56,5769,2735,3570,5371,4865,982,3526,2252,1705,1851,1957,3271,2074,4134,1322,1627,1496,1628,1635,2749,1625,1084
2021-06-06,142752,39126,18341,242550,71544,13235,20690,44247,25218,35793,8216,42625,79588,495624,23020,19268,99506,146333,32202,35199,141041,45557,3535,11334,32962,30604,42359,70882,31925,9400,7042,14552,12757,6258,12518,6706,19784,8695,31828,6726,27398,3041,8236,4417,7414,56,5769,2735,3570,5371,4865,982,3526,2252,1705,1851,1957,3271,2074,4134,1322,1627,1496,1628,1635,2749,1625,1084
2021-06-07,142752,39126,18341,242550,71544,13235,20690,44247,25218,35793,8216,42625,79588,495624,23020,19268,99506,146333,32202,35199,141041,45557,3535,11334,32962,30604,42359,70882,31925,9400,7042,14552,12757,6258,12518,6706,19784,8695,31828,6726,27398,3041,8236,4417,7414,4773,5769,2735,3570,5371,4865,982,3526,2252,1705,1851,1957,3271,2074,4134,1322,1627,1496,1628,1635,2749,1625,1084
2021-06-08,142752,39126,18341,242550,71544,13235,20690,44247,25218,35793,8216,42625,79588,495624,23020,19268,99506,146333,32202,35199,141041,45557,3535,11334,32962,30604,42359,70882,31925,9400,7042,14552,12757,6258,12518,6706,19784,8695,31828,6726,27398,3041,8236,4417,7414,5957,5769,2735,3570,5371,4865,982,3526,2252,1705,1851,1957,3271,2074,4134,1322,1627,1496,1628,1635,2749,1625,1084
2021-06-09,142752,39126,18341,242550,71544,13235,20690,44247,25218,35793,8216,42625,79588,495624,23020,19268,99506,146333,32202,35199,141041,45557,3535,11334,32962,30604,42359,70882,31925,9400,7042,14552,12757,6258,12518,6706,19784,8695,31828,6726,27398,3041,8236,4417,7414,7547,5769,2735,3570,5371,4865,982,3526,2252,1705,1851,1957,3271,2074,4134,1322,1627,1496,1628,1635,2749,1625,1084
2021-06-10,142752,39126,18341,242550,71544,13235,20690,44247,25218,35793,8216,42625,79588,495624,23020,19268,99506,146333,32202,35199,141041,45557,3535,11334,32962,30604,42359,70882,31925,9400,7042,14552,12757,6258,12518,6706,19784,8695,31828,6726,27398,3041,8236,4417,7414,9273,5769,2735,3570,5371,4865,982,3526,2252,1705,1851,1957,3271,2074,4134,1322,1627,1496,1628,1635,2749,1625,1084
2021-06-11,143544,39284,18423,243765,71918,13303,20776,44491,25293,35994,8276,42903,79890,497726,23131,19391,100193,146960,32325,35467,141941,45916,3557,11401,33028,30765,42604,71204,32093,9434,7067,14678,12802,6284,12596,6739,19844,8721,31951,6751,27633,3045,8270,4433,7459,59,5793,2737,3595,5393,4886,984,3539,2258,1710,1863,1960,3296,2080,4181,1320,1628,1502,1629,1645,2748,1627,1084
2021-06-12,143544,39284,18423,243765,71918,13303,20776,44491,25293,35994,8276,42903,79890,497726,23131,19391,100193,146960,32325,35467,141941,45916,3557,11401,33028,30765,42604,71204,32093,9434,7067,14678,12802,6284,12596,6739,19844,8721,31951,6751,27633,3045,8270,4433,7459,59,5793,2737,3595,5393,4886,984,3539,2258,1710,1863,1960,3296,2080,4181,1320,1628,1502,1629,1645,2748,1627,1084
2021-06-13,143544,39284,18423,243765,71918,13303,20776,44491,25293,35994,8276,42903,79890,497726,23131,19391,100193,146960,32325,35467,141941,45916,3557,11401,33028,30765,42604,71204,32093,9434,7067,14678,12802,6284,12596,6739,19844,8721,31951,6751,27633,3045,8270,4433,7459,1957,5793,2737,3595,5393,4886,984,3539,2258,1710,1863,1960,3296,2080,4181,1320,1628,1502,1629,1645,2748,1627,1084
2021-06-14,143544,39284,18423,243765,71918,13303,20776,44491,25293,35994,8276,42903,79890,497726,23131,19391,100193,146960,32325,35467,141941,45916,3557,11401,33028,30765,42604,71204,32093,9434,7067,14678,12802,6284,12596,6739,19844,8721,31951,6751,27633,3045,8270,4433,7459,4191,5793,2737,3595,5393,4886,984,3539,2258,1710,1863,1960,3296,2080,4181,1320,1628,1502,1629,1645,2748,1627,1084
2021-06-15,143544,39284,18423,243765,71918,13303,20776,44491,25293,35994,8276,42903,79890,497726,23131,19391,100193,146960,32325,35467,141941,45916,3557,11401,33028,30765,42604,71204,32093,9434,7067,14678,12802,6284,12596,6739,19844,8721,31951,6751,27633,3045,8270,4433,7459,5182,5793,2737,3595,5393,4886,984,3539,2258,1710,1863,1960,3296,2080,4181,1320,1628,1502,1629,1645,2748,1627,1084
2021-06-16,143544,39284,18423,243765,71918,13303,20776,44491,25293,35994,8276,42903,79890,497726,23131,19391,100193,146960,32325,35467,141941,45916,3557,11401,33028,30765,42604,71204,32093,9434,7067,14678,12802,6284,12596,6739,19844,8721,31951,6751,27633,3045,8270,4433,7459,6901,5793,2737,3595,5393,4886,984,3539,2258,1710,1863,1960,3296,2080,4181,1320,1628,1502,1629,1645,2748,1627,1084
2021-06-17,143544,39284,18423,243765,71918,13303,20776,44491,25293,35994,8276,42903,79890,497726,23131,19391,100193,146960,32325,35467,141941,45916,3557,11401,33028,30765,42604,71204,32093,9434,7067,14678,12802,6284,12596,6739,19844,8721,31951,6751,27633,3045,8270,4433,7459,8527,5793,2737,3595,5393,4886,984,3539,2258,1710,1863,1960,3296,2080,4181,1320,1628,1502,1629,1645,2748,1627,1084
2021-06-18,144447,39443,18482,244741,72247,13360,20847,44757,25358,36153,8350,43061,80216,499504,23278,19512,100811,147443,32412,35735,142710,46205,3583,11446,33084,30911,42844,71561,32219,9472,7091,14771,12870,6340,12656,6765,19892,8745,32026,6788,27782,3050,8291,4436,7491,58,5808,2739,3609,5401,4904,988,3549,2267,1714,1865,1962,3336,2086,4213,1324,1630,1503,1630,1643,2752,1630,1084
2021-06-19,144447,39443,18482,244741,72247,13360,20847,44757,25358,36153,8350,43061,80216,499504,23278,19512,100811,147443,32412,35735,142710,46205,3583,11446,33084,30911,42844,71561,32219,9472,7091,14771,12870,6340,12656,6765,19892,8745,32026,6788,27782,3050,8291,4436,7491,58,5808,2739,3609,5401,4904,988,3549,2267,1714,1865,1962,3336,2086,4213,1324,1630,1503,1630,1643,2752,1630,1084
2021-06-20,144447,39443,18482,244741,72247,13360,20847,44757,25358,36153,8350,43061,80216,499504,23278,19512,100811,147443,32412,35735,142710,46205,3583,11446,33084,30911,42844,71561,32219,9472,7091,14771,12870,6340,12656,6765,19892,8745,32026,6788,27782,3050,8291,4436,7491,58,5808,2739,3609,5401,4904,988,3549,2267,1714,1865,1962,3336,2086,4213,1324,1630,1503,1630,1643,2752,1630,1084
2021-06-21,144447,39443,18482,244741,72247,13360,20847,44757,25358,36153,8350,43061,80216,499504,23278,19512,100811,147443,32412,35735,142710,46205,3583,11446,33084,30911,42844,71561,32219,9472,7091,14771,12870,6340,12656,6765,19892,8745,32026,6788,27782,3050,8291,4436,7491,3736,5808,2739,3609,5401,4904,988,3549,2267,1714,1865,1962,3336,2086,4213,1324,1630,1503,1630,1643,2752,1630,1084
2021-06-22,144447,39443,18482,244741,72247,13360,20847,44757,25358,36153,8350,43061,80216,499504,23278,19512,100811,147443,32412,35735,142710,46205,3583,11446,33084,30911,42844,71561,32219,9472,7091,14771,12870,6340,12656,6765,19892,8745,32026,6788,27782,3050,8291,4436,7491,5415,5808,2739,3609,5401,4904,988,3549,2267,1714,1865,1962,3336,2086,4213,1324,1630,1503,1630,1643,2752,1630,1084
2021-06-23,144447,39443,18482,244741,72247,13360,20847,44757,25358,36153,8350,43061,80216,499504,23278,19512,100811,147443,32412,35735,142710,46205,3583,11446,33084,30911,42844,71561,32219,9472,7091,14771,12870,6340,12656,6765,19892,8745,32026,6788,27782,3050,8291,4436,7491,7299,5808,2739,3609,5401,4904,988,3549,2267,1714,1865,1962,3336,2086,4213,1324,1630,1503,1630,1643,2752,1630,1084
2021-06-24,144447,39443,18482,244741,72247,13360,20847,44757,25358,36153,8350,43061,80216,499504,23278,19512,100811,147443,32412,35735,142710,46205,3583,11446,33084,30911,42844,71561,32219,9472,7091,14771,12870,6340,12656,6765,19892,8745,32026,6788,27782,3050,8291,4436,7491,9234,5808,2739,3609,5401,4904,988,3549,2267,1714,1865,1962,3336,2086,4213,1324,1630,1503,1630,1643,2752,1630,1084
2021-06-25,145214,39565,18565,245828,72609,13425,20955,45057,25425,36319,8434,43160,80558,501540,23546,19630,101623,148184,32493,35999,143397,46436,3607,11482,33139,31095,43207,71953,32289,9515,7107,14855,12922,6393,12721,6811,19965,8776,32123,6820,27945,3063,8315,4440,7540,55,5815,2742,3620,5423,4920,992,3559,2277,1720,1878,1977,3351,2086,4244,1333,1638,1504,1634,1646,2754,1630,1086
2021-06-26,145214,39565,18565,245828,72609,13425,20955,45057,25425,36319,8434,43160,80558,501540,23546,19630,101623,148184,32493,35999,143397,46436,3607,11482,33139,31095,43207,71953,32289,9515,7107,14855,12922,6393,12721,6811,19965,8776,32123,6820,27945,3063,8315,4440,7540,55,5815,2742,3620,5423,4920,992,3559,2277,1720,1878,1977,3351,2086,4244,1333,1638,1504,1634,1646,2754,1630,1086
2021-06-27,145214,39565,18565,245828,72609,13425,20955,45057,25425,36319,8434,43160,80558,501540,23546,19630,101623,148184,32493,35999,143397,46436,3607,11482,33139,31095,43207,71953,32289,9515,7107,14855,12922,6393,12721,6811,19965,8776,32123,6820,27945,3063,8315,4440,7540,55,5815,2742,3620,5423,4920,992,3559,2277,1720,1878,1977,3351,2086,4244,1333,1638,1504,1634,1646,2754,1630,1086
2021-06-28,145214,39565,18565,245828,72609,13425,20955,45057,25425,36319,8434,43160,80558,501540,23546,19630,101623,148184,32493,35999,143397,46436,3607,11482,33139,31095,43207,71953,32289,9515,7107,14855,12922,6393,12721,6811,19965,8776,32123,6820,27945,3063,8315,4440,7540,55,5815,2742,3620,5423,4920,992,3559,2277,1720,1878,1977,3351,2086,4244,1333,1638,1504,1634,1646,2754,1630,1086
2021-06-29,145214,39565,18565,245828,72609,13425,20955,45057,25425,36319,8434,43160,80558,501540,23546,19630,101623,148184,32493,35999,143397,46436,3607,11482,33139,31095,43207,71953,32289,9515,7107,14855,12922,6393,12721,6811,19965,8776,32123,6820,27945,3063,8315,4440,7540,5291,5815,2742,3620,5423,4920,992,3559,2277,1720,1878,1977,3351,2086,4244,1333,1638,1504,1634,1646,2754,1630,1086
