,Maricopa,Pinal,Pima,Graham,Navajo,Coconino,Santa Cruz,Yavapai,Yuma,Apache,Cochise,Unknown,La Paz,Mohave,Gila,Greenlee
2020-01-26,0,,,,,,,,,,,,,,,
2020-01-27,0,,,,,,,,,,,,,,,
2020-01-28,0,,,,,,,,,,,,,,,
2020-01-29,0,,,,,,,,,,,,,,,
2020-01-30,0,,,,,,,,,,,,,,,
2020-01-31,0,,,,,,,,,,,,,,,
2020-02-01,0,,,,,,,,,,,,,,,
2020-02-02,0,,,,,,,,,,,,,,,
2020-02-03,0,,,,,,,,,,,,,,,
2020-02-04,0,,,,,,,,,,,,,,,
2020-02-05,0,,,,,,,,,,,,,,,
2020-02-06,0,,,,,,,,,,,,,,,
2020-02-07,0,,,,,,,,,,,,,,,
2020-02-08,0,,,,,,,,,,,,,,,
2020-02-09,0,,,,,,,,,,,,,,,
2020-02-10,0,,,,,,,,,,,,,,,
2020-02-11,0,,,,,,,,,,,,,,,
2020-02-12,0,,,,,,,,,,,,,,,
2020-02-13,0,,,,,,,,,,,,,,,
2020-02-14,0,,,,,,,,,,,,,,,
2020-02-15,0,,,,,,,,,,,,,,,
2020-02-16,0,,,,,,,,,,,,,,,
2020-02-17,0,,,,,,,,,,,,,,,
2020-02-18,0,,,,,,,,,,,,,,,
2020-02-19,0,,,,,,,,,,,,,,,
2020-02-20,0,,,,,,,,,,,,,,,
2020-02-21,0,,,,,,,,,,,,,,,
2020-02-22,0,,,,,,,,,,,,,,,
2020-02-23,0,,,,,,,,,,,,,,,
2020-02-24,0,,,,,,,,,,,,,,,
2020-02-25,0,,,,,,,,,,,,,,,
2020-02-26,0,,,,,,,,,,,,,,,
2020-02-27,0,,,,,,,,,,,,,,,
2020-02-28,0,,,,,,,,,,,,,,,
2020-02-29,0,,,,,,,,,,,,,,,
2020-03-01,0,,,,,,,,,,,,,,,
2020-03-02,0,,,,,,,,,,,,,,,
2020-03-03,0,,,,,,,,,,,,,,,
2020-03-04,0,,,,,,,,,,,,,,,
2020-03-05,0,,,,,,,,,,,,,,,
2020-03-06,0,0,,,,,,,,,,,,,,
2020-03-07,0,0,,,,,,,,,,,,,,
2020-03-08,0,0,,,,,,,,,,,,,,
2020-03-09,0,0,0,,,,,,,,,,,,,
2020-03-10,0,0,0,,,,,,,,,,,,,
2020-03-11,0,0,0,,,,,,,,,,,,,
2020-03-12,0,0,0,,,,,,,,,,,,,
2020-03-13,0,0,0,,,,,,,,,,,,,
2020-03-14,0,0,0,0,,,,,,,,,,,,
2020-03-15,0,0,0,0,,,,,,,,,,,,
2020-03-16,0,0,0,0,,,,,,,,,,,,
2020-03-17,0,0,0,0,0,,,,,,,,,,,
2020-03-18,0,0,0,0,0,0,,,,,,,,,,
2020-03-19,0,0,0,0,0,0,0,0,,,,,,,,
2020-03-20,1,0,0,0,0,0,0,0,0,,,,,,,
2020-03-21,1,0,0,0,0,0,0,0,0,0,0,,,,,
2020-03-22,2,0,0,0,0,0,0,0,0,0,0,,,,,
2020-03-23,2,0,0,0,0,0,0,0,0,0,0,,,,,
2020-03-24,2,0,0,0,0,1,0,0,0,0,0,3,,,,
2020-03-25,2,0,0,0,0,1,0,0,0,0,0,3,,,,
2020-03-26,4,0,0,0,0,2,0,0,0,0,0,2,0,0,,
2020-03-27,5,0,4,0,0,2,0,0,0,0,0,4,0,0,,
2020-03-28,5,0,5,0,0,2,0,0,0,0,0,3,0,0,0,
2020-03-29,5,0,6,0,0,2,0,0,0,0,0,5,0,0,0,
2020-03-30,5,0,6,0,0,3,0,0,0,0,0,6,0,0,0,0
2020-03-31,8,0,6,0,0,3,0,0,0,0,0,7,0,0,0,0
2020-04-01,8,0,10,0,0,3,0,0,0,0,0,8,0,0,0,0
2020-04-02,12,0,11,0,1,8,0,0,0,0,0,3,0,0,0,0
2020-04-03,17,0,11,0,1,8,0,0,0,0,0,4,0,0,0,0
2020-04-04,28,0,12,0,1,10,0,0,0,0,0,2,0,0,0,0
2020-04-05,31,0,12,0,1,10,0,0,0,0,0,9,0,1,0,0
2020-04-06,31,0,13,0,1,10,0,1,0,0,0,10,0,1,0,0
2020-04-07,35,0,13,0,1,14,0,1,0,0,0,12,0,1,0,0
2020-04-08,37,0,16,0,7,14,0,1,0,3,0,1,0,1,0,0
2020-04-09,39,3,20,0,7,15,0,1,0,3,0,,0,1,0,0
2020-04-10,41,3,20,0,7,15,0,1,0,3,0,5,0,2,0,0
2020-04-11,47,3,29,0,7,15,0,1,0,3,0,5,0,2,0,0
2020-04-12,48,4,29,0,8,21,0,1,0,3,0,1,0,2,0,0
2020-04-13,52,4,29,0,8,21,0,1,1,3,0,1,0,2,0,0
2020-04-14,54,5,32,0,9,22,0,1,1,4,0,1,0,2,0,0
2020-04-15,60,5,34,0,10,24,0,1,1,4,0,,1,2,0,0
2020-04-16,64,5,37,0,11,26,0,1,1,4,0,,1,2,0,0
2020-04-17,69,5,51,0,11,29,0,1,1,4,0,,1,2,0,0
2020-04-18,70,6,56,0,11,29,0,1,1,4,0,,1,2,0,0
2020-04-19,75,7,56,0,11,30,0,1,1,4,0,,1,2,0,0
2020-04-20,75,7,58,0,11,30,0,1,1,4,0,,1,3,0,0
2020-04-21,84,7,65,0,11,35,0,1,1,5,0,,1,3,0,0
2020-04-22,97,8,68,0,12,35,0,1,1,5,0,5,1,3,0,0
2020-04-23,115,8,70,0,13,35,0,1,1,5,0,5,1,3,0,0
2020-04-24,120,9,74,0,18,36,0,1,1,5,0,,1,3,0,0
2020-04-25,121,9,76,0,18,40,0,1,1,5,0,,1,3,0,0
2020-04-26,122,9,76,0,18,40,0,1,1,5,0,,1,4,0,0
2020-04-27,122,9,76,0,18,40,0,1,1,5,0,,1,4,0,0
2020-04-28,137,9,78,0,18,42,0,1,1,5,0,,2,4,0,0
2020-04-29,140,11,80,0,18,42,0,2,1,5,0,,2,7,0,0
2020-04-30,145,11,80,0,21,42,0,2,1,6,0,,2,10,0,0
2020-05-01,147,13,81,0,21,44,0,2,1,6,0,,2,13,0,0
2020-05-02,159,13,89,0,22,44,0,2,1,6,0,,2,15,0,0
2020-05-03,168,13,89,0,22,44,0,2,1,6,0,,2,15,0,0
2020-05-04,168,13,89,0,22,44,0,2,1,6,0,,2,15,0,0
2020-05-05,175,15,105,0,26,46,0,2,1,7,0,,2,16,0,0
2020-05-06,186,15,116,0,31,48,0,3,1,7,0,,2,17,0,0
2020-05-07,204,15,118,0,32,49,0,3,1,7,0,,2,19,0,0
2020-05-08,238,19,131,0,35,55,0,4,1,10,1,,2,20,1,0
2020-05-09,245,19,133,0,36,55,0,4,3,10,1,,2,23,1,0
2020-05-10,247,19,134,0,36,55,0,4,3,10,1,,2,24,1,0
2020-05-11,250,19,134,0,37,56,0,4,3,10,1,,2,25,1,0
2020-05-12,259,20,136,0,41,58,0,4,3,11,1,,2,26,1,0
2020-05-13,281,20,144,0,42,58,0,4,3,12,1,,2,26,1,0
2020-05-14,292,28,152,0,43,59,0,4,4,12,1,,2,26,1,0
2020-05-15,302,28,155,0,48,62,0,5,4,16,1,,2,27,1,0
2020-05-16,319,31,157,0,48,64,0,5,4,20,1,,2,27,1,0
2020-05-17,319,31,157,0,48,64,0,5,4,20,1,,2,28,1,0
2020-05-18,324,31,157,0,48,65,0,5,4,20,1,,2,28,1,0
2020-05-19,339,32,158,0,48,66,0,5,4,20,1,,2,28,1,0
2020-05-20,357,37,167,0,52,68,0,6,5,22,1,,2,29,1,0
2020-05-21,361,37,174,0,52,69,0,6,6,22,2,,2,31,1,0
2020-05-22,368,37,174,0,53,69,0,6,7,23,2,,2,33,1,0
2020-05-23,383,37,174,0,56,72,0,6,8,25,1,,2,34,1,0
2020-05-24,384,37,173,0,56,72,0,6,9,25,1,,2,34,1,0
2020-05-25,385,37,173,0,56,72,0,6,9,26,1,1,2,37,1,0
2020-05-26,384,37,173,0,56,73,0,6,10,26,1,,2,37,2,0
2020-05-27,397,37,175,1,57,75,0,6,10,26,1,,2,42,2,0
2020-05-28,403,37,186,1,58,79,0,6,11,28,1,1,2,42,2,0
2020-05-29,419,39,185,2,58,81,0,6,13,34,2,,2,42,2,0
2020-05-30,430,39,185,2,59,81,0,7,14,35,3,,2,44,2,0
2020-05-31,432,39,185,2,60,81,0,6,15,35,3,,2,44,2,0
2020-06-01,433,40,185,2,64,81,0,6,15,39,3,,2,45,2,1
2020-06-02,448,39,191,2,64,81,1,6,15,41,4,,2,46,2,1
2020-06-03,466,39,196,2,67,85,1,6,19,45,5,,2,47,2,1
2020-06-04,471,40,202,2,67,85,3,6,20,45,5,,2,49,2,1
2020-06-05,479,41,202,2,68,85,4,6,22,46,5,,2,50,3,1
2020-06-06,489,41,205,2,72,85,5,6,24,49,5,,2,57,3,1
2020-06-07,490,41,205,2,72,85,5,6,25,49,5,,2,57,3,1
2020-06-08,491,41,205,2,72,85,6,6,26,49,5,,2,58,3,1
2020-06-09,504,41,212,2,72,85,6,6,28,49,5,,2,58,3,1
2020-06-10,519,42,216,2,75,85,8,6,28,49,5,,2,59,3,1
2020-06-11,532,42,218,2,79,86,8,7,31,52,5,,2,62,3,1
2020-06-12,536,43,222,2,79,86,9,7,45,53,5,,2,64,3,1
2020-06-13,549,44,223,2,86,87,12,7,47,56,5,,2,66,3,1
2020-06-14,551,44,223,2,86,87,12,7,49,56,5,,2,66,3,1
2020-06-15,557,44,223,2,86,88,12,7,51,56,5,,2,67,3,1
2020-06-16,568,47,226,2,88,88,13,7,53,57,5,,3,67,3,1
2020-06-17,579,47,229,2,90,88,13,7,55,58,5,,4,71,3,1
2020-06-18,598,47,235,2,93,88,13,7,58,61,5,,4,72,3,1
2020-06-19,615,49,240,2,95,90,14,7,61,63,6,,4,72,3,1
2020-06-20,633,50,242,2,95,90,13,7,63,66,6,,4,72,3,1
2020-06-21,632,50,242,2,95,90,13,7,65,66,6,,4,73,4,1
2020-06-22,634,50,242,2,95,90,13,7,67,66,6,,4,73,4,1
